Modulo nnlm-es-dim128-with-normalization-2
Topicos : noticiaun via colombia uniandes unisabana unimedios mas comsabana hoy 2016 estudiantes anos 
 rt iptigeneva you have to sell peace be clear about why one might want to obtain it tpaffenholz at ; j : 1. Sim : 0.11988956; No similar. 
 profesor eafit reconocido pnpsimonbolivar mejor reportaje digital labelurl labelurl  ; j : 1633. Sim : 0.056196272; No similar. 
 foroungasscol nuevas soluciones viejos problemas minjusticiaco eafit labelurl  ; j : 1634. Sim : 0.15035681; No similar. 
 rt oaduniandes invitamos galeria fotografica revivir momentos historia uniandes labelurl labelurl  ; j : 1635. Sim : 0.3349161; No similar. 
 conoce equipo comsabana realizo nuevo videoclip tema mana jugaran ninos labelurl  ; j : 1636. Sim : 0.24847984; No similar. 
 coloquio doctorado derecho visualidad escritura accion 25 mayo 1230 pm agendauniandes labelurl  ; j : 1637. Sim : 0.21738489; No similar. 
 noticiaun otorgara cupos especiales jovenes caldas unparatodos labelurl via unimedios  ; j : 1638. Sim : 0.5287117; Baja. 
 4 7 julio semanadereceso admisiones funcionara normalmente retomaremos actividades 10 labelurl  ; j : 1639. Sim : 0.2075668; No similar. 
 gusto pelicula aunque mala entrevista jeronimorivera proposito mas reciente libro labelurl  ; j : 1640. Sim : 0.24274845; No similar. 
 noticiaun ciudades deben manejar relaciones internacionales ieuun 985unradio labelurl via labelurl ; j : 1641. Sim : 0.35763606; No similar. 
 eafitenses recibieron mencion honor infofaae aportes historia crear productos innovadores labelurl ; j : 1642. Sim : 0.122531466; No similar. 
 rt obsdemocracia migarcias codirector obsdemocracia presenta barometroamericas2016 medellin labelur; j : 1643. Sim : 0.03693016; No similar. 
 noticiaun estudiantes fminas disenan estufas portatiles sostenibles zonas rurales unmedellin labelu; j : 1644. Sim : 0.3870468; No similar. 
 noticiaun duplica numero estudiantes extranjeros unparatodos labelurl via unimedios labelurl  ; j : 1645. Sim : 0.48206282; No similar. 
 rt oaduniandes ayeryhoy prado frente bloque b throwbackthursday tbt labelurl  ; j : 1646. Sim : 0.20081703; No similar. 
 rt oaduniandes ayeryhoy antiguo bloque l lugar alguna vez ubicada rectoria uniandes throwbackthursd; j : 1647. Sim : 0.3555701; No similar. 
 continua semana fopre cafe conozca menu antojese visitelo labelurl yoapoyoalfopre labelurl  ; j : 1648. Sim : 0.2586156; No similar. 
 sabor tolima grande nueva carta restauranteescuela semana 50 descuento segundo plato labelurl  ; j : 1649. Sim : 0.08308947; No similar. 
 rt comsabana interesado estudiar comsocial unisabana esperamos talleres teoricopracticos labelurl  ; j : 1650. Sim : 0.3486868; No similar. 
 rt editorialur consulta previa consentimiento libre previo informado pueblos indigenas colombia 2a ; j : 1651. Sim : 0.35610023; No similar. 
 paraleer escuela minas medellin 130 anos trabajo rectitud labelurl fminas labelurl  ; j : 1652. Sim : 0.34128568; No similar. 
 facultad agronomia unpalmira patrimonio arquitectonico video labelurl mejoracontinuaun  ; j : 1653. Sim : 0.0047159656; No similar. 
 orgullorosarista repositorio edocur numero colombia segun rank webometrics labelurl labelurl  ; j : 1654. Sim : 0.26142794; No similar. 
 paula gaviria angelika rettberg analizan retos colombia implementacion acuerdos farc labelurl  ; j : 1655. Sim : 0.4353391; No similar. 
 noticiaun crece familia unmedellin jwillianbranch labelurl via unimedios labelurl  ; j : 1656. Sim : 0.3875271; No similar. 
 uniandes pxbebida alistan ultimos detalles dw senek 5 10 k inscripciones labelurl labelurl  ; j : 1657. Sim : 0.34295526; No similar. 
 articulo unperiodico rayos sol definieron construccion bogota labelurl via unimedios labelurl  ; j : 1658. Sim : 0.49841762; No similar. 
 noticiaun lidera produccion cultural artistica manizales unmanizales labelurl via unimedios  ; j : 1659. Sim : 0.58019316; Baja. 
 solo 19 10 millones estudiantes colombia cursan programas alta calidad daniel payares labelurl  ; j : 1660. Sim : 0.43732315; No similar. 
 actuar celeridad entendiendo salga aca ser acuerdo mejor involucre f santos  ; j : 1661. Sim : 0.06286546; No similar. 
 orgulloun jovenes uncolombia disenan transmilenio incluyente labelurl via eltiempo labelurl  ; j : 1662. Sim : 0.38180518; No similar. 
 acuerdo pone fin guerra silencia fusiles avanzamos paso firme grnaranjo vicecolombia elretodelajep ; j : 1663. Sim : 0.08620624; No similar. 
 rt hernanolano uchile vi congreso latinoamericano historia derecho derechousabana unisabana obdulio; j : 1664. Sim : 0.22423168; No similar. 
 rt admonuniandes semanainternacional estudiantes upcedu conferencia market digital annovell educaci; j : 1665. Sim : 0.25749797; No similar. 
 tres cosas debes saber estacion experimental campo jose celestino mutis labelurl labelurl  ; j : 1666. Sim : 0.20559339; No similar. 
 alejandra solarte universidad cauca obtuvo segundo lugar pedro juan vallejo pelaez eafit labelurl  ; j : 1667. Sim : 0.307449; No similar. 
 rt jrestrp extraordinario nuevo consejero hernando sanchez sanchez abogado urosarionews destacado j; j : 1668. Sim : 0.069529854; No similar. 
 estan desaprovechando colombia 76 tierras cultivables juanmanuelgalan lospresidenciables2018  ; j : 1669. Sim : 0.43733376; No similar. 
 apoyamos comunidadun afectada emergencia manizales acompanamiento identificacion afectados labelurl; j : 1670. Sim : 0.23038466; No similar. 
 andar bicicleta forma mas rapida conveniente llegar distancias medianas sosporelaire labelurl  ; j : 1671. Sim : 0.3157873; No similar. 
 ejercitarse aire libre quinta mutis aldiaconelnova labelurl labelurl  ; j : 1672. Sim : 0.014798099; No similar. 
 manana pierdan tmetropolitano sinfonicaeafit vi concierto temporada 2017 esperamo labelurl  ; j : 1673. Sim : 0.196015; No similar. 
 sinfonicaeafit abrira temporada conciertos tributo folclor colombiano labelurl labelurl  ; j : 1674. Sim : 0.13971184; No similar. 
 semana movilidad 2016 31 octubre 4 noviembre 2016 labelurl  ; j : 1675. Sim : 0.40237045; No similar. 
 comunidadun presenta identificacion estudiante egresado funcionario requerido labelurl  ; j : 1676. Sim : 0.13432755; No similar. 
 hoy 1230 pm coloquio doctorado derecho visualidad escritura accion agendauniandes labelurl  ; j : 1677. Sim : 0.24797176; No similar. 
 hoy manana entrega kit senek 2016 5k 10k primer piso bloque w gracias apoyar labelurl  ; j : 1678. Sim : 0.3266883; No similar. 
 noticiaun centro colombo americano premia estudiante orgulloun unmanizales labelurl via unimedios  ; j : 1679. Sim : 0.47183844; No similar. 
 trabaje gratis vender bus siento orgulloso haber sido presidente junta itdp enriquepenalosa  ; j : 1680. Sim : 0.046930578; No similar. 
 noche eleccioneseeuu2016 cristian rojas profesor cpoliticasus envivo labelurl  ; j : 1681. Sim : 0.23639241; No similar. 
 comienzo queria entender relacion alcaldia bogota actores sociales ciudad lu labelurl  ; j : 1682. Sim : 0.4888224; No similar. 
 noticiaun primer fisico arhuaco graduado vuelve tierra orgulloun labelurl via unimedios  ; j : 1683. Sim : 0.47888345; No similar. 
 rt comsabana feliz cumpleanoscomsabana queridas secretarias sandracasallas comsabana exitos dia  ; j : 1684. Sim : 0.48296928; No similar. 
 noticiaun presupuesto 2017 grandes restricciones fceunal minhacienda unperiodico labelurl via label; j : 1685. Sim : 0.29580712; No similar. 
 momento estudiantes profesores egresados pregrado ingenieria procesos celebran 20 anos act labelurl; j : 1686. Sim : 0.46488667; No similar. 
 noticiaun presupuesto universidades publicas sigue caida libre mineducacion mantillaignacio labelur; j : 1687. Sim : 0.57511437; Baja. 
 noticiaun arboreto unbogota bosque preservar fcienciasunalco labelurl unimedios labelurl  ; j : 1688. Sim : 0.30588648; No similar. 
 noticiaun alta inversion unmanizales labelurl unparatodos launcuenta via unimedios labelurl  ; j : 1689. Sim : 0.44250748; No similar. 
 cbu tipo educacion profesores andres mejia natalia sanchez ofertauniandes labelurl  ; j : 1690. Sim : 0.4177646; No similar. 
 caja herramientas direccion central estudiantes preparo induccion bienvenidos n labelurl  ; j : 1691. Sim : 0.38469458; No similar. 
 rt bienestarsabana decidieron quieren hacer vacaciones extendemos invitacion hacer parte psv antioq; j : 1692. Sim : 0.15742017; No similar. 
 hoyeneafit celebracion mes financiero cine foro proyeccion pelicula too big to fail 500 pm bloque 2; j : 1693. Sim : 0.33366323; No similar. 
 uniandes 315 estudiantes internacionales 2016 encanta conocer mundo traves labelurl  ; j : 1694. Sim : 0.45114562; No similar. 
 ceibasoftware belizab02 digigirlz hablando futuras ingenieras diainternacionaldelamujer universidad; j : 1695. Sim : 0.3154265; No similar. 
 unbogota pone servicio sociedad biblioteca personal dr jose felix patino restrepo labelurl  ; j : 1696. Sim : 0.23693843; No similar. 
 dora rothlisberger dedico vida educacion apoye becas facultad ciencias sociales memoria labelurl  ; j : 1697. Sim : 0.24813603; No similar. 
 recital piano meiting sun 11 mayo 700 pm labelurl  ; j : 1698. Sim : 0.1263265; No similar. 
 rt memoriauniandes throwbackthursday ayeryhoy si uniandino seguro reconoces lugar campito san jose ; j : 1699. Sim : 0.30076897; No similar. 
 rt oaduniandes ayeryhoy bloque t talleres arquitectura uniandes throwbackthursday tbt labelurl  ; j : 1700. Sim : 0.25143814; No similar. 
 rt unisabanaradio mas momentos regataecologicausabana2016 semana ingenieria usingenieria unisabana ; j : 1701. Sim : 0.5689579; Baja. 
 articulo unperiodico observatorio astronomico torre iluminada ciencia launpatrimoniodetodos labelur; j : 1702. Sim : 0.11900799; No similar. 
 hoyeneafit celebracion mes financiero cine foro proyeccion pelicula the big short 500 pm bloqu labe; j : 1703. Sim : 0.35296884; No similar. 
 diez anos graduamos 583 jovenes brillantes talentosos programa quiero estudiar solidaridaduniandes ; j : 1704. Sim : 0.38020468; No similar. 
 video campus cable unmanizales bien preservar labelurl mincultura via prensaun labelurl  ; j : 1705. Sim : 0.24177505; No similar. 
 hoy sera recordado dia 117 guerrilleros entregaron armas carlos alfonso velasquez via eltiempo labe; j : 1706. Sim : 0.40241912; No similar. 
 idea libro prosocialidad preocuparnos tener capacidad crear beneficios particulares  ; j : 1707. Sim : 0.06579556; No similar. 
 invitamos sabado 25 febrero recital piano granados latinoamerica manuel matarrita entrada labelurl ; j : 1708. Sim : 0.32972896; No similar. 
 noticias orgulloun vehiculo impulsado reaccion quimica gana usa labelurl labelurl  ; j : 1709. Sim : 0.31910998; No similar. 
 hace beso alejandro gonzalez asi comienza concierto empleados 37anosunisabana labelurl  ; j : 1710. Sim : 0.26125038; No similar. 
 descubre recomendaciones optimizar tiempo trabajo vida personal labelurl labelurl  ; j : 1711. Sim : 0.036194425; No similar. 
 preparando mision sabana bienestarsabana necesitamos ayuda inscribete voluntario labelurl  ; j : 1712. Sim : 0.17798543; No similar. 
 rt oaduniandes ayeryhoy plazoleta lleras vista nuevo bloque c ed arqdisua labelurl  ; j : 1713. Sim : 0.323354; No similar. 
 listos comenzar elige carrera potenciales beneficiarios serpilopaga bienvenidos labelurl  ; j : 1714. Sim : 0.19215657; No similar. 
 participa dialogo desafios manejo vih hepatitis virales labelurl labelurl  ; j : 1715. Sim : 0.20425422; No similar. 
 14000 programas universitarios negocios mundo solo 700 acreditados aacsb haddock labelurl  ; j : 1716. Sim : 0.25170416; No similar. 
 desafios manejo vih hepatitis virales lanzamiento maestria salud publica labelurl labelurl  ; j : 1717. Sim : 0.16969435; No similar. 
 rt maesaludydiscap viernes plazo hacer parte programa unisabana si aun dudas escribenos ht  ; j : 1718. Sim : 0.3302273; No similar. 
 materializamos suenos campus escala humana adportas innovacion pensardistinto hacerdistinto labelur; j : 1719. Sim : 0.40322796; No similar. 
 klapcast proyecto busca cambiar escenario laboral artistas escenicos labelurl labelurl  ; j : 1720. Sim : 0.1223622; No similar. 
 libros universitarios arrasan fiesta libro cultura editorialun labelurl librosun labelurl  ; j : 1721. Sim : 0.16441871; No similar. 
 rt comsabana tercerfiafest comsabana hoy dia esperamos fiafest unisabana mayo 2 info labelurl  ; j : 1722. Sim : 0.5384621; Baja. 
 tarde musica libros filbo2017 camerata sabana gaitambo bienestarsabana alistan presenta labelurl  ; j : 1723. Sim : 0.31760058; No similar. 
 hoyeneafit dan archer inglaterra conversacion rosental alves brasil realidad virtual  ; j : 1724. Sim : 0.52824706; Baja. 
 rt oaduniandes ayeryhoy bloque rgc parte predios comunidad buen pastor hoy fac derecho throwbackthu; j : 1725. Sim : 0.21157157; No similar. 
 rt educaunisabana finalizamos conferencia profesor john elliott firmando libro visitantes ilustres ; j : 1726. Sim : 0.2311819; No similar. 
 conferencia logrosyretosecuador urosario cancilleriaec embajadaecucol labelurl  ; j : 1727. Sim : 0.108321175; No similar. 
 noticiaun lleva astronomia sumapaz astronomiaoan labelurl via unimedios labelurl  ; j : 1728. Sim : 0.46617758; No similar. 
 rt teleantioquia viaje brasil dio resultado konico restaurante empresa diferentes experiencias gast; j : 1729. Sim : 0.3787512; No similar. 
 conozca proyecto sistemas urbanos drenaje sostenible inguniandes labelurl labelurl  ; j : 1730. Sim : -0.010305647; No similar. 
 noma tormenta perfecta pelicula viernes uniandes agendauniandes labelurl labelurl  ; j : 1731. Sim : 0.35359916; No similar. 
 reviva charla uniandes jonas cuaron director pelicula desierto labelurl labelurl  ; j : 1732. Sim : 0.3036006; No similar. 
 transformacion productiva pilares revolucion ciudadana guillaumelong logrosyretosecuador cancilleri; j : 1733. Sim : 0.28317538; No similar. 
 principio in dubio pro natura precaucion base derecho ambiental labelurl labelurl  ; j : 1734. Sim : 0.12099653; No similar. 
 fabio rico nicanor restrepo faros inspiradores empresarios crearon base mapa  ; j : 1735. Sim : 0.095108874; No similar. 
 hoy mammedellin martincaparros hablo desnutricion mundial conferencia contar hambre labelurl  ; j : 1736. Sim : 0.25574598; No similar. 
 sialapaz educacion colombia unisabana une alianza paz auspiciada gobierno americano labelurl  ; j : 1737. Sim : 0.3601961; No similar. 
 programate festival reune varias mejores tunas bogota labelurl labelurl  ; j : 1738. Sim : 0.3084513; No similar. 
 comunidadun top 10 mejores universidades pais investigacion labelurl vriun via elespectador  ; j : 1739. Sim : 0.480223; No similar. 
 noticiaun bosques restaurados medellin entrarian mercado carbono unmedellin labelurl labelurl  ; j : 1740. Sim : 0.20129861; No similar. 
 jep cumple estandares internacionales juan carlos henao rector uexternado elretodelajep labelurl  ; j : 1741. Sim : 0.2992495; No similar. 
 wikimujeres hace parte cambio apoya cena quiero estudiar solidaridaduniandes labelurl labelurl  ; j : 1742. Sim : -0.023053776; No similar. 
 rt comsabana comsabanaenfilbo gracias asistieron presentacion cinefilia profesor jeronimorivera sta; j : 1743. Sim : 0.14809448; No similar. 
 consolidar pilares universidad requiere innovacion pensar distinto actuar distinto labelurl  ; j : 1744. Sim : 0.06657847; No similar. 
 rossini dvorak suenan noche manos sinfonicaeafit 50 anos departamento risaralda labelurl  ; j : 1745. Sim : 0.26145536; No similar. 
 launcuenta conoce acciones do extremos sistema educacion superior somosun labelurl  ; j : 1746. Sim : 0.22975633; No similar. 
 generar economia propietarios dignifique ciudadano rafanietoloaiza lospresidenciables2018  ; j : 1747. Sim : 0.31525302; No similar. 
 elena martinez fundacionfana eduardo franco icbfcolombia labelurl labelurl  ; j : 1748. Sim : 0.25805074; No similar. 
 venezuela petrodiplomacia instancias decisivas sistema interamericano labelurl labelurl  ; j : 1749. Sim : 0.20907657; No similar. 
 rt serpilopaga si potencial beneficiario serpilopaga cumples requisitos debes tener cuenta sigui  ; j : 1750. Sim : 0.137331; No similar. 
 univ aqui respuesta univ espera informacion direccion central estudiantes labelurl  ; j : 1751. Sim : 0.5182333; Baja. 
 rt cideruniandes vea seminario herramientas necesitan nuevos planificadores urbanos regionales labe; j : 1752. Sim : 0.19104157; No similar. 
 noticiaun coro mejores pais orgulloun labelurl via unimedios labelurl  ; j : 1753. Sim : 0.5455648; Baja. 
 programateun celebracion 80 anos dpto quimica concierto violin auditorioleondegreiff labelurl  ; j : 1754. Sim : 0.40906778; No similar. 
 launcuenta audiencia publica proximo 16 mayo balance social ano 2015 labelurl unal labelurl  ; j : 1755. Sim : 0.25187245; No similar. 
 noticiaun conforman red universidades evaluacion acreditacion sedesun labelurl via unimedios  ; j : 1756. Sim : 0.56098515; Baja. 
 rt endirectosabana recuerden circulacion edicion 98 directo leemos comentarios hashtag leaendirecto; j : 1757. Sim : 0.34305322; No similar. 
 rt comsabana tercerfiafest comsabana miguel rubio director fiafest esperamos labelurl  ; j : 1758. Sim : 0.23257007; No similar. 
 conozca plana directiva universidad rector vicerrectores decanos labelurl  ; j : 1759. Sim : 0.08714169; No similar. 
 noticiaun retos medellin ser ciudad inteligente unmedellin labelurl fminas via labelurl  ; j : 1760. Sim : 0.33452275; No similar. 
 noticiaun 525 deportistas compiten juegos nacionales unmanizales labelurl via unimedios orgulloun  ; j : 1761. Sim : 0.47113127; No similar. 
 hoy teleantioquia tanoticias idea negocio nacida eafit heladeria bolton 700 pm emprendiendohve labe; j : 1762. Sim : 0.26579323; No similar. 
 hoy 730 pm carmina burana hara retumbar auditorioleondegreiff labelurl via labelurl  ; j : 1763. Sim : 0.325422; No similar. 
 edicion 111 eafitense conozcan eafit desarrollo foro ciudades bajas carbono  ; j : 1764. Sim : 0.27820763; No similar. 
 rt tecnnovauee pierdas transmision hoy hablando innovacion spinoff universidadeia uniandes ulasalli; j : 1765. Sim : 0.4673482; No similar. 
 noticiaun premian investigacion arquitectos carvajal escobar unmanizales labelurl via labelurl  ; j : 1766. Sim : 0.42990938; No similar. 
 1 junio presentara eafit sinfonicaeafit ix concierto temporada 2017 egresados i labelurl  ; j : 1767. Sim : 0.1997997; No similar. 
 puntual llego tren estacion usaquen voyentren labelurl  ; j : 1768. Sim : 0.30407608; No similar. 
 juntosporlaguajira promesacontinua2017 labelurl  ; j : 1769. Sim : 0.20605263; No similar. 
 gastronomia criticagastronomica labelurl  ; j : 1770. Sim : 0.2248872; No similar. 
 rt smdigital tendenciasdigitales2017 labelurl labelurl  ; j : 1771. Sim : 0.080509126; No similar. 
 rt cancilleriaec guillaumelong recuerda decada revolucion ciudadana ecuador 7 presidentes 10 anos h; j : 1772. Sim : 0.5018027; Baja. 
 rt lacealames2016 if you havent register to lacealames16 just click the link come to learn and inte; j : 1773. Sim : 0.10977651; No similar. 
 rt deuniandes minuto jugar jueves 14 julio 12 m plazoleta lleras inscribete labelurl labelurl  ; j : 1774. Sim : 0.31438872; No similar. 
 vitrina cardumen labelurl  ; j : 1775. Sim : 0.08458563; No similar. 
 voyentren trenusabana labelurl  ; j : 1776. Sim : 0.05758337; No similar. 
 conoce horarios especiales crai bibliotecaur temporada examenes labelurl labelurl  ; j : 1777. Sim : 0.21684493; No similar. 
 opencampus2017 comsabana labelurl  ; j : 1778. Sim : 0.2682811; No similar. 
 proposito diamundialsintabaco labelurl  ; j : 1779. Sim : 0.2201006; No similar. 
 historia dr jose felix patino biblioteca uncolombia labelurl via labelurl  ; j : 1780. Sim : 0.3073195; No similar. 
 sistema pensional solucion abandonar indigencia padres abuelos aordonezm labelurl  ; j : 1781. Sim : 0.28979024; No similar. 
 rt apgguzman vivelo labelurl  ; j : 1782. Sim : 0.108333714; No similar. 
 noticiaun galileo mobile constellation acerca cielo colegios bogota labelurl unimedios labelurl  ; j : 1783. Sim : 0.4146983; No similar. 
 opencampus2017 unisabana labelurl  ; j : 1784. Sim : 0.31107762; No similar. 
 rt biblioeafit hoy truequeliterarioeafit haremos enfasis proposito hacer cada dia leamos mas univer; j : 1785. Sim : 0.35996857; No similar. 
 voyentren unisabana labelurl  ; j : 1786. Sim : 0.2972904; No similar. 
 momento expertos hablan economianaranja dialogomayortv canalunoco pierdas labelurl  ; j : 1787. Sim : 0.19369945; No similar. 
 rt comsabana estudiantes labelurl  ; j : 1788. Sim : 0.34050623; No similar. 
 consulta previamente oferta electivas toma nota numero clase lista electivas labelurl  ; j : 1789. Sim : 0.09819756; No similar. 
 manana auditorio fundadores orquesta sinfonicaeafit iii concierto temporada 2017 cuatro estaciones ; j : 1790. Sim : 0.20104115; No similar. 
 lectura recomendada prevencion materia ambiental tendencias actuales labelurl labelurl  ; j : 1791. Sim : 0.1689009; No similar. 
 faltan pocos dias inscribanse animense ser contaduriapublica labelurl labelurl  ; j : 1792. Sim : 0.2796158; No similar. 
 ecuador buen vivir mundo hoy canciller ecuatoriano guillaumelong labelurl labelurl  ; j : 1793. Sim : 0.21100514; No similar. 
 felizjueves uncolombia mejor colombia segun rank qs labelurl topunis labelurl  ; j : 1794. Sim : 0.31764808; No similar. 
 rt clinunisabana feliz dia terapeutasrespiratorios gracias constante trabajo cuidado salud unisaban; j : 1795. Sim : 0.23624466; No similar. 
 usar tecnologia trasformacion materiales ingenieria quimica cierre inscripciones mayo 26 labelurl  ; j : 1796. Sim : 0.36242467; No similar. 
 consulta detalles reconocimientos premio empresario colombiano ano 2016 labelurl labelurl  ; j : 1797. Sim : 0.28058934; No similar. 
 reserve cupo cursos escueladeveranouniandes departamento matematicas labelurl labelurl  ; j : 1798. Sim : 0.19213581; No similar. 
 conos maiz pizza propuesta gastronomica konico via teleantioquia tanoticias emprendiendohve labelur; j : 1799. Sim : 0.30794767; No similar. 
 sentir dolor reconocer vulnerabilidad partir reconocimiento construir diego cancino pnud  ; j : 1800. Sim : 0.092559054; No similar. 
 diadelprofesor entregamos reconocimientos calificados estudiantes mejores labelurl  ; j : 1801. Sim : 0.1483624; No similar. 
 talento eafitense estara presente conmemoracion primeras tres decadas tmetropolitano labelurl  ; j : 1802. Sim : 0.31883436; No similar. 
 rt camiloreales bravo uniandes felicitaciones logistica bogotabonitayenbici labelurl  ; j : 1803. Sim : 0.25862452; No similar. 
 comunidadun ambiente libre violencia espacios solucion dialogada conflictos labelurl  ; j : 1804. Sim : 0.24217287; No similar. 
 debo volver hacer examen nivelacion ingles conozca cambios programa lenguas labelurl  ; j : 1805. Sim : 0.10222079; No similar. 
 sentimos casa alejandra romero andrea manotas estudiantes uninorteco labelurl labelurl  ; j : 1806. Sim : 0.31626958; No similar. 
 damos bienvenida mas 100 estudiantes ciudades colombia 89 ciudadanos extranjeros habitaran c labelu; j : 1807. Sim : 0.43874353; No similar. 
 rt oaduniandes enlamemoria maestro sergio acevedo gomez integrante coro uniandes anos 60 culturauni; j : 1808. Sim : 0.3867882; No similar. 
 panorama crisis brasil previo aprobacion juicio politico dilmarousseff labelurl labelurl  ; j : 1809. Sim : 0.3246787; No similar. 
 esperan creyentes creyentes venida papa colombia labelurl labelurl  ; j : 1810. Sim : 0.19611843; No similar. 
 hoy casa teatro poblado pierdan recital piano cuatro manos teresita gomez andres gomez labelurl  ; j : 1811. Sim : 0.3026484; No similar. 
 receta unica gira alrededor innovacion rector jrestrp lanzamiento rosariogsb escuela admonurosario ; j : 1812. Sim : 0.23472962; No similar. 
 noticiaun servicio web gratuito busca mejor contenido educativo labelurl unmanizales via labelurl  ; j : 1813. Sim : 0.2884453; No similar. 
 noticiaun contenedores basura mejorarian disposicion residuos labelurl facultadartes via labelurl  ; j : 1814. Sim : 0.34803733; No similar. 
 rt deuniandes gracias programa padrinazgo grupo andar nuevos uniandinos podran sentirse parte red a; j : 1815. Sim : 0.17925198; No similar. 
 rt unisabanaradio segun estudio unisabana fundacion stop bully denuncias sexting aumentado 20 delat; j : 1816. Sim : 0.32278585; No similar. 
 estudiante 20 anos pasado mismo tiempo frente pantalla aula jaime h borja mediosdigitalesur  ; j : 1817. Sim : 0.48831803; No similar. 
 30 leyes tramitadas cada ano congreso inutiles articulo hernanolano via elespectador labelurl  ; j : 1818. Sim : 0.42825747; No similar. 
 recuerden manana eafit recital granados latinoamerica pianista costarricense manuel matarrita entra; j : 1819. Sim : 0.3564046; No similar. 
 unperiodico articulo hielo partir sol labelurl unmedellin unimedios labelurl  ; j : 1820. Sim : 0.24779366; No similar. 
 hoy filbogota 2017 comienzan presentaciones libros editorialeafit  ; j : 1821. Sim : 0.31134418; No similar. 
 rt filarmonibogota sabiasque 1975 ofb firmo acuerdo utilizar labelurl  ; j : 1822. Sim : 0.08758995; No similar. 
 rt unisabanaradio finaliza dia mas semanacomsabana invitados lujo labelurl  ; j : 1823. Sim : 0.3855671; No similar. 
 equipo unisabanaradio trabaja hora dejar listo manana conversatorio acustico labelurl  ; j : 1824. Sim : 0.289702; No similar. 
 noticiaun record inscritos peama sede orinoquia launcuenta labelurl unimedios labelurl  ; j : 1825. Sim : 0.34725472; No similar. 
 hoyeneafit charla informativa oportunidades estudio becas china ultimo dia fiesta primavera  ; j : 1826. Sim : 0.41498303; No similar. 
 conversatorio tecnicas profesionales cocina colombiana construccion gastronomia carlos gaviria labe; j : 1827. Sim : 0.42757353; No similar. 
 miembros comunidadun parte historia extraordinaria participa 24 agosto labelurl  ; j : 1828. Sim : 0.15130414; No similar. 
 comunidad rodar cuidado medio ambiente pazun labelurl  ; j : 1829. Sim : 0.042063985; No similar. 
 noticiaun ultimas pruebas lanzamiento cohete labelurl unmedellin via unimedios labelurl  ; j : 1830. Sim : 0.38843423; No similar. 
 rt uniandesderecho invitacion seminario proximo 11 agosto 730 1230 m uniandes entradalibre cupo lim; j : 1831. Sim : 0.43579093; No similar. 
 creemos unasur debe ser ente integracion region guillaumelong logrosyretosecuador cancilleriaec emb; j : 1832. Sim : 0.32031292; No similar. 
 rt economiauandes egresados margarita gafaro nueva directora cearn gerente sucursal bancorepublica ; j : 1833. Sim : 0.11862284; No similar. 
 culturaun lluvia obras fiesta libro cultura medellin labelurl labelurl  ; j : 1834. Sim : 0.2586982; No similar. 
 proceso construir 30 colegios nuevos reconstruir 32 colegios mas enriquepenalosa  ; j : 1835. Sim : 0.23014474; No similar. 
 nuevo liderazgo danielburitica catedra rosarista historia actualidad labelurl labelurl  ; j : 1836. Sim : 0.21616828; No similar. 
 policia diversa interior mayor parte hace bien trabajo tomarla enserio malbarracin policiaparalapaz; j : 1837. Sim : 0.24627945; No similar. 
 rt soyandresacosta senek mepongolostenis becar deportistas nacionales labelurl  ; j : 1838. Sim : 0.24135175; No similar. 
 noticiaun investigadores desarrollan hamburguesas salchichas gourmet mas proteina menos grasa label; j : 1839. Sim : 0.26139504; No similar. 
 rt mineducacion pilos unisabana cuentan sienten hacen u labelurl serpilopaga labelurl  ; j : 1840. Sim : 0.19998051; No similar. 
 fracasa colombia proposito libro enrique serrano editorial urrevista labelurl labelurl  ; j : 1841. Sim : 0.31232268; No similar. 
 hospital admisiones especiales hitos gestion labelurl via universiacol launcuenta  ; j : 1842. Sim : 0.33038136; No similar. 
 comunidadun conoce caiman llanero estacion biologia tropical roberto franco uncolombia labelurl  ; j : 1843. Sim : 0.34481984; No similar. 
 principales obstaculos felicidad sentirse inferior excluido enriquepenalosa  ; j : 1844. Sim : 0.17309679; No similar. 
 momento eafit rocca marko 93 hip hop electronica arte digital labelurl  ; j : 1845. Sim : 0.24920015; No similar. 
 rt obsdemocracia participe acuerdo onu reciba totalidad armas farc labelurl labelurl  ; j : 1846. Sim : 0.14641668; No similar. 
 esperamos 8 agosto feria empleo alumnisabana inscribete labelurl labelurl  ; j : 1847. Sim : 0.2543579; No similar. 
 edicion 111 eafitense podran conocer avances educacion colombia labelurl labelurl  ; j : 1848. Sim : 0.47462425; No similar. 
 vea mas temas nota uniandina n 48 labelurl labelurl  ; j : 1849. Sim : 0.3450719; No similar. 
 manana auditorio fundadores sinfonicaeafit tendra v concierto temporada 2017 mass in blue l labelur; j : 1850. Sim : 0.35919228; No similar. 
 dias dia carro 80 poblacion enriquepenalosa  ; j : 1851. Sim : 0.57145745; Baja. 
 rt hernanolano ponencia lista presentada unisabana derechousabana lasabanaabroad obduliovp elnuevos; j : 1852. Sim : 0.17749324; No similar. 
 rt comsabana ahora periodistas colombia visitan unisabana tomar curso manejo espanol raeinforma fun; j : 1853. Sim : 0.53482085; Baja. 
 noticiaun hallan colombia primer registro tormenta solar ocurrida 1859 labelurl unimedios labelurl ; j : 1854. Sim : 0.3342586; No similar. 
