Modulo nnlm-es-dim128-with-normalization-2
Topicos : eafit hoy rector be paz juan manana esperamos universidad conferencia luis 
 rt edtechtimes can learn be use for good dr obdulio velasquez rector of unisabana in colombia think; j : 1. Sim : 0.45030624; No similar. 
 instalacion debate nacion lospresidenciables2018 labelurl labelurl  ; j : 1371. Sim : 0.39028642; No similar. 
 intervencion carlosholmestru foro beneficiosdelapaz labelurl  ; j : 1372. Sim : 0.41704112; No similar. 
 finaliza encuentro alcalde enriquepenalosa  ; j : 1373. Sim : 0.29131848; No similar. 
 orgullo hoy decimos periodistacomsabana labelurl  ; j : 1374. Sim : 0.3361572; No similar. 
 jose asuncion silva asesinado labelurl labelurl  ; j : 1375. Sim : 0.38329652; No similar. 
 cierre foroungasscol cargo carlosholmestru labelurl  ; j : 1376. Sim : 0.12351256; No similar. 
 deficit liderazgo instituciones educativas labelurl labelurl  ; j : 1377. Sim : 0.2726756; No similar. 
 construyamos ciudad fotos labelurl plazoletaparatodos labelurl  ; j : 1378. Sim : 0.2220319; No similar. 
 estudiantes comprometidos construccion elfuturodecolombia labelurl labelurl  ; j : 1379. Sim : 0.17459828; No similar. 
 panel seguridad paz beneficiosdelapaz labelurl  ; j : 1380. Sim : 0.28476644; No similar. 
 llegar andes medios transporte labelurl labelurl  ; j : 1381. Sim : 0.15114689; No similar. 
 transmisiones andes habla paz labelurl labelurl  ; j : 1382. Sim : 0.27453956; No similar. 
 hoy 500 pm destapando olla informe sombra seguimiento intervencion bronx agendauniandes labelurl  ; j : 1383. Sim : 0.28573138; No similar. 
 minutos iniciar primer debateplebiscitour labelurl  ; j : 1384. Sim : 0.16779664; No similar. 
 hacerle justicia edad media labelurl labelurl  ; j : 1385. Sim : 0.1266082; No similar. 
 ahora comienza panel constitucion paz aida avella jorge giraldo julio gonzalez labelurl  ; j : 1386. Sim : 0.60426706; Baja. 
 jornada oportunidades contactos emprendedores labelurl labelurl  ; j : 1387. Sim : 0.23965067; No similar. 
 unisabana atardecer agosto viernes labelurl  ; j : 1388. Sim : 0.2035998; No similar. 
 estudiantes clnogales tambien regataecologicausabana2016 labelurl  ; j : 1389. Sim : 0.33005676; No similar. 
 bien llegamos rapido casa labelurl  ; j : 1390. Sim : 0.20368654; No similar. 
 rumbo redescmusicamed nueva direccion  ; j : 1391. Sim : 0.16274743; No similar. 
 semestre cineclub eafit enfoca historias conto louis malle autor solitario labelurl  ; j : 1392. Sim : 0.3519222; No similar. 
 momento evaluar asesor academico labelurl  ; j : 1393. Sim : 0.16788805; No similar. 
 semana inmersion tecnologica ctaunisabana labelurl  ; j : 1394. Sim : 0.27973837; No similar. 
 preparense hoyeneafit estreno serie web u3g pendientes cada lunes nuevo capitulo ingresen labelurl ; j : 1395. Sim : 0.28411838; No similar. 
 disfruta recorrido gastronomico candelaria labelurl labelurl  ; j : 1396. Sim : 0.17203397; No similar. 
 curso negocios industria musical labelurl labelurl  ; j : 1397. Sim : 0.11721558; No similar. 
 manana unbogota recorriendo unal mapa ilustrado colombia campus conferencia labelurl  ; j : 1398. Sim : 0.54982543; Baja. 
 unisabanaradio foro universidadyempresa larepublicaco labelurl  ; j : 1399. Sim : 0.27123195; No similar. 
 rt apgguzman aalloza inicia presentacion acerca nueva economia reputacion intangibles estrategicos ; j : 1400. Sim : 0.44500044; No similar. 
 hoyeneafit terminamos primer festival musica camara arcos eafit esperamos auditorio 30115 labelurl ; j : 1401. Sim : 0.5119053; Baja. 
 tema seguridad eafit analiza resultados encuesta medcomovamos  ; j : 1402. Sim : 0.25279254; No similar. 
 yopal san jose guaviare estima recibir 100 jovenes traves nodos regionales peama labelurl  ; j : 1403. Sim : 0.3940682; No similar. 
 juan luis mejia rector eafit habla representantes adquieren gran responsabilidad labelurl  ; j : 1404. Sim : 0.59741825; Baja. 
 escenario nuevo codigo policia sociedad cambia debe conocer cambios juan luis labelurl  ; j : 1405. Sim : 0.48952982; No similar. 
 rt laciudadverde estudiantes eafit unen sosporelaire invitamos dia movilizarnos mejor 15 nov gracia; j : 1406. Sim : 0.45335048; No similar. 
 eafit catedra pacto global sera auditorio fundadores 730 be 1000 be labelurl  ; j : 1407. Sim : 0.578379; Baja. 
 rt francisccardona serpilopaga impulsa calidad educacion promedio nacional pruebas saber11 aumento ; j : 1408. Sim : 0.22737749; No similar. 
 hoy eltiempo tiempo vaticanista yago cierva papa busca paz corazones politica labelurl  ; j : 1409. Sim : 0.4339593; No similar. 
 rt eltiempo eafit celebra 100 anos considerada primera interpretacion canto antioqueno labelurl med; j : 1410. Sim : 0.46214953; No similar. 
 conozca microalgas intentaran descontaminar cienaga complejo cenagoso santiago apostol sucre labelu; j : 1411. Sim : 0.20013739; No similar. 
 500 pm comienza inauguracion nuevos espacios eafitpereira invitamos seguirla labelurl  ; j : 1412. Sim : 0.16168484; No similar. 
 lapazenfoco mal uso comunicacion politica rede puede generar perdida confianza ciuda labelurl  ; j : 1413. Sim : 0.43889344; No similar. 
 hoyeneafit modelizacion distribucion diversidad especies orquideas conservacion 500 pm audi labelur; j : 1414. Sim : 0.34011307; No similar. 
 optimista empezando oir digo distintos sectores llena ilusion facil f santos  ; j : 1415. Sim : 0.35585612; No similar. 
 rt divcultural programe recorrido guiado casa museo jorge eliecer gaitan mail casagaitanunaleduco l; j : 1416. Sim : 0.39038002; No similar. 
 eafit unimos sosporelaire proximo martes 15 noviembre podemos movernos mejor labelurl  ; j : 1417. Sim : 0.4243766; No similar. 
 miercoles esperamos auditorio fundadores presentacion danza caos falten entrada li labelurl  ; j : 1418. Sim : 0.54326403; Baja. 
 asi vive hoyeneafit dia internacional danza bienestareafit  ; j : 1419. Sim : 0.43238384; No similar. 
 eafit podran acercarse conocimiento series serieclub cuatro ojos esperamos proximo 2 labelurl  ; j : 1420. Sim : 0.39942235; No similar. 
 arte deporte experimentacion ninos tendran eafit experiencia educativa divertida inscripciones  ; j : 1421. Sim : 0.41550693; No similar. 
 rt laciudadverde eafit haciendo urgente sosporelaire ciudad queremos tapabocas convierta pre  ; j : 1422. Sim : 0.39400828; No similar. 
 atencion manana 1000 be realizara implosion bloque 31 ver informacion cierres labelurl  ; j : 1423. Sim : 0.44731703; No similar. 
 mejor paz seguridad recuperar confianza fuerza publica charoguerra lospresidenciables2018  ; j : 1424. Sim : 0.31774512; No similar. 
 acerca trueque literario libro abierto jueves esperamos 1000 be mas informacion labelurl  ; j : 1425. Sim : 0.49380118; No similar. 
 rt obsdemocracia noeshoradecallar menos 10 discriminado sexo mas mujeres hombres sufrido ret  ; j : 1426. Sim : 0.028956667; No similar. 
 urbameafit referente busqueda aliados trabajar soluciones inspiran juan luis meji labelurl  ; j : 1427. Sim : 0.38706833; No similar. 
 rt lacealames2016 central bank medellin branch manager invite to lacealames16 labelurl  ; j : 1428. Sim : 0.24066323; No similar. 
 tambien informamos encuentra normalizado acceso campus todas porterias peatonales vehiculares  ; j : 1429. Sim : 0.19089699; No similar. 
 rt opusdeicolombia carta prelado 5 abril 2017 labelurl prelado recuerda centralidad jesucristo vida; j : 1430. Sim : 0.35499084; No similar. 
 sistema pensional solucion abandonar indigencia padres abuelos aordonezm labelurl  ; j : 1431. Sim : 0.16493207; No similar. 
 invitamos conocer piso piso bloque 1 parque guayabos eafit eafitidiomas livelanguages labelurl  ; j : 1432. Sim : 0.21177895; No similar. 
 deseo exitos do dias estudiantes estan expresando liderazgo juan luis mejia aran labelurl  ; j : 1433. Sim : 0.6354011; Baja. 
 edificio apuesta ciudad fortalecer aprendizaje segunda lengua rector eafit livelanguages  ; j : 1434. Sim : 0.47602296; No similar. 
 comenzo eafit leccion inaugural maestria comunicacion transmedia presentacion libro comunic labelur; j : 1435. Sim : 0.5827229; Baja. 
 fundacionexito manana conferencia martin caparros quieres asistir inscribete comunicaciones fundaci; j : 1436. Sim : 0.6221733; Baja. 
 eneafit alcalde rionegro andresjrendonc participo conversacion liderazgo eficiencia fiscal labelurl; j : 1437. Sim : 0.30846947; No similar. 
 premio lorenzo codazzi ingenieriasci entregado eafit aporte mapa nacional amenaza m labelurl  ; j : 1438. Sim : 0.2883172; No similar. 
 reto capitales sera 8 agosto eafit invitamos participar 200 pm bloque 17 primer piso labelurl  ; j : 1439. Sim : 0.3930353; No similar. 
 rt conectateu iniciamos segunda sesion conectateexplorando creacion videos infografias espacios edu; j : 1440. Sim : 0.23926243; No similar. 
 queremos entregar espacios esten altura nueva pereira juan luis mejia entrega nuevos espacios eafit; j : 1441. Sim : 0.48706457; No similar. 
 manana vivira eafit ceremonia premiacion practicas inspiradoras nueva agenda urbana espe labelurl  ; j : 1442. Sim : 0.6514874; Baja. 
 comunidadun manana 730 be forossemana innovacion rural agropecuaria vriun cundinamarcagob labelurl ; j : 1443. Sim : 0.4567111; No similar. 
 eafit proponemos tambien trabajar publico sociedad falta formacion area juan luis labelurl  ; j : 1444. Sim : 0.61634517; Baja. 
 rt lacucaramacara inalde alumnos participantes pues participan construccion conocimiento luis carlo; j : 1445. Sim : 0.40047035; No similar. 
 mabelmurcia hola mhm eafit cada vez buscamos mas opciones estudiantes ampliando cafeterias  ; j : 1446. Sim : 0.41377977; No similar. 
 rt jeronimorivera reputacion consiste respeto admiracion confianza aalloza comestrategicam unisaban; j : 1447. Sim : 0.35434553; No similar. 
 manana eafit pierdan trueque literario libro abierto esperamos mas informacion labelurl  ; j : 1448. Sim : 0.5540184; Baja. 
 francesco ubertini rector universidad bolonia urosario rol educacion mundo cambiante labelurl  ; j : 1449. Sim : 0.47822955; No similar. 
 hoy modo mibicipostobon unomastodosco 90 becarios tendran hoy nueva forma llegar u labelurl  ; j : 1450. Sim : 0.30154482; No similar. 
 rt comsabana viene diadelperiodista celebraremos jornada etiqueta periodistacomsabana compartimos p; j : 1451. Sim : 0.31292865; No similar. 
 carosampayo123 saludos zona campus encuentra recuerde usar red aireafit usuario contrasena  ; j : 1452. Sim : 0.21279068; No similar. 
 rt cienciaseafit eafit unsjoficial trabajan interpretar senales ayudar tratamientos rehabilitacion ; j : 1453. Sim : 0.29471087; No similar. 
 rt educaunisabana profesora clara guzman ganadora concurso elegir nuevo eslogan maestria direccion ; j : 1454. Sim : 0.4299415; No similar. 
 rt unisabanaradio mesa trabajo delatardeusr compania parte equipo riosdeceniza pronto iniciara roda; j : 1455. Sim : 0.29104495; No similar. 
 quisimos hacer reconocimiento llevan alto nombre universidad juan luis mejia labelurl  ; j : 1456. Sim : 0.5854676; Baja. 
 clarisgiraldoclarisgiraldo dianachelareyes juanitadebedout gracias reporte informamos situacion are; j : 1457. Sim : 0.24973823; No similar. 
 rt upbcolombia pensar problematica calidad aire da espera debemos promover reflexion cadenagaitan s; j : 1458. Sim : 0.3872665; No similar. 
 si apoyo publico garantia implementacion punto crucial thania paffenholz investigacionesparalapaz  ; j : 1459. Sim : 0.36880538; No similar. 
 rt obsdemocracia analisis escenario critico implementacion nuevo codigo policia descubralo labelurl; j : 1460. Sim : 0.4537668; No similar. 
 sergio jaramillo alto comisionado paz 100 anos caminando palabra paz urosario labelurl  ; j : 1461. Sim : 0.53897506; Baja. 
 proximo 20 abril esperamos presentacion informe nacional competitividad 20162017 bloque 38 labelurl; j : 1462. Sim : 0.4506697; No similar. 
 migremos sistema medicion permita tener menos subjetividad natalia ruiz rodgers vicemineducacion la; j : 1463. Sim : 0.4409729; No similar. 
 rt casateatroep jueves 16 viernes 17 pierdas vacio grupo escenico eafit eafitartistico escenasur la; j : 1464. Sim : 0.32479757; No similar. 
 recuerden manana conferencia innovando traves organizaciones ambidiestras entrada inscripcion label; j : 1465. Sim : 0.48512495; No similar. 
 inicia momento transmision simposio politica medio oriente despues trump sigala labelurl  ; j : 1466. Sim : 0.4584555; No similar. 
 faltan 2 dias presentacion informe nacional competitividad 20162017 entrada libre ecofineafit label; j : 1467. Sim : 0.407459; No similar. 
 momento museodantioquia comienza presentacion libro testamento espiritual francisco antonio labelur; j : 1468. Sim : 0.4940014; No similar. 
 libro comunicacion transmedia contiene aportes grupo investigadores trabajan medialab eafit labelur; j : 1469. Sim : 0.21654268; No similar. 
 pueden ver campusglobal hoy politicas internacionales candidatos presidencia unidos labelurl  ; j : 1470. Sim : 0.30613887; No similar. 
 rt facisouniandes inauguramos coleccion nuevas voces obras nina cabra cristina perez hugo fazio som; j : 1471. Sim : 0.4107126; No similar. 
 directivos instituciones ciudad present encuentro universidades paz plaza luces labelurl  ; j : 1472. Sim : 0.50056684; Baja. 
 rt comsabana si alcanzar eventos simultanea asi habla carmuniz2011 semanacomsabana  ; j : 1473. Sim : 0.2543835; No similar. 
 franklin cuero emplea tecnicas relajacion respiracion mejorar vinculo estudiantes descubra labelurl; j : 1474. Sim : 0.2277459; No similar. 
 listos comenzar congreso internacional pedagogia infancia educaunisabana paz infancia colombia labe; j : 1475. Sim : 0.4419888; No similar. 
 rt innoveco panel final antioquiasostenible rectores eafit upbcolombia presidente proantioquia1 lab; j : 1476. Sim : 0.3999879; No similar. 
 si medellin conferencia resiliencia organizacional fernando veliz julio 11 inscripciones labelurl  ; j : 1477. Sim : 0.49239752; No similar. 
 rt urbameafit maestria procesos urbanos ambientales eafit manana cierra inscripciones labelurl  ; j : 1478. Sim : 0.45973876; No similar. 
 gustavo garcia docente ecofineafit participo elaboracion informe competitividad colombiacompite  ; j : 1479. Sim : 0.45565036; No similar. 
 7 abril esperamos presentacion nuevo album senornaranjo falten entrada libre labelurl  ; j : 1480. Sim : 0.3358916; No similar. 
 manana transmision conferencia naciones unidas comercio desarrollo unctad bloque 19 90 labelurl  ; j : 1481. Sim : 0.38188466; No similar. 
 rt sebastiansilvac obduliovp rector unisabana habla hora sostenibilidad universitaria foro universi; j : 1482. Sim : 0.4105906; No similar. 
 hoy mibicipostobon unomastodosco labelurl  ; j : 1483. Sim : 0.25191233; No similar. 
 riesgo tormentas campus labelurl  ; j : 1484. Sim : 0.2064223; No similar. 
 hoyeneafit pierdan encuentro labelurl  ; j : 1485. Sim : 0.3028679; No similar. 
 sebastianarizas podemos ayudarte  ; j : 1486. Sim : 0.12532546; No similar. 
 hoy viernes semanacomsabana labelurl  ; j : 1487. Sim : 0.36998177; No similar. 
 existen actividades posconflicto pueden servir recuperar zonas afectadas explotacion labelurl  ; j : 1488. Sim : 0.08268499; No similar. 
 minutos foro beneficiosdelapaz labelurl labelurl  ; j : 1489. Sim : 0.20019902; No similar. 
 rt vriun boletin investiga 287 acceso recursos geneticos curso etica animales unal labelurl labelur; j : 1490. Sim : 0.17070799; No similar. 
 articulo empresas direccion labelurl  ; j : 1491. Sim : 0.31886122; No similar. 
 rt cadenagaitan esperamos eafit semana eventos globales acento local pilas maestriaurbam tertuliade; j : 1492. Sim : 0.40561712; No similar. 
 comienza opencampus2017 bienvenidos labelurl  ; j : 1493. Sim : 0.21791625; No similar. 
 comienzo eafit conferencia movilidad sostenible retos medellin area metropolitana labelurl  ; j : 1494. Sim : 0.50615376; Baja. 
 miercoles marzo unisabana labelurl  ; j : 1495. Sim : 0.3334378; No similar. 
 programateun martes 15 foro innovacion rural agropecuaria vriun forossemana cundinamarcagob labelur; j : 1496. Sim : 0.37886733; No similar. 
 programateun jornada internacional design think viernes 11 nov 800 be labelurl  ; j : 1497. Sim : 0.3328292; No similar. 
 rt larepublicaco momento iniciamos foro universidadyempresa club nogal transmision vivo labelurl  ; j : 1498. Sim : 0.29066235; No similar. 
 gerenciademarca creatividad unisabana labelurl  ; j : 1499. Sim : 0.13235877; No similar. 
 eafit unmanizales aportan tratamiento aguas residuales contaminadas cianuro labelurl labelurl  ; j : 1500. Sim : 0.032062262; No similar. 
 aalloza larepublicaco reputacioncorporativa hoy leccion magistral comestrategicam comsabana labelur; j : 1501. Sim : 0.3816896; No similar. 
 miercoles sera eafit conferencia innovando traves organizaciones ambidiestras inscripciones labelur; j : 1502. Sim : 0.52088445; Baja. 
 grupos estudiantiles elementos clave educacion formacion estudiantes juan luis mejia ar labelurl  ; j : 1503. Sim : 0.5812709; Baja. 
 damos inicio inauguracion hospitalun juanmansantos ginaparody mantillaignacio diegofhl orgulloun la; j : 1504. Sim : 0.3117878; No similar. 
 rector uniandes pablo navas da bienvenida participantes isdrsociety vea senal vivo labelurl  ; j : 1505. Sim : 0.4947741; No similar. 
 medellin vamos espacio discusion alcalde ficogutierrez realizara eafit jueves  ; j : 1506. Sim : 0.54877406; Baja. 
 rt biblioeafit capacitacion base datos pivot universidad eafit jueves 9 febrero 8 11 be inscribase ; j : 1507. Sim : 0.41882485; No similar. 
 rt jrestrp bienvenidos profesores andreas von hirsch klaus gunther jornadas intnales derecho penal ; j : 1508. Sim : 0.26198918; No similar. 
 proximo miercoles esperamos presentacion informe educacion superior america latina cari labelurl  ; j : 1509. Sim : 0.5965736; Baja. 
 vivi mejor experiencia vida corea sur lina marcela gomez estudiante rr ii labelurl  ; j : 1510. Sim : 0.518109; Baja. 
 rt museosenvivo invitados museo leopoldo rother ciudadunal uncolombia 2016 labelurl  ; j : 1511. Sim : 0.24667683; No similar. 
 manana pierdan presentacion informe educacion superior america latina caribe esperamo labelurl  ; j : 1512. Sim : 0.51329345; Baja. 
 comunidadun aun tiempo inscribirte asistir debatesun salud manana 900 be labelurl  ; j : 1513. Sim : 0.55218005; Baja. 
 rt elespectador hablamos implementacion codigo policia malbarracin ficogutierrez generalnietor labe; j : 1514. Sim : 0.33349818; No similar. 
 humorista alexandra montoya alexandramonto explica mamarle gallo tedxunisabana labelurl via portafo; j : 1515. Sim : 0.15536092; No similar. 
 atencion habra cierre avenida vegas call 4 sur 12 sur proximo fin semana  ; j : 1516. Sim : 0.4435688; No similar. 
 impulsar desarrollo economico pais si hacemos juntos podemos ir mas mclacouture foro universidadyem; j : 1517. Sim : 0.44286677; No similar. 
 capitulo hoy invitados dialogan propuestas diversos sectores sociedad civil labelurl  ; j : 1518. Sim : 0.21066104; No similar. 
 proximo martes comienza celebracion 40 anos pregrado contaduria publica esperamos labelurl  ; j : 1519. Sim : 0.54434377; Baja. 
 uremprende diadelainnovacion2017 victormalagon inspira ser emprendedores mostrandonos hablandonos e; j : 1520. Sim : 0.13770129; No similar. 
 nueva maestria desarrollo infantil educaunisabana accion educativa deja huella labelurl  ; j : 1521. Sim : 0.38739184; No similar. 
 rt ecofineafit eafit manana sabado hablara clave economia eduardoalora lacealames16 labelurl  ; j : 1522. Sim : 0.5309664; Baja. 
 rt conectateu entrevista semestre profesor jduart uocuniversidad acompanara varias investigaciones ; j : 1523. Sim : 0.3145265; No similar. 
 lanzamiento reto capitales 8 agosto invitamos participar 200 pm bloque 17 labelurl  ; j : 1524. Sim : 0.23356153; No similar. 
 egresado eafit orgullo digo tesis campana candidato alcaldia labelurl  ; j : 1525. Sim : 0.5591818; Baja. 
 capoliticoeafit invita proximo miercoles 2 agosto lanzamiento libro orden libertad labelurl  ; j : 1526. Sim : 0.37393385; No similar. 
 rt jrestrp reunido embajador reino unido colombia buscando fortalecer relacion academica urosarione; j : 1527. Sim : 0.43016967; No similar. 
 noticiaun redemprendia resalta liderazgo innovador uncolombia labelurl catedra labelurl  ; j : 1528. Sim : 0.12150342; No similar. 
 miercoles esperamos evento apertura programa aprendizaje partir 1100 be fa labelurl  ; j : 1529. Sim : 0.51785475; Baja. 
 participa semana bienestar realizara 18 21 octubre bienestareafit labelurl labelurl  ; j : 1530. Sim : 0.28835166; No similar. 
 rt educaunisabana buenos dias damos inicio primer congreso directivos docentes liderazgo gestioncun; j : 1531. Sim : 0.40353355; No similar. 
 manana pierdan partir 200 pm conversatorio blend learn learn mobile learn labelurl  ; j : 1532. Sim : 0.3842272; No similar. 
 esperamos manana auditorio 19522 conferencia emprendimiento crecimiento verde creando empresas labe; j : 1533. Sim : 0.46801066; No similar. 
 espacios ayudan construir confianza ciudadana felicitaciones sigamos trabajando juntos ficogutierre; j : 1534. Sim : 0.22715719; No similar. 
 alcaldes secretarios queremos apoyarlos aporte desarrollo region mauricio tobon labelurl  ; j : 1535. Sim : 0.3716534; No similar. 
 libro orden libertad habla cultura politica construccion respetuoso labelurl  ; j : 1536. Sim : 0.40557197; No similar. 
 hoyeneafit comienza escribirse historia proyecto desarmados esperamos partir 900 be  ; j : 1537. Sim : 0.5020716; Baja. 
 rt upbcolombia concierto orquesta sinfonica eafit rinde homenaje universidad upb80anos labelurl  ; j : 1538. Sim : 0.37617618; No similar. 
 conmemoramos 40 anos programa siempre aportado sociedad juan luis mejia arango rector eafit labelur; j : 1539. Sim : 0.70448947; Media. 
 hoy mundo eafit estudiantes extranjeros presentan paises noche internacional labelurl  ; j : 1540. Sim : 0.35375783; No similar. 
 faltan do dias trueque literario libro abierto esperamos jueves 1000 be ver labelurl  ; j : 1541. Sim : 0.4891931; No similar. 
 rt ueesec dr joaquin hernandez rector uees visita eafit medellin colombia entablar dialogos autorid; j : 1542. Sim : 0.637902; Baja. 
 seminario red historia economica dio inicio actividades lacealames16 labelurl labelurl  ; j : 1543. Sim : 0.34011427; No similar. 
 rt facultadartes hoy intervencion artistica espacios publicos philip horts labelurl labelurl  ; j : 1544. Sim : 0.47596666; No similar. 
 vuelve trueque literario libro abierto toda ciudad invitada 11 mayo 1000 be  ; j : 1545. Sim : 0.32703567; No similar. 
 universidad mundo dias repiensa espacio inspiracreatransforma rector eafit labelurl  ; j : 1546. Sim : 0.6153853; Baja. 
 rt ctaunisabana comenzamos preparar edificio k unisabana vi semana inmersion tecnologica situnisaba; j : 1547. Sim : 0.29269585; No similar. 
 rt elmundomedellin udea eafit patentaron dispositivo aneurismas cerebrales labelurl  ; j : 1548. Sim : 0.023175094; No similar. 
 hoyeneafit medios comunicacion conocen lacealames16 lacealames2016 evento economia vivira labelurl ; j : 1549. Sim : 0.40365136; No similar. 
 libro orden libertad estructura profundiza matrices culturales llevan cump labelurl  ; j : 1550. Sim : 0.1638753; No similar. 
 expertos eafit analizan malas practicas humanas contribuyen impacto nina mayor labelurl  ; j : 1551. Sim : 0.20460373; No similar. 
 23 25 marzo habra restriccion carros motos 2 4 tiempos campus eafit ver mas  ; j : 1552. Sim : 0.4261888; No similar. 
 rt areametropol rector eafit juan luis mejia reflexiona necesidad humanizar traves cultura acuerdos; j : 1553. Sim : 0.6813586; Media. 
 rt ctaunisabana gracias profesores unisabana acompanaron vi semana inmersion pronto estaran disponi; j : 1554. Sim : 0.3241749; No similar. 
 lea elmundomedellin eafit presentara libro obra fernando gonzalez semana labelurl  ; j : 1555. Sim : 0.3892979; No similar. 
 rt facisouniandes feliz viernes hoy clasealacalle julieta lemaitre amoterocleves juan pablo arangur; j : 1556. Sim : 0.4555763; No similar. 
 recuerden manana presenta observatorio competitividad oriente antioqueno entrada libre inscripci la; j : 1557. Sim : 0.40106645; No similar. 
 rt behrentz renovando convenio cooperacion 50 anos uniandes justus liebiguniversitat gieen jlugiess; j : 1558. Sim : 0.31686458; No similar. 
 sufrido saber escribir veces atasco pensar si historia buena labelurl  ; j : 1559. Sim : 0.103137106; No similar. 
 decimos compra terrenos institucion proyecto renovacion can yodefiendolaunal labelurl  ; j : 1560. Sim : 0.30859083; No similar. 
 empresas aportan ods construccion publico gestion responsable isaconexiones  ; j : 1561. Sim : 0.29913446; No similar. 
 rt ethejournal new youtube channel labelurl 4 videos available that introduce publish article cc co; j : 1562. Sim : 0.24067283; No similar. 
 rt apgguzman intangibles estrategicos tema momento construccion reputacion labelurl  ; j : 1563. Sim : 0.34857094; No similar. 
 yesid reyes alvarado ex ministro justicia propuso colombia logro foroungasscol labelurl  ; j : 1564. Sim : 0.42549756; No similar. 
 podemos seguir modelo dependiente materias primas ivanduque lospresidenciables2018  ; j : 1565. Sim : 0.06497751; No similar. 
 alexolayacastro magister fisica universidad andes abre jornada tedxbogotam labelurl  ; j : 1566. Sim : 0.45662895; No similar. 
 rt opusdeicolombia carta prelado junio labelurl contento dios llamado darle conocer  ; j : 1567. Sim : 0.25558093; No similar. 
 ser profesor titular ser profesor insignia obduliovp nuevosprofesorestitulares unisabana labelurl  ; j : 1568. Sim : 0.26967204; No similar. 
 uso recursos naturales prima cualquier diseno maneja empresas panel empresarios pactoglobal eafit  ; j : 1569. Sim : 0.13537756; No similar. 
 elfuturodecolombia instalacion conferencia jrestrp robertopomboh martin santiago pnudcolombia label; j : 1570. Sim : 0.49970785; No similar. 
 interviene juan diego alvarez asesor minsaludcol foroungasscol labelurl  ; j : 1571. Sim : 0.39585608; No similar. 
 manejo vih hepatitis virales conoce desafios salud publica labelurl labelurl  ; j : 1572. Sim : 0.13897562; No similar. 
 quedo inaugurado bloque 1 parque guayabos eafitidiomas livelanguages labelurl  ; j : 1573. Sim : 0.15905346; No similar. 
 manana eafit entregaran resultados sexta encuesta anual millenials deloitte labelurl  ; j : 1574. Sim : 0.39309853; No similar. 
 rt fmisangre charla desafios construccion paz proyecto social colectivo manana eafit labelurl  ; j : 1575. Sim : 0.5454069; Baja. 
 recorrido virtual campus incluye audioguia historia lugares iconicos labelurl labelurl  ; j : 1576. Sim : 0.17828786; No similar. 
 dimos cuenta muchas regiones existen medios comunicacion mas golpeadas censura labelurl  ; j : 1577. Sim : 0.1693358; No similar. 
 lira union encargada interpretar circo espana primera vez himno antioqueno juan luis labelurl  ; j : 1578. Sim : 0.54318553; Baja. 
 comunidadun nuevo articulo rector mantillaignacio elespectador habla analfetibismo moderno labelurl; j : 1579. Sim : 0.39902306; No similar. 
 rector pablo navas invita comunidad uniandina marchar hoy paz colombia labelurl labelurl  ; j : 1580. Sim : 0.60548395; Baja. 
 codigo convertido medida pedagogica permitido mejorar convivencia ciudadana labelurl  ; j : 1581. Sim : 0.28785217; No similar. 
 disyuntiva macroeconomica america latina sera temas analisis lacealames16 proxima semana labelurl  ; j : 1582. Sim : 0.52821857; Baja. 
 beneficiosdelapaz jaimecastroc intervencion inicial panel paz desarrollo legislativo labelurl  ; j : 1583. Sim : 0.33842167; No similar. 
 rt otraparte literaturaenotraparte fernando gonzalez politica ensayo ficcion jueves 16 febrero 730 ; j : 1584. Sim : 0.48638454; No similar. 
 hoyeneafit conferencia escenario economico mundial trumpismo economista alberto bernal entrada libr; j : 1585. Sim : 0.55245996; Baja. 
 debemos pensar gestion riesgo adaptacion cambio climatico menor fragilidad labelurl  ; j : 1586. Sim : 0.31138682; No similar. 
 ciro parra decano educaunisabana presenta libro conceptos mas importantes doctorado educacion label; j : 1587. Sim : 0.48221707; No similar. 
 rt sistemab partimos ahora encuentro academico b emprendimiento proposito camino hacia nueva econom; j : 1588. Sim : 0.49254555; No similar. 
 rt obsdemocracia menos 1 cada 3 colombianos hombres mujeres confian justicia jbedoyalima revictimiz; j : 1589. Sim : 0.069875516; No similar. 
 comenzar rector obduliovp habla futuras familias unisabana labelurl  ; j : 1590. Sim : 0.28171188; No similar. 
 importancia financiar adecuadamente investigaciones pais noche dialogo mayor labelurl  ; j : 1591. Sim : 0.3726838; No similar. 
 noticiaun cementerio central mas vivo nunca centromemoria escuelataller labelurl via labelurl  ; j : 1592. Sim : 0.19214278; No similar. 
 rt telemedellin aire encuentrostm20anos universidad eafit conectate transmision labelurl  ; j : 1593. Sim : 0.41810519; No similar. 
 amanece unisabana primer dia opencampus2017 bienvenidos labelurl  ; j : 1594. Sim : 0.37434885; No similar. 
 grandes inquietudes ee uu haber normalizado trump josephestiglitz elfuturodecolombia  ; j : 1595. Sim : 0.14084318; No similar. 
 rt inguniandes martes 25 1100am segunda edicion ciclo conversatorios yovivoenpazyusted tema degrada; j : 1596. Sim : 0.34166685; No similar. 
 talento proyectos estudiantes grado 11 seran protagonistas epemti 2016 labelurl labelurl  ; j : 1597. Sim : 0.2022876; No similar. 
 rt onuhumanrights onuhumanrights medellin conmemora dia derechos humanos hablando pazterritorial co; j : 1598. Sim : 0.38488486; No similar. 
