Modulo nnlm-es-dim128-with-normalization-2
Topicos : eafit hoy paz rector universidad pm manana via be colombia esperamos juan 
 rt biblioeafit ser lectores comic ven manana miercoles eafit sabras aula fabricato bloque 27 primer; j : 1. Sim : 0.5156634; Baja. 
 noticiaun nuevo edificio enfermeria prioridad actual rectoria labelurl launcuenta via unimedios  ; j : 2362. Sim : 0.3832124; No similar. 
 infancia paz nira kaplansky invitada congreso congreso internacional pedagogia infancia educaunisab; j : 2363. Sim : 0.3475309; No similar. 
 eafit podran acercarse conocimiento series serieclub cuatro ojos esperamos proximo 2 labelurl  ; j : 2364. Sim : 0.40887055; No similar. 
 rt deloitteco millennials piden grito organizacion menos jerarquica existan rede trabajo colaborati; j : 2365. Sim : 0.41900757; No similar. 
 hace diferencia ciudad avanzada atrasada aceras calidad falta todavia muchisimo  ; j : 2366. Sim : 0.2440437; No similar. 
 evidencia cientifica frente problema drogas genera tiempo requiere recursos franciscocumsi1 cicadoe; j : 2367. Sim : 0.027549215; No similar. 
 hoyeneafit sergio pulido hablara herramientas computacionales basadas teoria seleccion natural labe; j : 2368. Sim : 0.34167033; No similar. 
 homologacion asignaturas admision preferencial convenio ib cambridge cie labelurl labelurl  ; j : 2369. Sim : 0.4049948; No similar. 
 recorre campus responde preguntas gana cada dia postre myriam camhi transformandovidas participa la; j : 2370. Sim : 0.24013317; No similar. 
 ola payasos agresivos puede llegar colombia cruzescribiente descubre mas historia labelurl  ; j : 2371. Sim : 0.38080952; No similar. 
 comunidadun manana pierdan nuevo capitulo lapazenfoco institucionaltv 900 pm labelurl  ; j : 2372. Sim : 0.38005078; No similar. 
 comenzo eafit conmemoracion 40 anos pregrado contaduria publica labelurl  ; j : 2373. Sim : 0.572007; Baja. 
 hoy viernes semanacomsabana labelurl  ; j : 2374. Sim : 0.39109; No similar. 
 aire ciencia accion eafit plantea soluciones calidaddelaire valle aburra labelurl labelurl  ; j : 2375. Sim : 0.36498165; No similar. 
 opinion paz territorial labelurl labelurl  ; j : 2376. Sim : 0.35514095; No similar. 
 recuerden manana presenta observatorio competitividad oriente antioqueno entrada libre inscripci la; j : 2377. Sim : 0.43288735; No similar. 
 forma parte encuentro internacional quinto nacional investigaciones asuntos mujer genero labelurl  ; j : 2378. Sim : 0.11506333; No similar. 
 conmemoracion 40 anos contaduria publica tambien oportunidad presentar libro cuenta labelurl  ; j : 2379. Sim : 0.36909163; No similar. 
 inaugurationday sera relacion trump homologos europa pradarodolfo envivo facebooklive eltiempo  ; j : 2380. Sim : 0.4573697; No similar. 
 7 junio 200 pm situacion venezuela consecuencias colombia transmision vivo labelurl  ; j : 2381. Sim : 0.60229707; Baja. 
 lea elmundomedellin eafit presentara libro obra fernando gonzalez semana labelurl  ; j : 2382. Sim : 0.34863335; No similar. 
 rt urosarioradio vivo filbo2017ur legendaria banda rock shipng2016 ship apoyando radio universitari; j : 2383. Sim : 0.18291189; No similar. 
 continua presentacion mediosdigitalesur labelurl  ; j : 2384. Sim : 0.28218198; No similar. 
 inicia lanzamiento mediosdigitalesur labelurl  ; j : 2385. Sim : 0.08314463; No similar. 
 riesgo tormenta campus labelurl  ; j : 2386. Sim : 0.18259603; No similar. 
 hora evaluar profesores labelurl  ; j : 2387. Sim : 0.1421028; No similar. 
 listos comenzar congreso internacional pedagogia infancia educaunisabana paz infancia colombia labe; j : 2388. Sim : 0.4776994; No similar. 
 semana eafit esperamos presentacion informe nacional competitividad 20162017 entrada  ; j : 2389. Sim : 0.4804817; No similar. 
 hoy hoy tambien cada sabe presidente ahora legitimidad partida mitad carlos velandia  ; j : 2390. Sim : 0.44069088; No similar. 
 proximo lunes esperamos conferencia urbameafit dialogos tropi nordicos investigacion practica label; j : 2391. Sim : 0.48417526; No similar. 
 hoy podria imaginar vida universitaria haber pertenecido grupos wilson aguirre expresidente labelur; j : 2392. Sim : 0.54622924; Baja. 
 implementacion codigo exito reflejado disminucion homicidios ciudad policiamedellin labelurl  ; j : 2393. Sim : 0.45831242; No similar. 
 conozca neurobiologo italiano rizzolattig descubrio sistema neuronas espejo universidad labelurl  ; j : 2394. Sim : 0.25829935; No similar. 
 rt gruposura universidad eafit parqueexplora comfama seran sede quinta version haymedellin17  ; j : 2395. Sim : 0.47930887; No similar. 
 posconflicto nueva negociacion labelurl labelurl  ; j : 2396. Sim : 0.21995214; No similar. 
 noticiaun podria reducir 15 gasto electricidad 30 agua unbogota ingenieriaunbog labelurl  ; j : 2397. Sim : 0.08257243; No similar. 
 campusglobaleafit trabajamos expertos tema crisis venezuela conozcan conclusiones aqui labelurl  ; j : 2398. Sim : 0.28744483; No similar. 
 inicia lapazenfoco noche tres protagonistas dialogan estatuto oposicion institucionaltv labelurl  ; j : 2399. Sim : 0.28306666; No similar. 
 rt comsabana si alcanzar eventos simultanea asi habla carmuniz2011 semanacomsabana  ; j : 2400. Sim : 0.30334863; No similar. 
 rt mauriciocard colombia certeza paz activo mas importante crecimiento economico lacealames2016 eaf; j : 2401. Sim : 0.5180896; Baja. 
 articulacion universidad empresa forma aprovechar emprendimento pais foro larepublicaco  ; j : 2402. Sim : 0.38381508; No similar. 
 bienestar universidades colombia labelurl  ; j : 2403. Sim : 0.539531; Baja. 
 proantioquia1 miercoles 15 marzo eafit pierdan presentacion proyecto innovador reconstruccion  ; j : 2404. Sim : 0.5259987; Baja. 
 miercoles marzo unisabana labelurl  ; j : 2405. Sim : 0.3843348; No similar. 
 industria debe analizar economico sino fenomeno social juan luis mejia arango labelurl  ; j : 2406. Sim : 0.55170953; Baja. 
 falta dia encuentro alcalde enrique penalosa inscribase labelurl labelurl  ; j : 2407. Sim : 0.34882063; No similar. 
 decidimos hacer proyecto cambiara comportamientos educacion juan luis mejia arango labelurl  ; j : 2408. Sim : 0.5944403; Baja. 
 hoyeneafit disfruten secuenciacion nanopore bloque 38 auditorio 110 500 pm ver mas labelurl  ; j : 2409. Sim : 0.37477717; No similar. 
 hernando zuleta gonzalez nuevo director centro estudios seguridad drogas cesed labelurl  ; j : 2410. Sim : 0.3333078; No similar. 
 umbral 17 muestra artistica estara disponible 28 julio eafit labelurl labelurl  ; j : 2411. Sim : 0.35757175; No similar. 
 cirugia robotica precision resultados proyeccion global luis enrique toledo arenasmentessaludables ; j : 2412. Sim : 0.5136496; Baja. 
 problema sismos realidad mundial necesitamos ciencia avances vitor silva labelurl  ; j : 2413. Sim : 0.21902288; No similar. 
 rt tedxunisabana base desarrollo toda persona comunicacion daniela galindo labelurl  ; j : 2414. Sim : 0.41790646; No similar. 
 partir martes 8 agosto pico placa rotara universidad eafit acuerdo programacion labelurl  ; j : 2415. Sim : 0.45113802; No similar. 
 felizmiercoles dialogo urbano nueva facultad enfermeria universidad nacional colombia labelurl  ; j : 2416. Sim : 0.5690676; Baja. 
 rt bienestarsabana caf hace parte consolidacion campus sr rector inauguracion centro acondicionamie; j : 2417. Sim : 0.49005005; No similar. 
 noticiaun esperan recursos estampilla pro udistrital uncolombia mejorar infraestructura labelurl  ; j : 2418. Sim : 0.22456905; No similar. 
 objetivos desarrollo sostenible prioridad fin pobreza bancomundial eafit labelurl  ; j : 2419. Sim : 0.25428435; No similar. 
 programateun hoy conversatorio trabajo equidad salud 200 pm registrate asistir labelurl  ; j : 2420. Sim : 0.40892673; No similar. 
 dudas nuevo codigo policia proximo martes esperamos foro tema labelurl  ; j : 2421. Sim : 0.50026; Baja. 
 muchas gracias icipc labelurl  ; j : 2422. Sim : -0.013417686; No similar. 
 actualidad donald trump antirrepublicano columna cristian rojas profesor cpoliticasus via eltiempo ; j : 2423. Sim : 0.4132465; No similar. 
 rt hernanolano viernes cdhec 1015 be tarde clase doctorado uaneosos uanetorreon uanemx unisabana de; j : 2424. Sim : 0.29870042; No similar. 
 noticiaun uncolombia lamenta fallecimiento arquitecto dicken castro labelurl via labelurl  ; j : 2425. Sim : 0.27463558; No similar. 
 alejandro torres garcia ecofineafit explica consiste lacealames16 lacealames2016 labelurl  ; j : 2426. Sim : 0.25340754; No similar. 
 rutan escucha experiencia aguabenditasw creadoras martes 14 marzo eafit  ; j : 2427. Sim : 0.39881286; No similar. 
 programateun ver manana 800 pm capitulo lapazenfoco mesa social paz labelurl  ; j : 2428. Sim : 0.44603163; No similar. 
 manejo vih hepatitis virales conoce desafios salud publica labelurl labelurl  ; j : 2429. Sim : 0.10061714; No similar. 
 tambien elcolombiano inflacion 2016 estara debajo 6 jose dario uribe labelurl labelurl  ; j : 2430. Sim : 0.5098104; Baja. 
 rt larepublicaco solo 3 emprendimientos vinculan universidades mclacouture mincomercioco foro unive; j : 2431. Sim : 0.2122847; No similar. 
 rt obsdemocracia diapaiz cometimos error haber aclarado mejor varias part acuerdo mariopuertao jorn; j : 2432. Sim : 0.21871404; No similar. 
 esperamos manana auditorio 19522 conferencia emprendimiento crecimiento verde creando empresas labe; j : 2433. Sim : 0.3980558; No similar. 
 rt usingenieria hoy 900 be premiaremos personas unisabana visiten nuevos laboratorios facul  ; j : 2434. Sim : 0.36431417; No similar. 
 tefitacosta efectivamente vehiculos restriccion ciudad pueden ingresar campus  ; j : 2435. Sim : 0.41625255; No similar. 
 rt behrentz universidad colombiana cinco mejores america latina uniandes eltiempo via timeshighered; j : 2436. Sim : 0.46375552; No similar. 
 rt disenouniandes daniela dia duro pasado animo queremos contigo disenouniandes fuerzad  ; j : 2437. Sim : 0.45319608; No similar. 
 comunidadun hoy manana encuentro internacional colombia geopolitica caribe 600 pm labelurl  ; j : 2438. Sim : 0.6264173; Baja. 
 rt fiafest tercerfiafest desea feliz cumpleanos albertogpmga jefe area audiovisual unisabana curado; j : 2439. Sim : 0.38130894; No similar. 
 grupo solidos porosos calorimetria uniandes respondera tecnnovauee aprovechar aguas lluvia labelurl; j : 2440. Sim : 0.12468611; No similar. 
 apoyar quieroestudiar asegurar bienestar beneficiarios fabio murillo donante solidaridaduniandes la; j : 2441. Sim : 0.254093; No similar. 
 rt areametropol alejandro alvarez eafit resalta calidaddelaire hace parte procesos criticos planeta; j : 2442. Sim : 0.45099282; No similar. 
 jornadas reflexionar va mundo debemos cambiar aportar cambio juan luis mejia alafec  ; j : 2443. Sim : 0.473457; No similar. 
 momento juanmejiabm eafit participa final granbatallabm bolsamillonaria bolsamillonaria labelurl  ; j : 2444. Sim : 0.24963768; No similar. 
 rt pnudcolombia llamado paz finalizo forofinconflicto undp pnud uncolombia labelurl labelurl  ; j : 2445. Sim : 0.30994472; No similar. 
 rector juan luis mejia da bienvenida estudiantes posgrado habla historia eafit labelurl  ; j : 2446. Sim : 0.65892655; Baja. 
 seminario red historia economica dio inicio actividades lacealames16 labelurl labelurl  ; j : 2447. Sim : 0.30157104; No similar. 
 ideaantioquia queremos fomentar competencias gestion publica municipios mauricio tobon  ; j : 2448. Sim : 0.41782814; No similar. 
 comienza vi semana inmersion tecnologica desafioenlau profesores situnisabana labelurl  ; j : 2449. Sim : 0.40010944; No similar. 
 ayer eafit bancomundiallac presento reporte educacionsuperior america latina caribe labelurl  ; j : 2450. Sim : 0.47268716; No similar. 
 lapazenfoco pensamiento critico vision global sucesos logro revolucion digital labelurl  ; j : 2451. Sim : 0.37539616; No similar. 
 proposito lacealames2016 lacealames16 adelanto politicas monetarias europa japon labelurl  ; j : 2452. Sim : 0.4000224; No similar. 
 empresas flores piden investigacion modelos negocio preocupan biodiversidad pais manuel acevedo ods; j : 2453. Sim : 0.36556002; No similar. 
 viernes 23 junio invitamos presentacion informe calidad vida medellin 2016 ver mas labelurl  ; j : 2454. Sim : 0.4859861; No similar. 
 rt proantioquia1 rectores eafit upbcolombia acompanan ciclo conclusiones antioquiasostenible luego ; j : 2455. Sim : 0.34749255; No similar. 
 rt eafitartistico eafit 2 agosto noche coral participacion coro infantil juvenil pensionados univer; j : 2456. Sim : 0.3953589; No similar. 
 paraleer nuevo articulo rector mantillaignacio probabilidad azar loterias labelurl via labelurl  ; j : 2457. Sim : 0.4249768; No similar. 
 carlos hernando forero director ejecutivo ascun1 encuentro nacional comunicadores labelurl  ; j : 2458. Sim : 0.42792082; No similar. 
 referendo mecanismo idoneo ofrece dificultades practicas aplicacion carlosholmestru beneficiosdelap; j : 2459. Sim : 0.31675085; No similar. 
 universidad mundo dias repiensa espacio inspiracreatransforma rector eafit labelurl  ; j : 2460. Sim : 0.59399956; Baja. 
 rt inguniandes martes 25 1100am segunda edicion ciclo conversatorios yovivoenpazyusted tema degrada; j : 2461. Sim : 0.30867338; No similar. 
 grupo investigacion gema analizo concentracion contaminantes toxicos aire labelurl labelurl  ; j : 2462. Sim : 0.28724426; No similar. 
 cortes fiscaliacol creemos paz fiscal nestor humberto martinez lapazesposible labelurl  ; j : 2463. Sim : 0.56267816; Baja. 
 rt corpovisionario invitamos conferencia inaugural diplomado culturaciudadana antanasmockus 24 octu; j : 2464. Sim : 0.24127026; No similar. 
 semana inmersion tecnologica espacio ctaunisabana profesores unisabana esperamos  ; j : 2465. Sim : 0.4144259; No similar. 
 salud cundinamarca observatorio sabana centro vamos preocupan casos embarazo adolescente labelurl v; j : 2466. Sim : 0.17437355; No similar. 
 launtransformavidas residuos platano vuelven arte arauca unorinoquia labelurl via labelurl  ; j : 2467. Sim : 0.19707888; No similar. 
 luciano angel toro decano escuela ciencias recibe nombre eafit premio lorenzo codazzi otorgado labe; j : 2468. Sim : 0.41145456; No similar. 
 juan david escobar coordinador centro pensamiento estrategico eafit analiza desarrollo crisis  ; j : 2469. Sim : 0.49143898; No similar. 
 fnambiental directo foro eafit ahora sergiofajardo hablando medellin nuevos retos ciudadregion  ; j : 2470. Sim : 0.41684884; No similar. 
 invitamos jueves 29 junio lanzamiento biblioteca mario escobar velasquez partir 500 labelurl  ; j : 2471. Sim : 0.44882688; No similar. 
 rt consejoech casur teatrino transmision debateplebiscitour busquemos mejor futuro pais labelurl  ; j : 2472. Sim : 0.4701868; No similar. 
 docentes estudiantes eafit miden material particulado plantas estudiar calidaddelaire labelurl  ; j : 2473. Sim : 0.1615129; No similar. 
 voto sera conciencia toda vida servicio paz si plebiscito claralopezobre debateplebiscitour  ; j : 2474. Sim : 0.39691117; No similar. 
 libro orden libertad estructura profundiza matrices culturales llevan cump labelurl  ; j : 2475. Sim : 0.11798906; No similar. 
 inicia tedx aguas andes charlie ruth castro transmision vivo labelurl  ; j : 2476. Sim : 0.4619695; No similar. 
 crecimientoverde reune sectores pais desarrollar economia verde hernando jose gomez labelurl  ; j : 2477. Sim : 0.5776711; Baja. 
 listos comenzar foro larepublicaco universidadyempresa casos exito academia empresa labelurl  ; j : 2478. Sim : 0.2952657; No similar. 
 papa exito habla lenguaje transparente llega toda clase publico afirma manuel sa labelurl  ; j : 2479. Sim : 0.4254557; No similar. 
 hoyeneafit onuhumanrights vive conmemoracion dia internacional derechos humanos ddhh entr labelurl ; j : 2480. Sim : 0.46260568; No similar. 
 animo contribuir creacion familia siglo xxi eafit hizo parte desarrollo morula labelurl  ; j : 2481. Sim : 0.44396925; No similar. 
 serpilopaga paga verdad columna ciroparram decano educaunisabana eltiempo labelurl  ; j : 2482. Sim : 0.39915115; No similar. 
 habra paz solo intervencion lord john alderdice reunion empresarios colombianos labelurl  ; j : 2483. Sim : 0.5378616; Baja. 
 proximo 21 marzo esperamos conferencia perspectiva japonesa transformacion medellin  ; j : 2484. Sim : 0.60737526; Baja. 
 guillermo garcia miranda unodcesp foroungasscol casos exitosos programas desarrollo alternativo lab; j : 2485. Sim : 0.3229089; No similar. 
 rt educaunisabana intervencion profesora ingrid anzelin panel desarollo infantil labelurl  ; j : 2486. Sim : 0.36274844; No similar. 
 eafit hablara fauna bosques biodiversidad semana ciclosiete labelurl labelurl  ; j : 2487. Sim : 0.2162956; No similar. 
 forofinconflicto censo presos politicos prioridad fase reintegracion labelurl pnudcolombia unimedio; j : 2488. Sim : 0.3534546; No similar. 
 alcaldes secretarios queremos apoyarlos aporte desarrollo region mauricio tobon labelurl  ; j : 2489. Sim : 0.37639058; No similar. 
 hoyenelrosario cuarto encuentro internacional quinto nacional investigaciones asuntos mujer genero ; j : 2490. Sim : 0.107053; No similar. 
 comienzo eafit conferencia movilidad sostenible retos medellin area metropolitana labelurl  ; j : 2491. Sim : 0.44795877; No similar. 
 sergio jaramillo alto comisionado paz 100 anos caminando palabra paz urosario labelurl  ; j : 2492. Sim : 0.53753287; Baja. 
 imaginan ganado si 50000 votos estaria incendiado pais tan inteligente mando mensaje contrario  ; j : 2493. Sim : 0.29815686; No similar. 
 siguen pensando derecho contaminar crecer generar consumo cadenagaitan ciclosiete labelurl  ; j : 2494. Sim : 0.114811; No similar. 
 rt culturauniandes resumen semana culturauniandes fotos cocononomusic uniandes martesenvivo labelur; j : 2495. Sim : 0.16662933; No similar. 
 estacionsalud espacio salud bienestar colombianos video labelurl institucionaltv decanaturafm  ; j : 2496. Sim : 0.15794253; No similar. 
 rt jeronimorivera peliculas animacion jovenes ninos mas alla disney pixar labelurl texto hoy  ; j : 2497. Sim : 0.5539436; Baja. 
 consejos ahorrar energia concientizarnos podemos ayudar conectate planeta ahorraun labelurl  ; j : 2498. Sim : 0.24634106; No similar. 
 expertos eafit analizan malas practicas humanas contribuyen impacto nina mayor labelurl  ; j : 2499. Sim : 0.16171135; No similar. 
 damos bienvenida sentimos orgullosos haber sido parte construccion plan adriana ga labelurl  ; j : 2500. Sim : 0.3710896; No similar. 
 programas centros investigaciones permiten herramientas aportar gestion publica juan lu labelurl  ; j : 2501. Sim : 0.37545168; No similar. 
 rt gquinter urosario apoyando ciencia vacuna malaria africa primer ministro cabo verde urosarionews; j : 2502. Sim : 0.3115754; No similar. 
 noticiaun internacionalizacion referente paz gestion reconocida launcuenta labelurl via unimedios  ; j : 2503. Sim : 0.4334877; No similar. 
 invitamos primer festival musica camara arcos eaft inscribanse labelurl labelurl  ; j : 2504. Sim : 0.30806172; No similar. 
 pierdan proximo jueves foro transformacion medellin sergiofajardo labelurl  ; j : 2505. Sim : 0.60835034; Baja. 
 fernando quijano velasco abre foro universidadyempresa larepublicaco unisabana inalde labelurl  ; j : 2506. Sim : 0.39499325; No similar. 
 convivencia medellin amerita tener equipo fuerte atender problemas andres felipe tobon labelurl  ; j : 2507. Sim : 0.41465995; No similar. 
 manana pierdan presentacion informe educacion superior america latina caribe esperamo labelurl  ; j : 2508. Sim : 0.61116344; Baja. 
 futuro cine frente plataformas netflix profesor comsabana jeronimorivera via eltiempo labelurl  ; j : 2509. Sim : 0.17682385; No similar. 
 hora vive eafit cierre haymedellin17 crewpeligrosos labelurl  ; j : 2510. Sim : 0.3167943; No similar. 
 tecnnovauee termina mas 60 citas empresarios investigadores uniandes  ; j : 2511. Sim : 0.22865005; No similar. 
 importancia establecer alianza empresa academia reputacioncorporativa aalloza ce4reputation labelur; j : 2512. Sim : 0.2586923; No similar. 
 feria laboral directores recursos humanos hablaron tendencias reclutamiento labelurl labelurl  ; j : 2513. Sim : 0.06228914; No similar. 
 rt educaunisabana buenos dias damos inicio primer congreso directivos docentes liderazgo gestioncun; j : 2514. Sim : 0.41426647; No similar. 
 rt facisouniandes felizlunes comunidadfaciso conversaremos david rieff autor contralamemoria labelu; j : 2515. Sim : 0.27108482; No similar. 
 conoces mejoras red wifi universidad informate puntos edificio g punto verde labelurl  ; j : 2516. Sim : 0.2609531; No similar. 
 celee eafit invita participar cursos flash 800 be bloque 38318 formato inscripcion labelurl  ; j : 2517. Sim : 0.37391147; No similar. 
 hoyeneafit quintas jornadas academicas psicologia 800 be entrada libre labelurl  ; j : 2518. Sim : 0.50812995; Baja. 
 reivindicar funcion social universidad jeanpaul gaudemar rector auforg labelurl  ; j : 2519. Sim : 0.44454464; No similar. 
 mindfulness ayuda cada vez mas present aula clase interesa saber mas ingresa labelurl  ; j : 2520. Sim : 0.3348836; No similar. 
 queremos sentirnos orgullosos van aportar pais pablonavasuand nuevossuenos labelurl  ; j : 2521. Sim : 0.32239684; No similar. 
 juanzuluaga10 sttmed saludos encuentra habilitado paso av vegas ambos  ; j : 2522. Sim : 0.376083; No similar. 
 noticiaun premio nacional maestro inclusion arquitectonica profesor julio salamanca unmanizales lab; j : 2523. Sim : 0.40310046; No similar. 
 arte alejandro castano llega eafit 7 marzo 25 abril vidacultural labelurl labelurl  ; j : 2524. Sim : 0.3737837; No similar. 
 rt behrentz renovando convenio cooperacion 50 anos uniandes justus liebiguniversitat gieen jlugiess; j : 2525. Sim : 0.28195608; No similar. 
 colonizacion presente todavia comunidades debemos luchar ser mas humanos cada dia natasha kanape ha; j : 2526. Sim : 0.41498607; No similar. 
 rt isvimed rector universidad eafit da bienvenida asistentes graduacion habitantes aurora pedregal ; j : 2527. Sim : 0.5201886; Baja. 
 nunca harry quebert nadie tome decisiones debemos ser propios harry quebert labelurl  ; j : 2528. Sim : 0.2413481; No similar. 
 rt onuhumanrights onuhumanrights medellin conmemora dia derechos humanos hablando pazterritorial co; j : 2529. Sim : 0.38978758; No similar. 
 paz clave mujer escenario reflexion compartida debate labelurl labelurl  ; j : 2530. Sim : 0.27154008; No similar. 
 pueden ver campusglobaleafit tema hoy ve oscar  ; j : 2531. Sim : 0.27724728; No similar. 
 uncolombia solidariza estudiantes mocoa resultado perjudicados tragedia labelurl  ; j : 2532. Sim : 0.21015912; No similar. 
 rt acimedellin economistas continente sede semana medellin labelurl via lacealames2016 eafit labelu; j : 2533. Sim : 0.4993754; No similar. 
 importancia rol iglesia proceso paz manana lapazenfoco institucionaltv 300 pm piensapazunal  ; j : 2534. Sim : 0.45858863; No similar. 
 rt educaunisabana profesor octavioestudiante maestria pedagogia extension guajira charla directa se; j : 2535. Sim : 0.5072134; Baja. 
 unperiodico articulo colombia mostro mundo puede haber dicotomia oscura justicia paz labelurl  ; j : 2536. Sim : 0.5097164; Baja. 
 hoy mundo eafit estudiantes extranjeros presentan paises noche internacional labelurl  ; j : 2537. Sim : 0.38582274; No similar. 
 rt biblioeafit hoy segunda reunion club lectores comic entrada libre 6 pm tercer piso biblioteca es; j : 2538. Sim : 0.42642936; No similar. 
 profesores listos aprender vi semana inmersion tecnologica ctaunisabana desafioenlau labelurl  ; j : 2539. Sim : 0.32962197; No similar. 
 si vives cedritos nueva parada trenusabana av 9 147 puede servir clase 700 be labelurl  ; j : 2540. Sim : 0.3278946; No similar. 
 procedimientoabreviado reincidente puede seguir calle nestor humberto martinez fiscaliacol  ; j : 2541. Sim : 0.41569787; No similar. 
 administracion pasada eeuu aplico paciencia estrategica ignorar acciones corea norte ca labelurl  ; j : 2542. Sim : 0.5095973; Baja. 
 colombia debe usar comunicacionestrategica fortalecer cambio procesodepaz asi fortalecer labelurl  ; j : 2543. Sim : 0.36012805; No similar. 
 orgulloun cientifica distinguida accefyn labelurl acadcienciacol farmaciaun via labelurl  ; j : 2544. Sim : 0.2793546; No similar. 
 linagira revistasemana edcouniandes embargo puede acceder gratis contenidos materiales curso restri; j : 2545. Sim : 0.12370622; No similar. 
 5 dias ponen eafit pais radar economia mundial juan felipe mejia decano ecofineafit labelurl  ; j : 2546. Sim : 0.7106842; Media. 
 si cosas llegaran perder acuerdos va haber paz guerrillero soltara fusil carlos velandia  ; j : 2547. Sim : 0.28718752; No similar. 
 paz futuro economico social descarga memorias elfuturodecolombia labelurl labelurl  ; j : 2548. Sim : 0.26753232; No similar. 
 noche eleccioneseeuu2016 cristian rojas profesor cpoliticasus envivo labelurl  ; j : 2549. Sim : 0.37166405; No similar. 
 rt facultadartes hoy intervencion artistica espacios publicos philip horts labelurl labelurl  ; j : 2550. Sim : 0.5051222; Baja. 
 barbaros romanos origenes reino visigodo toledo rosa maria sanz serrano unicomplutense labelurl  ; j : 2551. Sim : 0.4294807; No similar. 
 rt ideaantioquia idea eafit unen capacitar fortalecer competencias alcaldes antioquia labelurl  ; j : 2552. Sim : 0.30652115; No similar. 
 preparense hoyeneafit estreno serie web u3g pendientes cada lunes nuevo capitulo ingresen labelurl ; j : 2553. Sim : 0.30664134; No similar. 
 363motivosparacelebrar nueva cara plazoletaurosario beneficio ciudad labelurl labelurl  ; j : 2554. Sim : 0.18692553; No similar. 
 hablando muneco historia fabrica nacional munecos urrevista labelurl labelurl  ; j : 2555. Sim : 0.11043986; No similar. 
 rt cadenagaitan esperamos eafit semana eventos globales acento local pilas maestriaurbam tertuliade; j : 2556. Sim : 0.39001274; No similar. 
 noticiaun capacita liderazgo posacuerdo hayrazonesparalapaz labelurl via labelurl  ; j : 2557. Sim : 0.24072942; No similar. 
 hoy estructura funcionamiento ecosistemas socioecologicos multiples escalas labelurl labelurl  ; j : 2558. Sim : 0.21636775; No similar. 
 evento situacion venezuela consecuencias colombia 7 junio 200 pm labelurl labelurl  ; j : 2559. Sim : 0.52300024; Baja. 
 primera vez llega medellin catedra comunicacion politica libertad prensa fliporg labelurl  ; j : 2560. Sim : 0.5749085; Baja. 
 hoyeneafit cumple segunda jornada congreso nacional representantes estudiantiles represeafit labelu; j : 2561. Sim : 0.27838838; No similar. 
 hoyeneafit conferencia botanica vallenato medio ambiente alvaro cogollo pacheco esperamos  ; j : 2562. Sim : 0.5153958; Baja. 
 andres lopera gomez egresado hoy eafit reconoce labor destacada cultura arte deporte labelurl  ; j : 2563. Sim : 0.5279189; Baja. 
 medellin vamos espacio discusion alcalde ficogutierrez realizara eafit jueves  ; j : 2564. Sim : 0.5815864; Baja. 
 urbameafit primer colombiano ganar premio arquitectura obayashi arquine eafit  ; j : 2565. Sim : 0.18244998; No similar. 
 noticiaun teatro musica promueven conservacion humedales vallecaucanos unpalmira labelurl unimedios; j : 2566. Sim : 0.35676757; No similar. 
 comunidadun manana 730 be forossemana innovacion rural agropecuaria vriun cundinamarcagob labelurl ; j : 2567. Sim : 0.44078845; No similar. 
 noticiaun uncolombia fortalece relaciones universidad oklahoma labelurl uofoklahoma via labelurl  ; j : 2568. Sim : 0.32983232; No similar. 
 estacionsalud espacio salud bienestar semana cesarea labelurl institucionaltv decanaturafm  ; j : 2569. Sim : 0.19051537; No similar. 
 conozca obras participantes concurso dibujo servilleta arquitectura diseno labelurl  ; j : 2570. Sim : 0.08597392; No similar. 
 ciudadanos mas herramientas evaluar gestion funcionarios requieren formacion mauricio t labelurl  ; j : 2571. Sim : 0.3995325; No similar. 
 rt alcaldiademed esperas tomarte foto participar 390 becas hoy eafit 500 pm  ; j : 2572. Sim : 0.47512105; No similar. 
 rt ifaunisabana recuerda curso coachingdeequipoparalafamilia empieza 23 agosto inscribete cupos aca; j : 2573. Sim : 0.11786488; No similar. 
 haciendo politica responsable fiscalmente sobrevivir incertidumbre juanmansantos labelurl  ; j : 2574. Sim : 0.26273224; No similar. 
 academia docentes analizan responsabilidad partidos electores panorama politico paises labelurl  ; j : 2575. Sim : 0.36426187; No similar. 
 programa recuerda importancia proceso conversacion largo plazo alaire lapazenfoco institucionaltv p; j : 2576. Sim : 0.14690644; No similar. 
 hoy mundo escribe literatura acabado leandro penaranda mediosdigitalesur  ; j : 2577. Sim : 0.30680025; No similar. 
 semana nuevo capitulo estacionsalud cancer colon medicinaatiempo labelurl labelurl  ; j : 2578. Sim : 0.26974395; No similar. 
 andresmoralesu gusto andresmoralesu atentos podamos apoyarlo  ; j : 2579. Sim : 0.091693535; No similar. 
 rt educaunisabana doctorado educacion invita conferencia construccion ciudadania sociedades plurale; j : 2580. Sim : 0.56784075; Baja. 
 humanidades libertad catedra habla rector mantillaignacio nuevo articulo labelurl  ; j : 2581. Sim : 0.5338085; Baja. 
 recuerden cada miercoles programacion amar comprender opera partir 600 pm aula fabrica labelurl  ; j : 2582. Sim : 0.40479994; No similar. 
 vivi mejor experiencia vida corea sur lina marcela gomez estudiante rr ii labelurl  ; j : 2583. Sim : 0.5674038; Baja. 
