Modulo nnlm-es-dim128-with-normalization-2
Topicos : unisabana colombia estudiantes mas social innovacion ser investigacion profesores santos francisco educacion cambio 
 1998 francisco santos participo manera activa acuerdos puerta cielo eln carlos velandia gestor paz ; j : 1. Sim : 0.49921998; No similar. 
 facultad filosofia ciencias humanas recibio visita catedratico filosofia jaime nubiola gracias labe; j : 1090. Sim : 0.5707896; Baja. 
 noticiaun universidad nacional colombia pide ser lugar firme paz labelurl elespectador infopresiden; j : 1091. Sim : 0.48522797; No similar. 
 revolucion potencia capacidades ciudadanos expresarse ser gestores transformacion labelurl  ; j : 1092. Sim : 0.58450115; Baja. 
 ser pilo paga sera politica presidente juanmansantos reunio rectores evaluar iniciativa labelurl  ; j : 1093. Sim : 0.5290907; Baja. 
 diainternacionaldelamujer reafirmamos compromiso equidad genero todossomosmujer jrestrp labelurl  ; j : 1094. Sim : 0.31775066; No similar. 
 rt lasabanaabroad postulate 30 junio proyecto social investigacion fallingwalls labelurl unis  ; j : 1095. Sim : 0.39927417; No similar. 
 rt educaunisabana inicia primera catedra abierta 20172 conferencia dra angelica satiro educacioninf; j : 1096. Sim : 0.34773088; No similar. 
 cambio periodismo tendencias apertura nueva cohorte maestriacomdgt comsabana mtascon labelurl  ; j : 1097. Sim : 0.26515234; No similar. 
 rt unisabanaradio gracias unisabana darnos oportunidad hacer radio feliz diamundialdelaradio labelu; j : 1098. Sim : 0.25667268; No similar. 
 rt craiur quieren vivir experiencia memorable craiur ven viveelcrai labelurl  ; j : 1099. Sim : 0.13209201; No similar. 
 unbogota trabajando mejoramiento anillo vial instalando nuevos cicloparqueaderos labelurl  ; j : 1100. Sim : 0.17663595; No similar. 
 puedes consultar informacion munur16 modelo naciones unidas urosario labelurl labelurl  ; j : 1101. Sim : 0.3740506; No similar. 
 rt paulocepeda siempre mepongolostenis correr 10k quieroestudiar uniandes toda senek uniandinosiemp; j : 1102. Sim : 0.13761368; No similar. 
 podemos apoyar programas filantropia descubra diferentes canal hacerlo solidaridaduniandes labelurl; j : 1103. Sim : 0.17532033; No similar. 
 revista nova et vetera busca articulistas participa convocatoria labelurl urrevista labelurl  ; j : 1104. Sim : 0.2388091; No similar. 
 hoyenelrosario seminario investigacion fcnm mecanismos moleculares envejecimiento saludable labelur; j : 1105. Sim : 0.32983008; No similar. 
 reviva charla neurobiologo italiano rizzolattig descubridor sistema neuronas espejo universidad lab; j : 1106. Sim : 0.22033037; No similar. 
 repasamos destacada actuacion rosarista pruebas taekwondo juegos distritales ascun labelurl labelur; j : 1107. Sim : 0.3757559; No similar. 
 feliz diadelfisioterapeuta profesores estudiantes graduados fisioterapia unisabana labelurl  ; j : 1108. Sim : 0.5107746; Baja. 
 rt educaunisabana imagenes jornada catedra abierta estudiantes licenciatura educacioninfantil unisa; j : 1109. Sim : 0.5565314; Baja. 
 rt uniandinosiempr rector uniandes pide graduandos aplauso padres gradosuniandes labelurl  ; j : 1110. Sim : 0.41695714; No similar. 
 oportunidades mejorar informacion jovenes usan rede buscar soluciones apoyarlos labelurl  ; j : 1111. Sim : 0.49156433; No similar. 
 colaboracion opcion innovacion social naturaleza sgaticam sistemab labelurl  ; j : 1112. Sim : 0.54443735; Baja. 
 listos comenzar reunion padres futuros estudiantes gracias  ; j : 1113. Sim : 0.42085388; No similar. 
 rt concejomedtv merito tecnologico orquideaconcejomed condecora eafit entrega danymatu telemedellin; j : 1114. Sim : 0.40363073; No similar. 
 saber si adicto telefono movil descubrelo labelurl labelurl  ; j : 1115. Sim : 0.2708437; No similar. 
 interesa creatividad innovacion convocatoria bayer jovenes innovadores labelurl  ; j : 1116. Sim : 0.5083125; Baja. 
 miplandecenal mesas trabajo avanzan generacion propuestas afrontar grandes retos educacion labelurl; j : 1117. Sim : 0.42977443; No similar. 
 hoyeneafit reunieron 10 universidades pertenecientes programa rede labelurl  ; j : 1118. Sim : 0.36875433; No similar. 
 rt hernanolano codigos nomparen nemequene tema congreso derechousabana unisabana uchile chilectra g; j : 1119. Sim : 0.28802294; No similar. 
 unperiodico articulo hallan gorgonilla fragmentos meteorito extinguio dinosaurios labelurl  ; j : 1120. Sim : 0.22103636; No similar. 
 lee edicion especial campus acreditacion8anosunisabana gracias hacerlo posible labelurl  ; j : 1121. Sim : 0.2205285; No similar. 
 rt educaunisabana nuevos estudiantes maestia pedagogia bienvenidos unisabana labelurl  ; j : 1122. Sim : 0.46767583; No similar. 
 vivo encuentro juanita goebertus mario puerta ayudaron construir acuerdos habana labelurl  ; j : 1123. Sim : 0.3198041; No similar. 
 rt ctaunisabana estudiantes eicea comsabana publican articulo revista encuentros grafiti labelurl  ; j : 1124. Sim : 0.30252987; No similar. 
 rt ifaunisabana consulta revista apuntes familia aqui labelurl edicion especial visita papafrancisc; j : 1125. Sim : 0.3670695; No similar. 
 rt endirectosabana edicion linea adncolombia publicado articulo escrito periodista javierjimnez5 la; j : 1126. Sim : 0.30280736; No similar. 
 apreciada comunidad solicitamos favor ayudar difundir informacion desaparicion fabian herre labelur; j : 1127. Sim : 0.4611993; No similar. 
 noticiaun medicos aeroespaciales uncolombia ganan premio arnold d tuttle labelurl labelurl  ; j : 1128. Sim : 0.44116306; No similar. 
 conoce aportes urosario cerrar brecha genero labelurl todossomosmujer labelurl  ; j : 1129. Sim : 0.1936407; No similar. 
 dia despues plebiscito conversatorio profesores estudiantes 3 octubre 1200 m labelurl  ; j : 1130. Sim : 0.5818986; Baja. 
 contrabandocigarrillos propuestas avanzar materia salud ingresos tributarios labelurl labelurl  ; j : 1131. Sim : 0.292777; No similar. 
 conocimientolibre intellectum investigaciondeldia rede sociales aprendizaje escuela bibliosabana la; j : 1132. Sim : 0.4998373; No similar. 
 rt unisabanaradio apgguzman decana comsabana habla 2 programas facultad reuniondepadres unisabana l; j : 1133. Sim : 0.3393784; No similar. 
 oportunidad conocer avances mas significativos do areas participa labelurl labelurl  ; j : 1134. Sim : 0.36155215; No similar. 
 rt jrestrp procurador aordonezm debateplebiscitour urosarionews eltiempo pnudcolombia fundacion han; j : 1135. Sim : 0.2016055; No similar. 
 rt yonitter 25 tuits valores discurso publico jp cannata labelurl via booksintweets labelurl  ; j : 1136. Sim : 0.4186803; No similar. 
 momento interactues par participes sala profesores unparatodos esperamos labelurl  ; j : 1137. Sim : 0.22787417; No similar. 
 confianza instituciones vital ciudadano antanasmockus culturaciudadana corpovisionario labelurl  ; j : 1138. Sim : 0.23813549; No similar. 
 retos oportunidades futuros docentes ingles pais labelurl studiumusabana labelurl  ; j : 1139. Sim : 0.59151256; Baja. 
 debe saber pension jubilacion profesor eicea fredy pulga eltiempo labelurl  ; j : 1140. Sim : 0.45684758; No similar. 
 papa francisco as bajo manga conversaciones eln pazun labelurl piensapazunal ale labelurl  ; j : 1141. Sim : 0.36192134; No similar. 
 ensenar evolucion ejercicios practicos buenas practicas ensenanza labelurl labelurl  ; j : 1142. Sim : 0.5122972; Baja. 
 buenas practicas ensenanza ensenar evolucion ejercicios practicos labelurl labelurl  ; j : 1143. Sim : 0.5122972; Baja. 
 educacion ciencia tecnologia innovacion emprendimiento cultura pasar pagina colombia labelurl  ; j : 1144. Sim : 0.69461995; Media. 
 conoce criterios evaluacion rank repositorios institucionales webometrics labelurl labelurl  ; j : 1145. Sim : 0.30597413; No similar. 
 rt comsabana alumno comsocial pipesierra27 apoya talentocomsabana officialmike20 concursara evento ; j : 1146. Sim : 0.20670652; No similar. 
 urosario espacio oportunidades academicas explorar stephanie lavaux vicerrectora ur soyrosarista la; j : 1147. Sim : 0.33325163; No similar. 
 paz debe ser siempre derecho vida martin santiago herrero coordinador onucolombia labelurl  ; j : 1148. Sim : 0.48340464; No similar. 
 nutricion vacunacion claves envejecimiento saludable dr carlos cano labelurl  ; j : 1149. Sim : 0.4624695; No similar. 
 comunidadun conoce claves innovacion interpretar fracaso innovacion uninnova dibun labelurl  ; j : 1150. Sim : 0.3371739; No similar. 
 pensamiento dialogo ideas filosofia unisabana reuniondepadres futurosestudiantes  ; j : 1151. Sim : 0.5109219; Baja. 
 lideres empresariales mas destacados pais descubriendo elsabordelgsb rosariogsb labelurl  ; j : 1152. Sim : 0.49905184; No similar. 
 comparte ideas ayudar cerrar brecha genero labelurl todossomosmujer labelurl  ; j : 1153. Sim : 0.24152651; No similar. 
 rt bienestarsabana preparandonos misionsabana cajica hoy plan voluntarios empacar mercados  ; j : 1154. Sim : 0.16869988; No similar. 
 momento periodistas bluradioco preparan visita papa francisco colombia labelurl  ; j : 1155. Sim : 0.52249175; Baja. 
 reviva video charla futuro integracion latinoamericana estudio banco mundial labelurl  ; j : 1156. Sim : 0.2892353; No similar. 
 rt comfama 22 invitados catedra rodrigouprimny josegreghg julietalemaitre modera anacristinarestrep; j : 1157. Sim : 0.11813098; No similar. 
 rt universidadcol rector unisabana obduliovp pide ser pilo paga politica programa gobierno labelurl; j : 1158. Sim : 0.41262567; No similar. 
 estrenando facultad cifeuniandes conozcan objetivos metas reto labelurl labelurl  ; j : 1159. Sim : 0.24152225; No similar. 
 voto domingo distinto tomar decision pais relacionada guerra paz carlos velandia gestor paz eln  ; j : 1160. Sim : 0.48194987; No similar. 
 graduados mas herramientas humanas profesionales construir mejor pais director policia nacional  ; j : 1161. Sim : 0.63912636; Baja. 
 rosariogsb respuesta nuevos retos mundo negocios sociedad globalizada labelurl  ; j : 1162. Sim : 0.2413066; No similar. 
 interviene francisco santos promotor miembro centro democratico labelurl  ; j : 1163. Sim : 0.40645298; No similar. 
 razones cuales colombianos quieren tener hijostermometro familia ifaunisabana via eltiempo labelurl; j : 1164. Sim : 0.23073474; No similar. 
 hoy equipo unisabana ibague temprano recibimos estudiantes colegio labelurl  ; j : 1165. Sim : 0.3605206; No similar. 
 continuamos foro conductas estudiantes rede sociales digitales respetoenredes vivo labelurl  ; j : 1166. Sim : 0.42665616; No similar. 
 hoyeneafit sera conversatorio capoliticoeafit filosofia muchas pace esperamos labelurl  ; j : 1167. Sim : 0.38313302; No similar. 
 consecuencias psicologicas acuerdos habana afergussonb consiliario urosario labelurl  ; j : 1168. Sim : 0.3817055; No similar. 
 rt behrentz posible armonizar busqueda justicia social estabilidad economia mercado via eltiempo la; j : 1169. Sim : 0.42426464; No similar. 
 rt universidadcol rector unisabana obduliovp cuestiona criticas ser pilo paga labelurl labelurl  ; j : 1170. Sim : 0.2941425; No similar. 
 7 uniandinos premiados modelo naciones unidas harvard labelurl  ; j : 1171. Sim : 0.25215712; No similar. 
 rt andybeltran03 mepongolostenis jovenes puedan estudiar carrera labelurl labelurl  ; j : 1172. Sim : 0.33404535; No similar. 
 acerca visita papa francisco necesitamos voluntarios direccioncentralestudiantesunisabanaeduco labe; j : 1173. Sim : 0.35440758; No similar. 
 rt jcdiazbohorquez obduliovp rector unisabana indica visitaapostolica pontifexes traera grandes fru; j : 1174. Sim : 0.29258385; No similar. 
 estan universidades latinoamericanas materia responsabilidad social noche dialogomayortv labelurl  ; j : 1175. Sim : 0.5096898; Baja. 
 dementescuriosas doctoraclown labelurl  ; j : 1176. Sim : 0.027464554; No similar. 
 noticiaun dara conocer colombia desconocida pastor alape reintegracion mintrabajocol via labelurl  ; j : 1177. Sim : 0.5304577; Baja. 
 lecturarecomendada oscars2017 labelurl  ; j : 1178. Sim : 0.027983766; No similar. 
 comunidadun preguntas plan global desarrollo envialas balance social 2016 labelurl  ; j : 1179. Sim : 0.2174764; No similar. 
 conocen fondossapiencia labelurl labelurl labelurl  ; j : 1180. Sim : 0.108307555; No similar. 
 educaunisabana guajira labelurl  ; j : 1181. Sim : 0.122215286; No similar. 
 alumnisabana siempre labelurl  ; j : 1182. Sim : 0.11667971; No similar. 
 miprimerdiaenuniandes culturauniandes labelurl  ; j : 1183. Sim : 0.14573431; No similar. 
 futuros estudiantes labelurl  ; j : 1184. Sim : 0.40834394; No similar. 
 proposito diamundialsintabaco labelurl  ; j : 1185. Sim : 0.23711482; No similar. 
 unisabanaradio siempre  ; j : 1186. Sim : 0.20811749; No similar. 
 yoescuchousr unisabanaradio labelurl  ; j : 1187. Sim : 0.15008605; No similar. 
 miprimerdiaenuniandes bienvenidos labelurl  ; j : 1188. Sim : 0.06074964; No similar. 
 comunicado ceuniandino labelurl labelurl  ; j : 1189. Sim : -0.0048141903; No similar. 
 literatura elquijote labelurl  ; j : 1190. Sim : 0.27391273; No similar. 
 arte alternativas profesionales si posibles tal iniciativa labelurl labelurl  ; j : 1191. Sim : 0.21556132; No similar. 
 felicitaciones bienvenidos labelurl  ; j : 1192. Sim : 0.18399622; No similar. 
 investigacion colombia labelurl  ; j : 1193. Sim : 0.628946; Baja. 
 opinion martha vives habla relacion innovacion desarrollo labelurl  ; j : 1194. Sim : 0.5547309; Baja. 
 rt clinunisabana estudiantes fisioterapia unisabana hacen uso campus biomedico espacios aprendizaje; j : 1195. Sim : 0.40695876; No similar. 
 editorial urrevista si si nobel paz reflexiones resultados plebiscito labelurl  ; j : 1196. Sim : 0.38086972; No similar. 
 somosorgulloun academicos reconocidos colciencias investigadores emeritos labelurl  ; j : 1197. Sim : 0.40193358; No similar. 
 necesitamos publicaciones academicas unico lugar debemos comunicar resultados tpaffenholz  ; j : 1198. Sim : 0.4683176; No similar. 
 rt jrestrp si hacemos gran pacto nacional ciencia tecnologia innovacion labelurl via elespectador  ; j : 1199. Sim : 0.41107553; No similar. 
 rt unisabanaradio futuros padres unisabana van llegando k1 enkrretate especial contados minutos  ; j : 1200. Sim : 0.2191631; No similar. 
 trump barril diogenes habla polemico eleccion contexto crisis modernida labelurl  ; j : 1201. Sim : 0.39923587; No similar. 
 rt inguniandes invitados hoy colegio portales restrepo meta lab dinamica fluidos uniandes labelurl ; j : 1202. Sim : 0.39201835; No similar. 
 cometas campus labelurl  ; j : 1203. Sim : 0.18336283; No similar. 
 programacion ciclo panel colombia reto acuerdo final gobierno farcep labelurl humanasunal  ; j : 1204. Sim : 0.40055543; No similar. 
 stephanie lavaux vicerrectora urosario interviene jornada induccion soyrosarista labelurl  ; j : 1205. Sim : 0.20996408; No similar. 
 rt mineducacion puedes seguir transmision vivo nochedelosmejores senalcolombia labelurl pierdas v  ; j : 1206. Sim : 0.20309706; No similar. 
 taller ensenar evolucion ejercicios practicos identificando mejores practicas ensenanza labelurl  ; j : 1207. Sim : 0.531665; Baja. 
 curso busca dotar vision historica critica justicia transicional labelurl labelurl  ; j : 1208. Sim : 0.4871272; No similar. 
 opinion papel universidades modelo innovacion abierta labelurl labelurl  ; j : 1209. Sim : 0.46384153; No similar. 
 publican investigacion profesores rosaristas guardian descubre mas labelurl labelurl  ; j : 1210. Sim : 0.57954043; Baja. 
 beca italiano societa dante alighieri participa convocatoria rosaristas labelurl labelurl  ; j : 1211. Sim : 0.22129908; No similar. 
 rt dapardantioquia eafit dapardantioquia participa seminario evaluacion riesgo sismico toma decisio; j : 1212. Sim : 0.38814184; No similar. 
 felicitaciones nuevos egresados recuerden pueden seguir ceremonias grado vivo labelurl  ; j : 1213. Sim : 0.33089697; No similar. 
 transmision hoy 1430 mark burry hablara ultima etapa construccion sagrada familia barcelona labelur; j : 1214. Sim : 0.46518946; No similar. 
 rt hernanolano ceremonia proclamacion tres nuevos profesores titulares unisabana usabanamedicina ei; j : 1215. Sim : 0.40241852; No similar. 
 estudiar administraciondenegocios eafit desarrollar habilidades mercadeo finanzas crear empresas la; j : 1216. Sim : 0.36943233; No similar. 
 rt unisabanaradio nuevos estudiantes comsabana conocen miembros comision facultad seguimos modo aho; j : 1217. Sim : 0.42434615; No similar. 
 episcopadocol seminario periodistas visita pastoral pontifex pais labelurl  ; j : 1218. Sim : 0.501593; Baja. 
 si comsabana unisabanaradio siempre noticia carteleras digitales campus labelurl  ; j : 1219. Sim : 0.29308397; No similar. 
 rt admonuniandes transmision conferencia innovacion investigacion colombia aprender labelurl http  ; j : 1220. Sim : 0.57988024; Baja. 
 rt economiauandes inicia intervencion cesar mantilla cesarmant profesor econurosario simposio creci; j : 1221. Sim : 0.33983022; No similar. 
 beneficiosdelapaz representantes gobierno empresarios organo legislativo labelurl labelurl  ; j : 1222. Sim : 0.39518353; No similar. 
 rt apgguzman hora arrancamos seminario formacion periodistas cubriran visita pontifexes unisabana l; j : 1223. Sim : 0.44300795; No similar. 
 trabajo ganadores xxvi concurso mejores trabajos grado pregrado uncolombia labelurl  ; j : 1224. Sim : 0.28792045; No similar. 
 11 mujeres tejen suenos gracias huggerisland labelurl labelurl  ; j : 1225. Sim : 0.33518177; No similar. 
 hoyeneafit esperamos lanzamiento libro nuevos asentamientos informales urbanista david gouverneu la; j : 1226. Sim : 0.3961859; No similar. 
 cema primer lugar trabajo libre investigacion congreso nacional nutricion clinica labelurl labelurl; j : 1227. Sim : 0.4335093; No similar. 
 asi funciona reforma pensional propone observatorio laboral ur labelurl cienciaydesarrollour labelu; j : 1228. Sim : 0.36009565; No similar. 
 behrentz hace apertura foro conductas estudiantes rede sociales digitales respetoenredes labelurl  ; j : 1229. Sim : 0.41130883; No similar. 
 primer punto decalogo sospoelaire caminar debe ser primera opcion movilizarse ver mas labelurl  ; j : 1230. Sim : 0.35358083; No similar. 
 rt educacionbogota ahora mas 40 instituciones educacion superior ofrecen estudiantes programas estu; j : 1231. Sim : 0.63562006; Baja. 
 rt facisouniandes llego nuevo numero revista historia critica aqui version digital completa imperdi; j : 1232. Sim : 0.26987568; No similar. 
 rt cgpatarroyo ayuda plan educacion pais participa miplandecenal urosario inscribete labelurl label; j : 1233. Sim : 0.33487663; No similar. 
 rt cementosargos vicepresidente innovacion lucas moreno habla teleantioquia patente obtenida fruto ; j : 1234. Sim : 0.41893348; No similar. 
 buena ciudad espacios publicos tan maravillosos aun ciudadanos mas ricos pueden dejar ir enriquepen; j : 1235. Sim : 0.44035962; No similar. 
 hoyeneafit unimos iniciativa sosporelaire pretendemos cambio habitos evitemos labelurl  ; j : 1236. Sim : 0.37364274; No similar. 
 sergiofajardo comparte ideas educacion equidad social conversatorio hacia va colombia labelurl  ; j : 1237. Sim : 0.60916394; Baja. 
 participa convocatoria premio colsubsidio inclusion social labelurl labelurl  ; j : 1238. Sim : 0.31794548; No similar. 
 nicolas santos apoya carrera 10k uniandes busca consolidar beca deportiva unete apoya labelurl mepo; j : 1239. Sim : 0.34226438; No similar. 
 terminemos dia primer articulo serie grandes maestros elespectador yu takeuchi labelurl  ; j : 1240. Sim : 0.43058118; No similar. 
 sesion preguntas cierre intervencion cesargaviriat debateplebiscitour labelurl  ; j : 1241. Sim : 0.35138643; No similar. 
 ser feliz solo zapato proposito creciente inter concepto felicidad opinion labelurl  ; j : 1242. Sim : 0.4391335; No similar. 
 rt aulaproco eafit participa especial pregrados razonesdepeso estudies carrera labelurl  ; j : 1243. Sim : 0.28533658; No similar. 
 participa iniciativa actividad fisica cultura descubre labelurl labelurl  ; j : 1244. Sim : 0.27109563; No similar. 
 rt facisouniandes interviene decano facultad hugo fazio somoscienciassociales labelurl  ; j : 1245. Sim : 0.28500038; No similar. 
 comunidadun acuerdo proyecto ciudad can retira predios unal opina aqui  ; j : 1246. Sim : 0.19357444; No similar. 
 descubre cerebro responsable emociones participa dementescuriosas labelurl labelurl  ; j : 1247. Sim : 0.006950136; No similar. 
 rt opusdeicolombia funeral sufragio alma mons javier echevarria bogota labelurl  ; j : 1248. Sim : 0.38184425; No similar. 
 retos consejos beneficios realizar intercambio labelurl programatuintercambio labelurl  ; j : 1249. Sim : 0.20728293; No similar. 
 prototipo colombiano crear panel solares mas eficientes base aguacate mora unmanizales unimedios la; j : 1250. Sim : 0.35157564; No similar. 
 beneficios estrategias reapertura fronteriza colombovenezolana labelurl labelurl  ; j : 1251. Sim : 0.15986949; No similar. 
 rt infopresidencia dictara diplomado posconflicto 210 ciudadanos medellin labelurl labelurl  ; j : 1252. Sim : 0.3506479; No similar. 
 aspectos metodologicos teoricos orientar aplicar evaluar intervenciones salud publica agendauniande; j : 1253. Sim : 0.29705775; No similar. 
 mensaje mando pueblo colombiano paz si asi ustedes ponen acuerdo francisco santos exvicepresidente ; j : 1254. Sim : 0.5185912; Baja. 
 bienvenidos estudiantes primer semestre exitos nueva etapa miprimerdiaenuniandes labelurl  ; j : 1255. Sim : 0.2721065; No similar. 
 conociendo mario di cuenta ser escritor vocacion lleva alma juan jose hoyos labelurl  ; j : 1256. Sim : 0.4480978; No similar. 
 buscas practica llega xxiii muestra empresarial labelurl labelurl  ; j : 1257. Sim : 0.15619265; No similar. 
 urosario espacio oportunidades academicas explorar stephanie lavaux vicerrectora soyrosarista label; j : 1258. Sim : 0.32447544; No similar. 
 rt unisabanaradio segun estudio unisabana fundacion stop bully denuncias sexting aumentado 20 delat; j : 1259. Sim : 0.39582705; No similar. 
 periodistas poder pues discurso publico losperiodistasenunisabana labelurl  ; j : 1260. Sim : 0.43287233; No similar. 
 jornada conocer instituciones apoyo experiencias emprendedores labelurl labelurl  ; j : 1261. Sim : 0.35256395; No similar. 
 rio canta cantoporlapaz corounisabana centromemoriah labelurl  ; j : 1262. Sim : 0.12433956; No similar. 
 aulas flotaron ahora vacaciones ninos sempegua quieren ir estudiar labelurl  ; j : 1263. Sim : 0.37280032; No similar. 
 hoy celebramos lanzamiento cifeuniandes formar maestros agentes cambio labelurl labelurl  ; j : 1264. Sim : 0.2873264; No similar. 
 forma parte ensenaxcolombia unete rosaristas comprometidos iniciativa labelurl labelurl  ; j : 1265. Sim : 0.21234432; No similar. 
 4 virtudes papa francisco mundo empresarial jorgeivangomezo profesor inalde via revistadinero label; j : 1266. Sim : 0.45957378; No similar. 
 espacio permite reconocimiento realidades pais mediante creacion cuentos ninos ninas labelurl  ; j : 1267. Sim : 0.6304953; Baja. 
 eafitenses amplio plazo inscripciones eleccioneseafit inscribanse 28 abril labelurl  ; j : 1268. Sim : 0.16049123; No similar. 
 acompanamos comunidadun proceso formativo apoyamos crecimiento intelectual optimo desarrollo fis la; j : 1269. Sim : 0.40881342; No similar. 
 rt gobantioquia gob luisperezg participa encuentro sociedad latinoamericana economia eafit lacealam; j : 1270. Sim : 0.36992887; No similar. 
 induccion usingenieria da bienvenida 200 nuevos estudiantes sersabanavalelapena labelurl  ; j : 1271. Sim : 0.4568274; No similar. 
 the doctoral school in operations management and decision sciences supply chain and decision tool u; j : 1272. Sim : 0.38109314; No similar. 
 rt unisabanaradio orgullosos sentimos pertenecer unisabana sersabanavalelapena labelurl  ; j : 1273. Sim : 0.31612983; No similar. 
 plebiscito justicia paz carcel francisco santos exvicepresidente  ; j : 1274. Sim : 0.55044866; Baja. 
 rt derechousabana conferencia felicidad bienestar personal laboral andresaljure unisabana cordobama; j : 1275. Sim : 0.42065093; No similar. 
 investigacion cientifica mayores deficiencias eticas labelurl labelurl  ; j : 1276. Sim : 0.53032494; Baja. 
 noticiaun nuevas generaciones leen final christine detrez labelurl dreunal labelurl  ; j : 1277. Sim : 0.12678508; No similar. 
 rt ifaunisabana felicidad encuentro casa jose avila martinez colegios fomento congresodefamilia uni; j : 1278. Sim : 0.51406854; Baja. 
 recuperar amor perdido cristian conen congresodefamilia ifaunisabana labelurl  ; j : 1279. Sim : 0.14105627; No similar. 
 opinion ley bancadas estrategia eficaz labelurl labelurl  ; j : 1280. Sim : 0.3121642; No similar. 
 colombia paises mas crecido mundo produccion cientifica labelurl labelurl  ; j : 1281. Sim : 0.58540744; Baja. 
 mariano lozano facultad filosofia ciencias humanas miembro academia colombiana lengua labelurl  ; j : 1282. Sim : 0.5275551; Baja. 
 oportunidades conexion negocios par empresarios beneficios red labelurl  ; j : 1283. Sim : 0.33416778; No similar. 
 feliz dia directivos profesores estudiantes graduados derechousabana diadelabogado labelurl  ; j : 1284. Sim : 0.5743108; Baja. 
 economia romanticismo querer aportar sociedad carlos medina banco l labelurl  ; j : 1285. Sim : 0.42523408; No similar. 
 rt lorealcolombia 30 dias gran final mundial brandstorm2016 paris bstormofficial lorealcolombia lar; j : 1286. Sim : 0.2007136; No similar. 
 conoce plataforma financia proyectos generen felicidad aldiaconelnova labelurl labelurl  ; j : 1287. Sim : 0.07918403; No similar. 
 eafitenses olviden inscribirse asistir manana socializacion programa colombia cientifica  ; j : 1288. Sim : 0.57339466; Baja. 
 referendo adopcion sustituye constitucion transmision reviva charla completa labelurl  ; j : 1289. Sim : 0.41758335; No similar. 
 celebramos lanzamiento facultad educacion cifeuniandes conozcanla labelurl labelurl  ; j : 1290. Sim : 0.34950408; No similar. 
 noticiaun proyecto can anuncio incluira predios labelurl yodefiendolaunal somosun  ; j : 1291. Sim : 0.24405009; No similar. 
 plebiscito opinion hernanolano eltiempo dia colombia voto primera vez plebiscito labelurl  ; j : 1292. Sim : 0.43343538; No similar. 
 prosody 101 how to improve your accent urrevista labelurl labelurl  ; j : 1293. Sim : 0.28515765; No similar. 
 comunidadun participa nueva edicion premios innovadores menores 35 info labelurl labelurl  ; j : 1294. Sim : 0.33122697; No similar. 
 rt ivanduque tedxudelrosario haciendo pensar futuro diferente labelurl  ; j : 1295. Sim : 0.07010663; No similar. 
 rt wflorizoone university install train to get staff and students out of traffic congestion labelur; j : 1296. Sim : 0.26415783; No similar. 
 pacho1240 universidad emitido ningun comunicado respecto cualquier novedad comunicara medios instit; j : 1297. Sim : 0.26973942; No similar. 
 debe conocer viene entender actua habla manuel sanchez pontifex labelurl  ; j : 1298. Sim : 0.27099857; No similar. 
 rt isvimed lideres nuevas competencias gracias alianza universidad eafit labelurl labelurl  ; j : 1299. Sim : 0.44084382; No similar. 
 conoce mejores propuestas delegaciones munur16 labelurl labelurl  ; j : 1300. Sim : 0.20750853; No similar. 
 biologo dia pierdas visita guiada jardinbotanicob labelurl labelurl  ; j : 1301. Sim : 0.28483105; No similar. 
 corounisabana bienestarsabana da primer paso cantarle papa labelurl labelurl  ; j : 1302. Sim : 0.12219501; No similar. 
 rt facisouniandes buenos dias invitados presentacion libro arte antropologia estudios encuentros nu; j : 1303. Sim : 0.46494344; No similar. 
 profesores medicinasabana comsabana facultad filosofia ciencias humanas ganadores bi labelurl  ; j : 1304. Sim : 0.5121273; Baja. 
 disponible edicion 112 eleafitense conozcan articulos trae nueva edicion ingresando labelurl  ; j : 1305. Sim : 0.26592484; No similar. 
 especial grandes maestros elespectador takeuchi papa matematicas labelurl ignaciomantilla  ; j : 1306. Sim : 0.45762938; No similar. 
 derecho penal trabajo mirada doble via explora relacion derecho penal laboral libros labelurl  ; j : 1307. Sim : 0.37105677; No similar. 
 noticiaun tour cundinamarca nueva herramienta digital conocer depto labelurl labelurl  ; j : 1308. Sim : 0.2167731; No similar. 
 rt timelinetv hoy acompana set timeline abogado docente eafit david suarez tamayo labelurl  ; j : 1309. Sim : 0.42836675; No similar. 
 comienza reunion formacion voluntarios apoyara logistica visita papa labelurl  ; j : 1310. Sim : 0.45661035; No similar. 
 hoyeneafit ceremonias grado felicitaciones nuevos egresados eafitenses labelurl  ; j : 1311. Sim : 0.40363282; No similar. 
 dementescuriosas espacio aprender divertirse eldiegocamargo labelurl labelurl  ; j : 1312. Sim : 0.18324465; No similar. 
 final conflicto debe fortalecer alianza ciudadania empresa humberto calle jefe equipopazgob benefic; j : 1313. Sim : 0.3876417; No similar. 
 orgulloun reflectores oscar escuela cine tv labelurl abrazoserpiente labelurl  ; j : 1314. Sim : 0.3086621; No similar. 
 aplauso mejores teatro bienestarsabana botas gato ganadores ascun1 labelurl labelurl  ; j : 1315. Sim : 0.22175749; No similar. 
 existe trato diferente hombres mujeres empresas labelurl todossomosmujer labelurl  ; j : 1316. Sim : 0.2673517; No similar. 
 papa pertenece hernanolano pontifex seminariospapaunisabana labelurl  ; j : 1317. Sim : 0.16160123; No similar. 
 graduados tambien comparten experiencias muestraempresarial2017 alumnisabana labelurl  ; j : 1318. Sim : 0.49676606; No similar. 
