Modulo nnlm-es-dim128-with-normalization-2
Topicos : andrespardoa colombia analisis portafolioco sistema bancorepublica invitamos tasa hoy corficolombiana inflacion economia via 
 andrespardoa decline in gdp growth or more pressure on external accountsbeyond our baseline scenari; j : 1. Sim : 0.3442866; No similar. 
 conozca inflacion causas mide controla labelurl  ; j : 1472. Sim : 0.22269706; No similar. 
 lepe28 colfondosonline hola lepe28 pediste cesantias  ; j : 1473. Sim : 0.271593; No similar. 
 andrespardoa eeuu feed reduce us10 mil millones inyecciones mensuales liquidez ahora solo inyectara; j : 1474. Sim : 0.3198593; No similar. 
 japon aumenta estimulo monetario segun anticipamos inyectara 80 billones yen ano u750 mil millones ; j : 1475. Sim : 0.3719994; No similar. 
 col ipc ano 727 mensual septiembre 005 vs 032 agosto alimentos continuo bajando 091 labelurl  ; j : 1476. Sim : 0.3734602; No similar. 
 lunes festivo cuentanos sera plannlike cine familianrt montar bici  ; j : 1477. Sim : 0.16818357; No similar. 
 barrancabermeja simbolica historica importante acordado homenaje 10 labelurl  ; j : 1478. Sim : 0.2837131; No similar. 
 momento daremos inicio presentacion equipoporvenir2019 hoy doce atletas apoyam labelurl  ; j : 1479. Sim : 0.1811159; No similar. 
 andrespardoa analisis actual turbulencia mercados emergentes rol colombia tempestad labelurl  ; j : 1480. Sim : 0.5275211; Baja. 
 andrespardoa espejismo normalizacion monetaria global analisis mensual mercado renta fija labelurl ; j : 1481. Sim : 0.44656754; No similar. 
 hola supersonicax numeros n bogota 3820000n barranquilla 3504300n bucaramang labelurl  ; j : 1482. Sim : 0.5273997; Baja. 
 andrespardoa colombia reafirmamos pronosticos cierre 2014 crecimiento pib 5 tasa bancorepublica 475; j : 1483. Sim : 0.6134922; Baja. 
 dcoronell operacion clientelista mover funcionarios procuraduria ecopetrol incremento ordonez anunc; j : 1484. Sim : 0.4591337; No similar. 
 andrespardoa informe mensual deusa publica corficolombiana informe renta fijafeb 7 2014crisis confi; j : 1485. Sim : 0.3465178; No similar. 
 revolucionatuempresa iniciativa individual tipo innovacion empresarial hace referencia poder labelu; j : 1486. Sim : 0.29743958; No similar. 
 cualquier cosa preparado secreto exito henry ford fundador ford  ; j : 1487. Sim : 0.25694695; No similar. 
 libro salud colombia perspectiva regional concluye aunque mejoras indicador labelurl  ; j : 1488. Sim : 0.41444924; No similar. 
 pronosticos equipo tecnico bancorepublica indican finalizar 2017 inflacion ubicara cerca pu labelur; j : 1489. Sim : 0.5066117; Baja. 
 andrespardoa prenden alarmas mayor alza precios llegue nino via larepublicaco labelurl  ; j : 1490. Sim : 0.51128924; Baja. 
 eventosclavedelajornadademanananeeuu 730 ventas minoristas septnchina 2030 inflacion septnco labelu; j : 1491. Sim : 0.30403823; No similar. 
 eventosclavedelajornadaneeuu 0715 cambio contratacion adp agoneeuu 900 ordenes bienes durables labe; j : 1492. Sim : 0.31479695; No similar. 
 andrespardoa principales 10 riesgos mercados emergentes parse the top 10 risk for em investors labe; j : 1493. Sim : 0.38916367; No similar. 
 krcuel respetado senor cuelnlp invitamos registrar consulta sistema atencion ciudadano labelurl  ; j : 1494. Sim : 0.48990303; No similar. 
 andrespardoa hoy esperamos bancorepublica reduzca tasa inter 625 575 analisis portafolioco labelurl; j : 1495. Sim : 0.6632929; Baja. 
 informacion disponible permite equipo tecnico bancorepublica mantener pronostico crecimiento econom; j : 1496. Sim : 0.60050046; Baja. 
 andrespardoa colombia minutas bancorepublica miembros creen crecimiento potencial pib mas alto esti; j : 1497. Sim : 0.53552777; Baja. 
 sfcsupervisor sistema financiero colombiano cuenta niveles estabilidad adecuados septiembre ano cap; j : 1498. Sim : 0.49692807; No similar. 
 eventosclavedelajornadademanananzona euro inflacionnee uu peticiones desempleo njapon produccion la; j : 1499. Sim : 0.4396303; No similar. 
 arranca presentacion libro ensayos crecimiento economico colombia editado adolfomeisel labelurl  ; j : 1500. Sim : 0.48526496; No similar. 
 andrespardoa sondeo reuters 30 36 analistas ven alza tasa inter bancorepublica 375 viernes 6 estabi; j : 1501. Sim : 0.5378722; Baja. 
 factor explican comportamiento favorable precios consumidor seria amplia of labelurl  ; j : 1502. Sim : 0.18644471; No similar. 
 andrespardoa amplia liquidez global mas tiempo japon expandira inyecciones mensuales yen detalles c; j : 1503. Sim : 0.41349998; No similar. 
 andrespardoa gerente bancorepublica dice q baja inflacion debe principalmente choques oferta tempor; j : 1504. Sim : 0.4736819; No similar. 
 enriquefragozom juliocherrera juanjoz18 directvco bancosaval hola enriquefragozom queremos ayudarte; j : 1505. Sim : 0.37436342; No similar. 
 eventosclavedelajornadademanananeeuu 830 ventas minoristas octncolombia 1000 pib 3t labelurl  ; j : 1506. Sim : 0.26718938; No similar. 
 ibajaime davidbarguil urregojavier alaluzpublica1 mauriciov1470 pycnoticias sfcsupervisor hola ibaj; j : 1507. Sim : 0.32914498; No similar. 
 carnaval permitira disfrutar gastronomia region sabores indigenas africanos  ; j : 1508. Sim : 0.4321544; No similar. 
 eventosclavedelajornadademanananee uu 1000 indice manufacturero richmond fedninformediariodemercado; j : 1509. Sim : 0.49464825; No similar. 
 bandrespardoa colombia manito irak precio dolar labelurl via eltiempo comentarios  ; j : 1510. Sim : 0.5975087; Baja. 
 andrespardoa colombia vallejo codirector emisor cree tasa natural real eeuu cerca 15 cree colombia ; j : 1511. Sim : 0.45056143; No similar. 
 andrespardoa importa decision hoy eurozona otorgar mas liquidezporque genera mas presion revaluacio; j : 1512. Sim : 0.4887451; No similar. 
 bandrespardoa hace mas 6 meses expectativa q moodys subiria calificacion colombia 2do semestre ver ; j : 1513. Sim : 0.5469473; Baja. 
 andrespardoa analisis decision bancorepublica elevar tasa inter 450 viernes pasado labelurl  ; j : 1514. Sim : 0.6251857; Baja. 
 top 3 impacto economicoinventarios petroleo eeuu disminuyeron mas esperadobanco central bras labelu; j : 1515. Sim : 0.40445483; No similar. 
 andrespardoa mercados esperan nino apuestas alza commodities labelurl via wsjamericas  ; j : 1516. Sim : 0.51427466; Baja. 
 bandrespardoa americaeconomia moodys considera medidas adoptadas bce positivas labelurl creemos  ; j : 1517. Sim : 0.2426666; No similar. 
 jaocampo inflacion absorbido 3 choques adversos fuerte devaluacion efectos nino aumento iva espera ; j : 1518. Sim : 0.40573415; No similar. 
 andrespardoa colombia pronostico crecimiento pib 2014 sigue 5 mantenemos ano pasado siempre sido su; j : 1519. Sim : 0.5370014; Baja. 
 esperamos amorosos hilos tweet olvides etiquetar bancosaval n usar frase labelurl  ; j : 1520. Sim : 0.19358629; No similar. 
 bel proyecto regulacion tasa cambio representativa mercado trm registro operaciones divisas labelur; j : 1521. Sim : 0.49964392; No similar. 
 jaocampo inflacion colombia absorbido tres choques adversos fuerte devaluacion efectos nino aum lab; j : 1522. Sim : 0.42596498; No similar. 
 cadaviddiego thebautte disfrutan todas experiencias zona vip storylandconaval vive ma labelurl  ; j : 1523. Sim : 0.19708411; No similar. 
 andrespardoa embargo descartar nuevos aumentos tasa inter bancorepublica analisis labelurl  ; j : 1524. Sim : 0.51189715; Baja. 
 eventosclavedelajornadademanananzona euro 1000 confianza consumidor novneeuu dia accion graci label; j : 1525. Sim : 0.4955437; No similar. 
 colombia inflacion mensual 048 junio linea expectativa 042 inflacion anual subio 820 860  ; j : 1526. Sim : 0.5945662; Baja. 
 agradecemos todas personas acompanaron transmision vivo conversatorio porvenir kapit labelurl  ; j : 1527. Sim : 0.3132144; No similar. 
 podersinsecreto fondosdepension infopresidencia hola alvaro primera hoja extracto cambio labelurl  ; j : 1528. Sim : 0.24198125; No similar. 
 andrespardoa colombia hoy danecolombia publica nuevo indicador seguimiento economia ise breve descr; j : 1529. Sim : 0.65495056; Baja. 
 andrespardoa colombia bancorepublica sube tasa inter 375 4 linea expectativas debajo nuestr  ; j : 1530. Sim : 0.6133677; Baja. 
 actualidadrt empleados zara esconden mensajes ropa protesta precarias condiciones laborales labelur; j : 1531. Sim : 0.06343741; No similar. 
 maltescut1 ecopetrol empresa rentable economica socialmentex tal db venderse propone consejogremial; j : 1532. Sim : 0.43547973; No similar. 
 descanso navideno analisis director ejecutivo andrespardoa portafolioco politica monetaria labelurl; j : 1533. Sim : 0.55054444; Baja. 
 andrespardoa columna portafolioco mas lento ritmo aumentos tasas inter eeuu labelurl http  ; j : 1534. Sim : 0.60551906; Baja. 
 eeuu dale mas gasolina columna opinion director ejecutivo andrespardoa portafolioco labelurl  ; j : 1535. Sim : 0.5277788; Baja. 
 eventosclavedelajornadademanananee uu 830 indice actividad nacional chicago ninformediariodemercado; j : 1536. Sim : 0.46069023; No similar. 
 sera nueva reforma tributarianmauricio reina investigador asociado fedesarrollo comparte pers label; j : 1537. Sim : 0.25415227; No similar. 
 datos economia bogota primer trimestre registro menor ritmo actividad industrial  ; j : 1538. Sim : 0.48484796; No similar. 
 rusia arabia saudita debutan mejor economia ganara sigue mas encuentros economicos labelurl  ; j : 1539. Sim : 0.48627922; No similar. 
 manana sabado 830 p m 930 p m realiza lahoradelplaneta participe apagando luces elect labelurl  ; j : 1540. Sim : 0.2308477; No similar. 
 publicaciones borradordeeconomia 1030 jhon edwar torres juan pablo cote cuentacorriente tasadecambi; j : 1541. Sim : 0.25981173; No similar. 
 andrespardoa gran informe anual perspectivas economicas 2017 ajuste cuentas ajustedecuentas labelur; j : 1542. Sim : 0.42809874; No similar. 
 realizamos breve analisis situacion actual sistema financiero 10 bancos mas grandes conozca nue lab; j : 1543. Sim : 0.52279574; Baja. 
 andrespardoa evidente inicio reduccion qe3 resulte nuevos aumentos tasas bonos tesoro l  ; j : 1544. Sim : 0.3981698; No similar. 
 aniffedesarrollo acuerdo departamento investigaciones economicas banco bogota economia nacional lab; j : 1545. Sim : 0.61402446; Baja. 
 revistadinero actualidad nuevo billete 2000 circulara partir 29 noviembre  ; j : 1546. Sim : 0.081072666; No similar. 
 andrespardoa recomendada entrevista zuluagacamila ministro hacienda mauriciocard elespectador label; j : 1547. Sim : 0.29234704; No similar. 
 fbncardona lapullaoficial juanamaya23 elespectador eltiempo lasillavacia hola fbncardona extracto l; j : 1548. Sim : 0.40542918; No similar. 
 reddecordobeses minhacienda mauriciocard invitamos registrar queja sistema atencion ciu labelurl  ; j : 1549. Sim : 0.41651887; No similar. 
 andrespardoa subastas tes control monetario colombia seran 300 mil millones pesos semanales mitad n; j : 1550. Sim : 0.39445084; No similar. 
 santamarta deben priorizar inversiones educacion vivienda acueducto alcantarillado empleo costo lab; j : 1551. Sim : 0.35417455; No similar. 
 juliocromeroa colombia hoy decision politica monetaria corficolombiana esperamos banco republica ma; j : 1552. Sim : 0.7064516; Media. 
 mariovalencia01 reformapensional gasto pensional colombia tan alto sistema privado siendo insosteni; j : 1553. Sim : 0.38756466; No similar. 
 ee uu tasa desempleo retrocedio debajo 40 aumentos salariales mantuvieron ritmo labelurl  ; j : 1554. Sim : 0.3836135; No similar. 
 revistadinero top 5 ecosistemas mas solidos emprendimiento innovacion colombia  ; j : 1555. Sim : 0.50991714; Baja. 
 andrespardoa tal retiro liquidez parte paises avanzados existe analisis portafolioco labelurl  ; j : 1556. Sim : 0.49848947; No similar. 
 agradecemos todas personas acompanaron conversatorio porvenir kapital ciudad cali labelurl  ; j : 1557. Sim : 0.3989333; No similar. 
 andrespardoa colombia segun anticipamos rapida recuperacion inflacion tiempo fin 2013 paso 17 nov  ; j : 1558. Sim : 0.6572672; Baja. 
 beste proyecto regulacion tasa cambio representativa mercado trm registro operaciones labelurl  ; j : 1559. Sim : 0.48696914; No similar. 
 informealcongreso bancorepublica deja claro politica monetaria aun debe ser prudente fin conti labe; j : 1560. Sim : 0.4296304; No similar. 
 andrespardoa tasa inter mantendria 3 25 pese riesgo salida capitales labelurl via  ; j : 1561. Sim : 0.5564491; Baja. 
 economista jefe juliocromeroa comenta evidencia repunte economia colombiana aunque l labelurl  ; j : 1562. Sim : 0.35559303; No similar. 
 andrespardoa banco central europeo mantiene tasa inter referencia 025 ahora espera conferencia pren; j : 1563. Sim : 0.434501; No similar. 
 andrespardoa explicando claro estimacion inversion extranjera efecto jpmorgan sobredimensionada htt; j : 1564. Sim : 0.4794478; No similar. 
 reportesdelemisor economia region noroccidente repunto 3t2018 antioquia demanda interna mejoro c la; j : 1565. Sim : 0.59249914; Baja. 
 ano sonidos caribecolombianos tomaran tercer escenario storylandconaval compra boletas labelurl  ; j : 1566. Sim : 0.20547338; No similar. 
 unipaznoticias hace reconteo solicitado reclamantes proceso electoral dado garantias d labelurl  ; j : 1567. Sim : 0.29267052; No similar. 
 andrespardoa banco central europeo planea combatir deflacion compra bonos labelurl via larepublicac; j : 1568. Sim : 0.501497; Baja. 
 investigacionesbanrep borrador economia 1062 analiza efecto variaciones tasa cambio r labelurl  ; j : 1569. Sim : 0.3871122; No similar. 
 andrespardoa convence tesis d miembros d bancorepublica q pib potencial podria ser mayor analisis p; j : 1570. Sim : 0.62858397; Baja. 
 revistadinero empresariosdineroun lider forma jefe da ordenes gerente exito  ; j : 1571. Sim : 0.29543066; No similar. 
 hoy inicia festivalvallenato varios ninos empiezan sembrar futuro dandole musica va labelurl  ; j : 1572. Sim : 0.29234174; No similar. 
 ser pilo paga columna analisis director ejecutivo andrespardoa economista jefe labelurl  ; j : 1573. Sim : 0.28712088; No similar. 
 sabiasque mercado financiero define mundo rodea ello abierto bcooccidentemd par labelurl  ; j : 1574. Sim : 0.21263784; No similar. 
 andrespardoa japon subio impuesto ventas economia resintioque hacer respecto labelurl labelurl  ; j : 1575. Sim : 0.48828107; No similar. 
 andrespardoa afectan nuevas estimaciones fiscales financiamiento 20142015 mercado deuda publica ana; j : 1576. Sim : 0.47667095; No similar. 
 andrespardoa colombia viene nueva reforma tributaria labelurl via revistasemana  ; j : 1577. Sim : 0.5695901; Baja. 
 1leoone invitamos revise alianzas beneficios labelurl  ; j : 1578. Sim : 0.24314928; No similar. 
 andrespardoa bancorepublica cree q brecha producto casi cerroentonces debe retirar estimulo monetar; j : 1579. Sim : 0.59386265; Baja. 
 top3deimpactoeconomicon1actividad economica eeuu crecio menor ritmon2inflacion japonen agosto label; j : 1580. Sim : 0.41985536; No similar. 
 eventosclavedelajornadademananan zona euro 500 inflacionncolombia reunion politica monetaria banrep; j : 1581. Sim : 0.46135736; No similar. 
 precios consumidor unidos subieron mas previsto enero debido costos vestim labelurl  ; j : 1582. Sim : 0.21432613; No similar. 
 andrespardoa argentina dolar paralelo rompiendo nivel record frente tasa oficial 682 pesos dolar do; j : 1583. Sim : 0.54890823; Baja. 
 andrespardoa colombia bonos locales gubernamentales desvalorizan anuncios mayor emision 2014 labelu; j : 1584. Sim : 0.568838; Baja. 
 eventosclavedelajornadademananan ee uu 830 inflacionninformediariodemercado aqui  ; j : 1585. Sim : 0.31160507; No similar. 
 andrespardoa banrepublica hizo bien comenzar subir tasas inter hizo mal dar senales correctas anali; j : 1586. Sim : 0.3833017; No similar. 
 elijan cancion noche ht stonescolombia queremos let it bleed labelurl  ; j : 1587. Sim : 0.33092207; No similar. 
 andrespardoa mercados emergentes recuperan labelurl via wsjcentralbanks veiamos repunte fuerte mone; j : 1588. Sim : 0.36469135; No similar. 
 fedcar89 reinamauricio respetado federico charlasbanrep nuevo producto audiovisual bancorepublica l; j : 1589. Sim : 0.31567726; No similar. 
 ingrese labelurl enterese situacion actual mercado laboral colombia labelurl  ; j : 1590. Sim : 0.48256665; No similar. 
 eventosclavedelajornadancolombia 1000 exportaciones julneeuu dia trabajo mercado estadounidense cer; j : 1591. Sim : 0.41046938; No similar. 
 andrespardoa banco central meta inflacion mayor 0 acaso mejor q inflacion aqui explico htt  ; j : 1592. Sim : 0.56219494; Baja. 
 foro online corficolombiana gerardohernandez dijo sector financiero pesar cambio ciclo labelurl  ; j : 1593. Sim : 0.33972374; No similar. 
 andrespardoa eeuu ultima vez economia registro contraccion mayor 1er trimestre recesion  ; j : 1594. Sim : 0.624139; Baja. 
 andrespardoa colombia analisis mensual va inflacion pronostico marzo 027 mm 238 aa  ; j : 1595. Sim : 0.6249142; Baja. 
 andrespardoa colombia mayor entrada flujos ajustes indices jpmorgan mejora caso acumular mas reserv; j : 1596. Sim : 0.4672399; No similar. 
 mafecarrascal eeuu exporto promovio modelo fallido criminalizacion uso drogas incluyendo marihuana ; j : 1597. Sim : 0.40557688; No similar. 
 andrespardoa colombia recaudo impuestos va tiro labelurl via revistadinero aunque parte debe  ; j : 1598. Sim : 0.51961714; Baja. 
 andrespardoa hoy 11 be publican datos pib lado demanda  ; j : 1599. Sim : 0.4808274; No similar. 
 eventosclavedelajornadademanananeeuu 0730 crecimiento pib 3tneeuu 0900 indicador sentimiento labelu; j : 1600. Sim : 0.3689359; No similar. 
 andrespardoa colombia pronosticos crecimiento economico rubro 4to trimestre 2013 datos publican hoy; j : 1601. Sim : 0.66027004; Baja. 
 andrespardoa cree q hara bancorepublica viernes expectativa 1 labelurl 2 labelurl  ; j : 1602. Sim : 0.42528185; No similar. 
 eventosclavedelajornadanzona euro 330 confianza inversor sentix octnjapon 1850 balanza comercial la; j : 1603. Sim : 0.28795698; No similar. 
 teresitams retweeted dataifx dataifxnnimportante mercado cientos empleados ecopetrol entraron paro ; j : 1604. Sim : 0.3885519; No similar. 
 andrespardoa colombia reduccion ingresos petroleros puede incidir comportamiento demanda interna ba; j : 1605. Sim : 0.5805703; Baja. 
 andrespardoa manana esperamos q feed reduzca us10 mil millones inyecciones mensuales liquidez ahora; j : 1606. Sim : 0.43009484; No similar. 
 frasedeldia si deseas tener exito busca nuevos caminos lugar recorrer caminos tradicionales exito l; j : 1607. Sim : 0.3387401; No similar. 
 bandrespardoa viene mas estimulo japon tal retiro liquidez global marketwatch japan industrial prod; j : 1608. Sim : 0.47364464; No similar. 
 andrespardoa colombia tesoro reiniciara compra dolares medida necesario dice ministro hacienda maur; j : 1609. Sim : 0.4884519; No similar. 
 quedan pocos cupos seminario internacional alternativas reforma pensional colombia realizara labelu; j : 1610. Sim : 0.36974582; No similar. 
 relacion crecimiento economia juanjoseechavarria dice peor paso prueba ello labelurl  ; j : 1611. Sim : 0.4236848; No similar. 
 mashirafael felicitaciones andres manuel lopez obrador nuevo presidente mexico lindo querido victor; j : 1612. Sim : 0.2392739; No similar. 
 bespebanrep articulo estres fiscal zona euro evidencia partir modelo estructural mone labelurl  ; j : 1613. Sim : 0.33914325; No similar. 
 tipfinanciero comprar vivienda busca tasas inter acomoden bolsillo cuotas ajusten presupuesto  ; j : 1614. Sim : 0.2395099; No similar. 
 hoy honramos memoria companero rafael jaimes botellita exdirigente sindical usofrenteobrero asesin ; j : 1615. Sim : 0.23257862; No similar. 
 andrespardoa analisis semana 4 nuevos instrumentos extranjeros invierten deuda publica colombiana g; j : 1616. Sim : 0.41378817; No similar. 
 bandrespardoa moodys sube calificacion riesgo colombia baa3 baa2 segun anticipamos diciembre 2013 v; j : 1617. Sim : 0.58923167; Baja. 
 jennboshell gente encanta color luces musica fuerza bruta regalo 2x1 bancosaval fuerzaco  ; j : 1618. Sim : 0.2401665; No similar. 
 acuerdo reporte perspectivas economia mundial publicado fondo monetario internacional fm labelurl  ; j : 1619. Sim : 0.40047878; No similar. 
 rechazamos rotundamente hechos denunciados cut subdirectiva antioquia sintravidricol actuaci labelu; j : 1620. Sim : 0.123074636; No similar. 
 eventosclavedelajornadademanananee uu ventas minoristasn ee uu inventarios crudon colombia ind labe; j : 1621. Sim : 0.45682472; No similar. 
 recuerda conectarte hoy 1000 be facebook live incpcol hablando reforma tributa labelurl  ; j : 1622. Sim : 0.36757097; No similar. 
 andrespardoa mas detalles expectativa bancorepublica comience subir tasas julioaqui columna hoy  ; j : 1623. Sim : 0.48392376; No similar. 
 andrespardoa colombia indice confianza consumidor fedesarrollo desplomo enero nivel mas bajo 2002 l; j : 1624. Sim : 0.531978; Baja. 
 eventosclavedelajornadademananan zona euro 0500 confianza economica novneeuu 1400 minutas polit lab; j : 1625. Sim : 0.40829718; No similar. 
 andrespardoa colombia dolar abriendo mas 10 pesos debajo cierre viernes respondiendo incremento tas; j : 1626. Sim : 0.48789823; No similar. 
 planetaazul sustituye bolsas plastico bolsas reutilizables puedes comprar mayoria supermercados  ; j : 1627. Sim : 0.2710711; No similar. 
 andrespardoa analisis detallado lenguaje feed concluye inicio normalizacion tasas eeuu aun lejano h; j : 1628. Sim : 0.46215773; No similar. 
 alimentos arrastra inflacion baja variacion 154 ago vs 111 jul col ipc yoy 810 labelurl  ; j : 1629. Sim : 0.55538636; Baja. 
 andrespardoa colombia segun raddarckgcompras hogares crecieron 138 febla expansion anual mas alta d; j : 1630. Sim : 0.6071546; Baja. 
 buen emergente analisis corficolombiana portafolioco andrespardoa juliocromeroa labelurl  ; j : 1631. Sim : 0.52226394; Baja. 
 hotelesestelar reserva cartagena incluido super descuento miercolesestelar labelurl labelurl  ; j : 1632. Sim : 0.26335433; No similar. 
 andrespardoa colombia inversion obras civiles crecio 254 1er trimestre 2014 pib construccion habria; j : 1633. Sim : 0.647195; Baja. 
 asi terminamos semana educacionfinanciera proposito ensenar jovenes ninos acerca im labelurl  ; j : 1634. Sim : 0.5458934; Baja. 
 andrespardoa eurozona nuevas proyecciones economicas 2014 equipo tecnico banco central europeo pib ; j : 1635. Sim : 0.58492655; Baja. 
 festereopicnic primera frase encuentres definira 2019  ; j : 1636. Sim : 0.23390134; No similar. 
 conectese stream hablaremos perspectivas economicas politicas relacion contexto labelurl  ; j : 1637. Sim : 0.517793; Baja. 
 si buscando potenciar impulsar empresa productos factor unidirecto indicados labelurl  ; j : 1638. Sim : 0.15523358; No similar. 
 miercoles diciembre 6 2017 foro online lanzamiento gran informe anual perspectivas2018 labelurl  ; j : 1639. Sim : 0.32832107; No similar. 
 top3deimpactoeconomicon1banco central europeo mantiene inalterada politica monetarian2indicadores c; j : 1640. Sim : 0.34594092; No similar. 
 codirector banco joseantonioocampo afirma tasa cambio competitiva aunque tend labelurl  ; j : 1641. Sim : 0.18100877; No similar. 
 palmaedwin llevamos esperando meses mintrabajocol convoque varios tribunales usofrenteobreronnpero ; j : 1642. Sim : 0.17160268; No similar. 
 manana diciembre 6 2017 conectese foro online lanzamiento gran informe anual labelurl  ; j : 1643. Sim : 0.31381455; No similar. 
 recuperacion marchande acuerdo estimaciones economia colombiana habria expandido tasa labelurl  ; j : 1644. Sim : 0.55300206; Baja. 
 par sonar respaldamos puedas construir segundo piso remodelar pr labelurl  ; j : 1645. Sim : 0.1369668; No similar. 
 top3deimpactoeconomicon1confianza consumidor colombia retrocedio moderadamenten2arabia investigara ; j : 1646. Sim : 0.34876677; No similar. 
 eventosclavedelajornadademanananeeuu 915 produccion industrial octncolombia 1000 confianza labelurl; j : 1647. Sim : 0.35651085; No similar. 
 repunte reencauchado analisis corficolombiana portafolioco andrespardoa salcedocarmen labelurl  ; j : 1648. Sim : 0.5356542; Baja. 
 levantando viejas banderas lucha sector financiero colombiano humano  ; j : 1649. Sim : 0.13550286; No similar. 
 reforma tiempos deficitanalisis corficolombiana portafolioco andrespardoa salcedocarmen labelurl  ; j : 1650. Sim : 0.34378102; No similar. 
 siga partir 800 be transmision vivo seminario internacional alternativas reforma pensio labelurl  ; j : 1651. Sim : 0.40544468; No similar. 
 andrespardoa analisis semana perder ganar labelurl eurozona urgencia combat  ; j : 1652. Sim : 0.3937894; No similar. 
 andrespardoa buenos fundamentales siguen impulsando mayor ingreso egreso divisas colombia analisis ; j : 1653. Sim : 0.55063623; Baja. 
 andrespardoa 6 fmi bajo pronostico crecimiento pib mexico 2014 3 24 esperabamos bajaran 25  ; j : 1654. Sim : 0.44300434; No similar. 
 porvenir cuenta impacto economia global posesion donaldtrump presidente eeuu labelurl  ; j : 1655. Sim : 0.5027282; Baja. 
 andrespardoa presentacion foro rompecabezas fiscal deficit reforma tributaria elrompecabezas labelu; j : 1656. Sim : 0.5851093; Baja. 
 asi finalizamos evento perspectivas economicas reinamauricio ravilapinto miguel largacha labelurl  ; j : 1657. Sim : 0.56053144; Baja. 
 asi publico analisis portafolioco menos pib mas deficit andrespardoa labelurl labelurl  ; j : 1658. Sim : 0.6532216; Baja. 
 conoce valor mensual pagaras prestamo inter simulador credito facil labelurl  ; j : 1659. Sim : 0.50606006; Baja. 
 catherinecruzb siempre puede yodecidiavanzar prevencion frente cancer seguro bancosaval labelurl  ; j : 1660. Sim : 0.5040499; Baja. 
 comunicado 004nsectores sociales sindicales barranquilla zonacerocom zonaceronoticias labelurl  ; j : 1661. Sim : 0.30614462; No similar. 
 wwpwr colombiahist invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 1662. Sim : 0.40168658; No similar. 
 endeudamiento petrolero analisis corficolombiana portafolioco andrespardoa salcedocarmen labelurl  ; j : 1663. Sim : 0.5652731; Baja. 
 cada caso unico equivocarte mejor solicita dobleasesoria expertos labelurl  ; j : 1664. Sim : 0.21247208; No similar. 
 andrespardoa eurozona economia crecio 02 1er trimestre 2014 vs 04 esperado decepciona aumenta proba; j : 1665. Sim : 0.52292955; Baja. 
 andrespardoa analisis portafolioco buenos datos pib colombia rezago politica monetaria local http  ; j : 1666. Sim : 0.7641423; Media. 
 andrespardoa colombia operacion manejo deuda genera menor pago amortizaciones 911 mil millones gobi; j : 1667. Sim : 0.47211906; No similar. 
 sabias tradiciones fin ano cambiado labelurl  ; j : 1668. Sim : 0.24425825; No similar. 
 acerca fin ano regalos vacaciones mas gastos daran espera conoce 3 reglas poder cumpl labelurl  ; j : 1669. Sim : 0.34806353; No similar. 
 cierre casagrandecarib artista colombiano carlosvives opinion potencialidades retos labelurl  ; j : 1670. Sim : 0.28509033; No similar. 
 ademas cumplir fundamental notificar novedades empleados sigue stream labelurl  ; j : 1671. Sim : 0.24993141; No similar. 
 consulta calendario impuestos nacionales mes octubre relajate paga linea entra aqui labelurl  ; j : 1672. Sim : 0.4165928; No similar. 
 manten impuestos dia consulta calendario tributario mes septiembre ingresa labelurl  ; j : 1673. Sim : 0.39640945; No similar. 
 andrespardoa analisis nuevas medidas estimulo monetario eurozona conclusion vendran mas estimulos l; j : 1674. Sim : 0.61690265; Baja. 
 top3deimpactoeconomicon1actividad manufacturera zona euro contrae febn2actividad manufacturera labe; j : 1675. Sim : 0.21124686; No similar. 
 lilivasquez7 lilivasquez7 lamentamos informas favor escribe queja formulario labelurl  ; j : 1676. Sim : 0.23825254; No similar. 
 ppradio919 segunda hora une equipo analistas andrespardoa gerente investigaciones economicas corfic; j : 1677. Sim : 0.38604584; No similar. 
 andrespardoa hablando coyuntura economica mercados manana ppradio919 javeriana919fm minuto 15 http ; j : 1678. Sim : 0.614252; Baja. 
 usofrenteobrero ecopetrolsa modelo evaluacion desempeno unilateral subjetivo permite arbitrariedadn; j : 1679. Sim : 0.38703552; No similar. 
 andrespardoa 5 fmi bajo pronostico crecimiento pib brasil 2014 19 13 esperabamos bajaran 1  ; j : 1680. Sim : 0.49062887; No similar. 
 acuerdo reporte empleo departamento trabajo unidos abril creacion nominas labelurl  ; j : 1681. Sim : 0.4048996; No similar. 
 andrespardoa colombia minutas bancorepublicala junta cree q alza tasas requiere xa moderar acumulac; j : 1682. Sim : 0.50495267; Baja. 
 andrespardoa amplia liquidez global mas tiempo minutas feed eeuu sesgo bajista detalles columna hoy; j : 1683. Sim : 0.4047389; No similar. 
 andrespardoa colombia inflacion mayo 048 292 anual vs expectativa 036 esperamos bancorepublica elev; j : 1684. Sim : 0.6508068; Baja. 
 porfiospino guillermobotero invitamos registrar peticion sistema atencion ciudadano labelurl  ; j : 1685. Sim : 0.4862517; No similar. 
 cecastaneda ivanduque responda si acepta propuesta empresariado consejogremial entregue iguana  ; j : 1686. Sim : 0.16150483; No similar. 
 nuevo video banrep educa sacara dudas abrir cerrar ojos controlar inflacion labelurl  ; j : 1687. Sim : 0.1631306; No similar. 
