Modulo nnlm-es-dim128-with-normalization-2
Topicos : favor gracias mensaje cuentanos escribirnos detalles dm directo ayudarte caso ocurrido atentos quedamos 
 colcapital so happy to have our special guest ralphsimon1 in our annual assembly colcapital with th; j : 1. Sim : 0.10214474; No similar. 
 andrespatvelez acompanarte si inquietudes adicionales dudes escribirnos  ; j : 2745. Sim : 0.5045112; Baja. 
 nanchosanabria acompanarte si inquietudes adicionales dudes escribirnos  ; j : 2746. Sim : 0.48450017; No similar. 
 megaguanare hola megaguanare enviamos mensaje directo toda informacion  ; j : 2747. Sim : 0.5362311; Baja. 
 shirleyricom animate cuentanos traves inbox producto inconveniente labelurl  ; j : 2748. Sim : 0.4958468; No similar. 
 inicia presentacion reporte estabilidad financiera reportesdelemisor vealo canal labelurl  ; j : 2749. Sim : 0.34791544; No similar. 
 camilopenat acompanarte si inquietudes adicionales dudes escribirnos  ; j : 2750. Sim : 0.54165035; Baja. 
 manchutress hola dejanos datos dm hacer seguimiento caso  ; j : 2751. Sim : 0.6171923; Baja. 
 primerahoracol canal1colombia alaire gerente general juanjoseechavarria primerahoracol labelurl  ; j : 2752. Sim : 0.17454587; No similar. 
 portillaeli hola luis gracias ponerte contacto podemos ayudar  ; j : 2753. Sim : 0.57368183; Baja. 
 fresamalvada1 hola rosa cuentanos ocurrio poder colaborarte saludos  ; j : 2754. Sim : 0.39666846; No similar. 
 jcamilomalagon hola camilo manejando consulta dm feliz dia  ; j : 2755. Sim : 0.40755782; No similar. 
 andresvelosa hola andresvelosa comunicaremos medio mensaje directo contigo  ; j : 2756. Sim : 0.53399163; Baja. 
 hola moscosolopera puedes contarnos caso darte soluciones saludos  ; j : 2757. Sim : 0.5494663; Baja. 
 vibanez9 hola dejanos datos dm hacer seguimiento saludos  ; j : 2758. Sim : 0.5985055; Baja. 
 cuchoagudelo hola favor dejanos datos hacer reporte saludos  ; j : 2759. Sim : 0.5808257; Baja. 
 hola paulhernanb lamentamos sucedido pasaremos reporte mejorar servicio  ; j : 2760. Sim : 0.5478481; Baja. 
 pantuflash camilo respondimos medio dm quedamos atentos  ; j : 2761. Sim : 0.51324177; Baja. 
 conviertete persona atraiga losresultadosque buscas jim cathcart  ; j : 2762. Sim : 0.32416338; No similar. 
 hola paradajairo dado respuesta via mensaje privado saludos  ; j : 2763. Sim : 0.54918677; Baja. 
 felipeflorparra hola colaborarte favor comunicate servicio videollamada labelurl saludos  ; j : 2764. Sim : 0.4645452; No similar. 
 anamariamt94 hola ana maria cuentanos dm inconveniente saludos  ; j : 2765. Sim : 0.51673776; Baja. 
 pipiule sfcsupervisor carlos manana escribimos dm saludos  ; j : 2766. Sim : 0.3911672; No similar. 
 evento recuerde cita manana medellin seminariodeeconomia 197 labelurl labelurl  ; j : 2767. Sim : 0.18949242; No similar. 
 glori80531887 hola gloria vamos comunicar mensaje directo contigo  ; j : 2768. Sim : 0.6315226; Baja. 
 conozca presentacion joseantonioocampo realizada uexternado siguiente vinculo labelurl  ; j : 2769. Sim : 0.3769729; No similar. 
 juani7abanana mellamopraga respetada juani7abanana importante conocer mas acerca s labelurl  ; j : 2770. Sim : 0.23500498; No similar. 
 corzosilvia luchogarzon adrianmagnoli canal estan dando noticiero  ; j : 2771. Sim : 0.16068731; No similar. 
 666sulfur cupos disponibles asignados participe canal stream labelurl  ; j : 2772. Sim : 0.34218097; No similar. 
 danielespaol hola daniel pendientes si llegas necesitar saludos  ; j : 2773. Sim : 0.47136474; No similar. 
 ivonnewrites dejanos datos dm hacer reporte saludos  ; j : 2774. Sim : 0.50299394; Baja. 
 juanjoseechavarria gerente bancorepublica finaliza presentacion informesobreinflacion conozca i lab; j : 2775. Sim : 0.26236764; No similar. 
 caricioperez fondosdepension hola mauricio comunicaremos mensaje directo contigo  ; j : 2776. Sim : 0.6372025; Baja. 
 codirector joseantonioocampo participo catedra macroeconomia organizada unijaveriana labelurl  ; j : 2777. Sim : 0.12398267; No similar. 
 gerente bancorepublica juanjoseechavarria inicia presentacion informesobreinflacion correspondie la; j : 2778. Sim : 0.27006233; No similar. 
 arturoporras569 permitimos informarle bancorepublica organo naturaleza unica labelurl  ; j : 2779. Sim : 0.2890569; No similar. 
 paticoazul diana validando datos persona respuesta notificaremos  ; j : 2780. Sim : 0.5309765; Baja. 
 bancorepublica gerente juanjoseechevarria felicitan ganadores provenientes universidad labelurl  ; j : 2781. Sim : 0.16453874; No similar. 
 marytobon2 mary gracias permitirnos servirte excelente dia  ; j : 2782. Sim : 0.40027827; No similar. 
 kardo712 ricardo gracias permitirnos servirte excelente dia  ; j : 2783. Sim : 0.42160985; No similar. 
 evento recuerde cita manana bogota seminariodeeconomia 496 labelurl labelurl  ; j : 2784. Sim : 0.23023109; No similar. 
 pierda evento bancorepublica diancolombia vealo canal stream labelurl  ; j : 2785. Sim : 0.26004767; No similar. 
 evento recuerde cita manana bogota seminariodeeconomia 498 labelurl labelurl  ; j : 2786. Sim : 0.27342516; No similar. 
 evento recuerde cita manana bogota seminariodeeconomia 499 labelurl labelurl  ; j : 2787. Sim : 0.21856791; No similar. 
 pierda evento bancorepublica diancolombia vealo canal stream labelurl  ; j : 2788. Sim : 0.26004767; No similar. 
 evento recuerde cita manana bogota seminariodeeconomia 506 labelurl labelurl  ; j : 2789. Sim : 0.22506516; No similar. 
 evento recuerde cita manana bogota seminariodeeconomia 504 labelurl labelurl  ; j : 2790. Sim : 0.2271236; No similar. 
 breve alaire gerente general juanjoseechavarria primerahoracol canal1colombia labelurl  ; j : 2791. Sim : 0.20758955; No similar. 
 hola conquienhablo incialmente puedes interponer queja siguiente enlace labelurl  ; j : 2792. Sim : 0.5294181; Baja. 
 alexavellaneda puedes contar detalles via dm gracias  ; j : 2793. Sim : 0.55642605; Baja. 
 arquitectoab gnavastalero sfcsupervisor hola arquitectoab gracias escribirnos bancodebogota labelur; j : 2794. Sim : 0.46579787; No similar. 
 rintham29 tuitbdb hola recuerda servicio presta mensaje directo labelurl  ; j : 2795. Sim : 0.4445044; No similar. 
 adolfomeisel luisarmandogalvis conversan reflexionan economia caribecolombiano economia labelurl  ; j : 2796. Sim : 0.26269677; No similar. 
 juegue dinero invertir criptomonedas informese conozca riesgos labelurl  ; j : 2797. Sim : 0.27650425; No similar. 
 itsnotformemo hola itsnotformemo gracias comunicarte enlace labelurl puedes consulta labelurl  ; j : 2798. Sim : 0.43258393; No similar. 
 conozca presentacion realizada joseantonioocampo realizada hoy unijaveriana labelurl  ; j : 2799. Sim : 0.1937954; No similar. 
 hola drumsoverbogota cilomeca queremos conocer motivos comentarios ayudarles  ; j : 2800. Sim : 0.5613916; Baja. 
 bluciasalazar gracias lucia caso encuentra area encargada  ; j : 2801. Sim : 0.27703795; No similar. 
 doblepersona hola camilo cuentanos favor detalles ocurrido dm tambien indicanos si podemos ay label; j : 2802. Sim : 0.5715877; Baja. 
 top3deimpactoeconomicon1corte turcaordeno liberacion pastor estadounidense andrew brunsonn2chinareg; j : 2803. Sim : 0.10866725; No similar. 
 sinforosomutis1 pensionsalario ivanduque colpensiones fondosdepension perfecto repondimos  ; j : 2804. Sim : 0.03447796; No similar. 
 marqueti7 marco antonio manejando caso dm saludos  ; j : 2805. Sim : 0.3970566; No similar. 
 danibetancurc puedes contarnos dudas dm quedamos atentos  ; j : 2806. Sim : 0.6186402; Baja. 
 superluke84 hola monsieur momento encontramos validando actual canal labelurl  ; j : 2807. Sim : 0.3231802; No similar. 
 si taxista quiere pitar pasion necesita opciones labelurl  ; j : 2808. Sim : 0.23162301; No similar. 
 jairoqfarc dnpcolombia minhacienda gerente general bancorepublica encuentra labelurl  ; j : 2809. Sim : -0.020801757; No similar. 
 andres068 hola bancodebogota podra ayudar informacion buen dia  ; j : 2810. Sim : 0.4598119; No similar. 
 solucionatico lamentamos inconveniente cuentanos banco comunicaron contigo  ; j : 2811. Sim : 0.5716987; Baja. 
 hola cilomeca alegra saber encuentra solucionado feliz dia  ; j : 2812. Sim : 0.4929891; No similar. 
 mejiamiranda bancolombia hola mejiamiranda gracias escribirnos contamos traves labelurl  ; j : 2813. Sim : 0.41248524; No similar. 
 toda gloria proviene atreverse comenzar eugene f ware labelurl  ; j : 2814. Sim : 0.26922113; No similar. 
 eldiegocamargo mejor hagan harley cambien moto bmw labelurl  ; j : 2815. Sim : 0.21918467; No similar. 
 yorleon cuentanos banco pertenece cajero presenta fallas  ; j : 2816. Sim : 0.2845525; No similar. 
 creatividad estetica identifican hoy deseamos feliz diamundialdeldisenadorgrafico labelurl  ; j : 2817. Sim : 0.33594072; No similar. 
 hoy diadelmaestro cuentanos educador mas recuerdas conocimientos dejo labelurl  ; j : 2818. Sim : 0.36472785; No similar. 
 anamtriana hola ana momento encontramos validando actual canal f labelurl  ; j : 2819. Sim : 0.34701374; No similar. 
 dj noruego mas reconocido momento kygomusic umd estereopicnic2016 labelurl labelurl  ; j : 2820. Sim : 0.24317512; No similar. 
 ccacereso libertysegcol hola carlos respondimos dm quedamos atentos  ; j : 2821. Sim : 0.5151358; Baja. 
 gerardohernandez codirector bancorepublica participa hoy congresodetesoreria asobancaria c labelurl; j : 2822. Sim : 0.03780474; No similar. 
 josedvelasquezz sfcsupervisor hola josedvelasquezz aclaramos do caracteristicas senalas labelurl  ; j : 2823. Sim : 0.1987337; No similar. 
 melbalcardenasb hola melba gracias escribirnos cuenta comentarios mejorar labelurl  ; j : 2824. Sim : 0.60482097; Baja. 
 jairfonseca hola jairfonseca gracias escribirnos eestamos respondiendo consulta mensaje directo fel; j : 2825. Sim : 0.6625914; Baja. 
 claudiamiguela hola claudia comunicamos mensaje interno contigo  ; j : 2826. Sim : 0.53014195; Baja. 
 jjelcanibal hola jijo respondimos dm quedamos atentos  ; j : 2827. Sim : 0.5300765; Baja. 
 emiliohenaob escribenos mensaje directo quedamos atentos  ; j : 2828. Sim : 0.6751012; Media. 
 claudiasterling hola claudia comunicamos mensaje directo contigo  ; j : 2829. Sim : 0.6305672; Baja. 
 hola dannyduranv cuentanos mas caso dm poder ayudarte  ; j : 2830. Sim : 0.54370934; Baja. 
 calmeseviejo hola camilo respondimos dm quedamos atentos  ; j : 2831. Sim : 0.5263724; Baja. 
 oscarelpollo oscar respondimos dm quedamos atentos  ; j : 2832. Sim : 0.5662981; Baja. 
 caritoseria hola carolina respondimos dm quedamos atentos  ; j : 2833. Sim : 0.55766296; Baja. 
 pabloahoyos hola pablo respondimos dm quedamos atentos  ; j : 2834. Sim : 0.5315639; Baja. 
 soraya1003 favor siguenos podernos comunicar contigo  ; j : 2835. Sim : 0.52734697; Baja. 
 juanc80 sfcsupervisor hola juan comunicando interno contigo  ; j : 2836. Sim : 0.40942496; No similar. 
 hola cilomeca enviado mensaje directo respuesta consultansaludos  ; j : 2837. Sim : 0.59166336; Baja. 
 tailo2018 colpensiones miplanilla hola tailo colaborador independiente  ; j : 2838. Sim : 0.1319639; No similar. 
 dafemena17 dafe comunicaremos mensaje directo contigo  ; j : 2839. Sim : 0.644929; Baja. 
 donconchito diego enviaremos respuesta mensaje directo  ; j : 2840. Sim : 0.59645647; Baja. 
 eljorgeandres hola jorge respondimos dm quedamos atentos  ; j : 2841. Sim : 0.5150464; Baja. 
 hola elciriri resistenciacivil queremos conocer motivo comentario  ; j : 2842. Sim : 0.51114744; Baja. 
 nstriana nayhua manejando caso dm saludos  ; j : 2843. Sim : 0.30038115; No similar. 
 amycadc hola amy respondimos solicitud dm saludos  ; j : 2844. Sim : 0.3613487; No similar. 
 y0a gracias permitirnos servirte yohana saludos  ; j : 2845. Sim : 0.4273687; No similar. 
 doncosito hola freddy cuentanos ocurrido ayudarte saludos  ; j : 2846. Sim : 0.5538492; Baja. 
 hola ticocampillo enviado mensaje directo informacion caso  ; j : 2847. Sim : 0.63977987; Baja. 
 hola sob enviado informacion caso mensaje directo  ; j : 2848. Sim : 0.61449546; Baja. 
 paolaagaton hola manejando consulta dm quedamos atentos  ; j : 2849. Sim : 0.62171817; Baja. 
 jexa10 hola jenny atendiendo requerimiento dm saludos  ; j : 2850. Sim : 0.497143; No similar. 
 diegocubillosg hola diego atendimos solicitud dm saludos  ; j : 2851. Sim : 0.417706; No similar. 
 hola queva gustaria conocer motivo comentario gracias  ; j : 2852. Sim : 0.60177916; Baja. 
 mricardoangel hola ricardo cuentanos ocurrido ayudarte saludos  ; j : 2853. Sim : 0.56455636; Baja. 
 adrisgame hola adriana podemos ayudarte quedamos atentos  ; j : 2854. Sim : 0.59639484; Baja. 
 kalejapb latamco hola karen respondimos dm saludos  ; j : 2855. Sim : 0.44563484; No similar. 
 adrisgame hola adriana podemos ayudarte quedamos atentos  ; j : 2856. Sim : 0.59639484; Baja. 
 jaimepepis hola jaime podrias indicar ciudad gracias  ; j : 2857. Sim : 0.40051547; No similar. 
 glorenteria hola gloria atendiendo caso dm saludos  ; j : 2858. Sim : 0.52722096; Baja. 
 jdtorrespal comunicamos interno contigo muchas gracias  ; j : 2859. Sim : 0.44192338; No similar. 
 dianamurcia18 hola diana cuentanos ocurrido ayudarte saludos  ; j : 2860. Sim : 0.6244831; Baja. 
 arevaloguerr tuitbdb hola cuentanos dm falla presentando labelurl  ; j : 2861. Sim : 0.37990904; No similar. 
 mcamilore hola cuentanos caso dm quedamos pendientes  ; j : 2862. Sim : 0.646324; Baja. 
 carotics hola carolina atendiendo caso dm saludos  ; j : 2863. Sim : 0.49955457; No similar. 
 rafitasg hola rafael atendiendo caso dm saludos  ; j : 2864. Sim : 0.5169941; Baja. 
 hola fergx favor dejanos datos dm saludos  ; j : 2865. Sim : 0.5743883; Baja. 
 jdcs28 hola juan comunicamos dm contigo porvenirteresponde  ; j : 2866. Sim : 0.4142259; No similar. 
 hola 1leoone queremos conocer motivo comentario atentos  ; j : 2867. Sim : 0.61943334; Baja. 
 hola noticiaslye puedes contarnos mas caso poder ayudarte  ; j : 2868. Sim : 0.48164472; No similar. 
 hola panchitagalindo enviado respuesta via mensaje directo  ; j : 2869. Sim : 0.6058833; Baja. 
 thiiago0823 hola santiago atendimos requerimiento dm saludos  ; j : 2870. Sim : 0.44672903; No similar. 
 davidandresfm hola david cuentanos inconveniente colaborarte saludos  ; j : 2871. Sim : 0.45653632; No similar. 
 hola gatomansoskull atendimos solicitud via dm saludos  ; j : 2872. Sim : 0.4506967; No similar. 
 hola aldemar funcionando perfectamente gracias informarnos saludos  ; j : 2873. Sim : 0.5716763; Baja. 
 gabrielss115 gusto nelson atentos resolver inquietudes  ; j : 2874. Sim : 0.46973228; No similar. 
 hola panchitagalindo encontramos gestionando caso area encargada  ; j : 2875. Sim : 0.42217353; No similar. 
 presentacion casagrandecarib bancada costena senadogovco enestacasacabemostodos labelurl  ; j : 2876. Sim : 0.1438531; No similar. 
 hola hectrperz dirigido comunicacion caso mensaje directo  ; j : 2877. Sim : 0.6140791; Baja. 
 rizoandreita asobancaria hola andrea gestionando caso saludos  ; j : 2878. Sim : 0.46480277; No similar. 
 santi903 hola santiago atendimos consulta dm saludos  ; j : 2879. Sim : 0.47541472; No similar. 
 tatyanaherreram tuitbdb hola cuentanos favor problema presentando labelurl  ; j : 2880. Sim : 0.51646996; Baja. 
 hola gabrielss115 traves mensaje directo responderemos consulta  ; j : 2881. Sim : 0.6842137; Media. 
 luiseopus hola luis enviamos mensaje dm saludos  ; j : 2882. Sim : 0.46882343; No similar. 
 hola alvarogonzalezu lamentamos molestias pronto daremos respuesta  ; j : 2883. Sim : 0.5408586; Baja. 
 ospenu dado respuesta revisa bandeja entrada  ; j : 2884. Sim : 0.19640668; No similar. 
 cogomezadarme hola co respondimos dm quedamos atentos  ; j : 2885. Sim : 0.55125886; Baja. 
 camilaro963 hola camila aplicaciones inconveniente quedamos atentos  ; j : 2886. Sim : 0.62117827; Baja. 
 sabrinitagp hola favor cuentanos inconveniente buen dia  ; j : 2887. Sim : 0.58367383; Baja. 
 alaire informesobreinflacion juanjoseechavarria envie preguntas preguntelealgerentebanrepgo labelur; j : 2888. Sim : 0.29114255; No similar. 
 hola cilomeca comunicado contigo via mensaje directo  ; j : 2889. Sim : 0.6452501; Baja. 
 conozca presentacion realizada ameisel siguiente vinculo labelurl  ; j : 2890. Sim : 0.4380882; No similar. 
 marioherobr hola marioherobr gracias escribirnos efectivamente pagina evento labelurl  ; j : 2891. Sim : 0.45157945; No similar. 
 wardealer buen dia cuentanos podemos asesorarte  ; j : 2892. Sim : 0.52135795; Baja. 
 diafeb hola cuentanos mas ocurrido hacer reporte saludos  ; j : 2893. Sim : 0.5324789; Baja. 
 labisiesta gracias palabras paula feliz dia  ; j : 2894. Sim : 0.43580022; No similar. 
 lizdubu hola lizeth gracias escribirnos escribenos favor dm entender exactamente ocurre labelurl  ; j : 2895. Sim : 0.57805985; Baja. 
 conozca presentacion jaocampo realizada evento adicomexm labelurl  ; j : 2896. Sim : 0.2722838; No similar. 
 daviddep77 hola david puede tardar 1 3 dias habiles  ; j : 2897. Sim : 0.3423699; No similar. 
 damonorozcoa hola damon servicio prioridad complace experiencia labelurl  ; j : 2898. Sim : 0.41551334; No similar. 
 finaliza presentacion informesobreinflacion fceunal conozca presentacion labelurl  ; j : 2899. Sim : 0.31975615; No similar. 
 alaire transmision rueda prensa jdbr labelurl comunicado labelurl  ; j : 2900. Sim : 0.23809732; No similar. 
 hola omargamboa casae obsequio envianos dm datos labelurl  ; j : 2901. Sim : 0.48489857; No similar. 
 evento bancorepublica diancolombia vealo canal stream labelurl labelurl  ; j : 2902. Sim : 0.2164418; No similar. 
 consulte presentacion realizada jaocampo simposiomercadocapitales asobancaria labelurl  ; j : 2903. Sim : 0.3584535; No similar. 
 participaron dieron todopormamabdb gracias reconocer importante labelurl  ; j : 2904. Sim : 0.3423173; No similar. 
 paolabordadiaz gracias permitirnos servirte excelente dia  ; j : 2905. Sim : 0.35212967; No similar. 
 conozca presentacion realizada ameisel codirector bancorepublica labelurl  ; j : 2906. Sim : 0.2575617; No similar. 
 hola azucarero16 esperamos mensaje atender consulta saludos  ; j : 2907. Sim : 0.551182; Baja. 
 hola gatomansoskull solicitud curso dentro daremos respuesta  ; j : 2908. Sim : 0.38744062; No similar. 
 alvarogonzalezu eltiempo hola alvaro comunicaremos contigo interno  ; j : 2909. Sim : 0.45854512; No similar. 
 entendemos chavespaz esperamos sucursales feliz dia  ; j : 2910. Sim : 0.37414825; No similar. 
 leyendas punk rock badreligion umd estereopicnic labelurl labelurl  ; j : 2911. Sim : 0.04347261; No similar. 
 ekatephna792 productos cuales recibiras informacion solicitada  ; j : 2912. Sim : 0.2732696; No similar. 
 joseantonioocampo codirector bancorepublica inicia presentacion conferencia labelurl  ; j : 2913. Sim : 0.1672175; No similar. 
 inicia presentacion reporte estabilidad financiera estabilidadfinanciera cargo juan jose echavarria; j : 2914. Sim : 0.30031735; No similar. 
 conozca compromisos adquiridos hoy evento casagrandecaribe labelurl labelurl  ; j : 2915. Sim : 0.15519114; No similar. 
 hola queva claro si esperamos mensaje nsaludos  ; j : 2916. Sim : 0.51883787; Baja. 
 conozca comunicado prensa informeinflacion realizado hoy labelurl  ; j : 2917. Sim : 0.2376764; No similar. 
 untuitdecente hola untuitdecente tambien alegra saludarte cuentanos consulta mensaje directo podre ; j : 2918. Sim : 0.6053305; Baja. 
 rogercaputo eltiempo criptomonedas cuales riesgos enterese labelurl  ; j : 2919. Sim : 0.1986123; No similar. 
 evento bucaramanga hoy asista seminariodeeconomia 9 presentado rafael isidro parrapena entrada libr; j : 2920. Sim : 0.28127888; No similar. 
 juanc80 lafm hola juanc80 comunicaremos interno contigo  ; j : 2921. Sim : 0.27962035; No similar. 
 rubenpe62 mintrabajocol ssociedades supersalud hola ruben gustaria conocer detalle caso puedes escr; j : 2922. Sim : 0.58715963; Baja. 
 dnevita hola nevz gracias comentarios positivos seguiremos trabajando mejorar experiencia feliz tar; j : 2923. Sim : 0.6362055; Baja. 
 juandamont tuboletanews juan permitenos ayudarte envianos caso datos contacto dm colaborarte quedam; j : 2924. Sim : 0.6627945; Baja. 
 migue142 asobancaria sicsuper hola migue142 gestionamos consulta mensaje directo feliz tarde  ; j : 2925. Sim : 0.42550242; No similar. 
 b3rmud3z2 hola bermudez ayudarte solicitud escribenos favor mensaje interno alli solic labelurl  ; j : 2926. Sim : 0.5743451; Baja. 
 olgacaro sfcsupervisor hola olga permitenos ayudarte indicanos si lograste comunicarte si escribeno; j : 2927. Sim : 0.32588708; No similar. 
 marfantastica hola maria estefany puedes validar informacion traves pagina credibanco labelurl  ; j : 2928. Sim : 0.433146; No similar. 
 hola alvarogonzalezu comunicaremos contigo mensaje directo  ; j : 2929. Sim : 0.684058; Media. 
 hola dannyduranv comunicamos contigo mensaje directo  ; j : 2930. Sim : 0.59391403; Baja. 
 soraya1003 comunicamos mensaje directo contigo  ; j : 2931. Sim : 0.6011238; Baja. 
 germen70 hola german comunicaremos interno contigo  ; j : 2932. Sim : 0.43631712; No similar. 
 germen70 german comunicando interno contigo  ; j : 2933. Sim : 0.3259705; No similar. 
 suareznpatricia sfcsupervisor comunicamos interno contigo  ; j : 2934. Sim : 0.34237; No similar. 
 hola davidcnice cuentanos mas caso mensaje directo  ; j : 2935. Sim : 0.6812684; Media. 
 darkhmet sfcsupervisor gusto dave servirte  ; j : 2936. Sim : 0.33190477; No similar. 
 hola karymuco cuentanos mas caso poder ayudarte  ; j : 2937. Sim : 0.56384903; Baja. 
 pcerheguma hola er respondimos quedamos atentos  ; j : 2938. Sim : 0.5414944; Baja. 
 cristianocho cristian comunicaremos contigo interno  ; j : 2939. Sim : 0.42480683; No similar. 
 juankortiz80 juan comunicaremos contigo interno  ; j : 2940. Sim : 0.35430467; No similar. 
 hola danileguizamons queremos conocer motivo comentario  ; j : 2941. Sim : 0.52593565; Baja. 
 hola holaguaapa lamentamos molestias podemos ayudarte  ; j : 2942. Sim : 0.46964207; No similar. 
 soreygarcia hola mensaje cuentanos ocurrido saludos  ; j : 2943. Sim : 0.63664865; Baja. 
 davidgarzongarc enviado informacion mensaje directo  ; j : 2944. Sim : 0.5189008; Baja. 
 hola jaberdugo251821 respondimos mensaje saludos sfcsupervisor  ; j : 2945. Sim : 0.57138443; Baja. 
 donconchito hola diego cuentanos fallas refieres  ; j : 2946. Sim : 0.4766968; No similar. 
 hola doctoamigo gustaria conocer motivo comentario  ; j : 2947. Sim : 0.49950105; No similar. 
 hola dizqueperfecta podemos ayudarte mejorar experiencia  ; j : 2948. Sim : 0.44186485; No similar. 
 earguello20 hola javier gracias escribirnos respondiendo consulta mensaje directo feliz tarde  ; j : 2949. Sim : 0.7481489; Media. 
 hola sobes8 escribimos mensaje directo consulta  ; j : 2950. Sim : 0.6381424; Baja. 
 alejoescribe hola alejandro respondimos dm saludos  ; j : 2951. Sim : 0.43091762; No similar. 
 hola undaniel muchas gracias buenos deseos  ; j : 2952. Sim : 0.49101016; No similar. 
 laviaocho hola octavia cuentanos sucedio saludos  ; j : 2953. Sim : 0.40502006; No similar. 
 joseromero26 hola jose respondimos dm saludos  ; j : 2954. Sim : 0.46825528; No similar. 
 falsestreet pronto sabras legendario evento  ; j : 2955. Sim : 0.13058773; No similar. 
 b3rmud3z2 hola bermudez amplianos favor informacion acerca ocurrido dm alli solicitaremos labelurl ; j : 2956. Sim : 0.55710757; Baja. 
 haroldking7 hola puedes escribirnos via dm  ; j : 2957. Sim : 0.53411597; Baja. 
 acceda presentacion realizada juanjoseechavarria innovationday labelurl  ; j : 2958. Sim : 0.3112611; No similar. 
 nidiagarcia jefe educacion economica financiera bancorepublica instalo curso avanzado economia labe; j : 2959. Sim : 0.15081324; No similar. 
 annmary02 hola ana comunicaremos interno contigo  ; j : 2960. Sim : 0.48161694; No similar. 
 martinistayan caso comunicate 018000518000 saludos  ; j : 2961. Sim : 0.39964774; No similar. 
 conozca presentacion jaocampo realizada foroejecutivo labelurl  ; j : 2962. Sim : 0.2746071; No similar. 
 sabemos coro va encantar hitsdelolvido labelurl  ; j : 2963. Sim : 0.22803883; No similar. 
 sergioirock alegra saludarte sergioirock envianos mensaje directo numero cedula podremos rev labelu; j : 2964. Sim : 0.57897127; Baja. 
 suareznpatricia sfcsupervisor patricia favor siguenos podernos comunicar mensaje interno contigo  ; j : 2965. Sim : 0.54877675; Baja. 
 andresg65241186 hola andres gracias inter envianos favor solicitud dm poder ayudarte quedamos atent; j : 2966. Sim : 0.7094275; Media. 
 arturoporras569 consulte mas informacion relacionada hacer labelurl  ; j : 2967. Sim : 0.4691243; No similar. 
 manuelpolo650 consulte mas informacion relacionada hacer labelurl  ; j : 2968. Sim : 0.48748195; No similar. 
 caminogales tuboletanews camila cuentanos caso dm envianos datos contacto colaborarte quedamos aten; j : 2969. Sim : 0.6752874; Media. 
 frederman26 escribirnos hector excelente dia  ; j : 2970. Sim : 0.36875176; No similar. 
 recibiras sms clave aleatoria seguridad  ; j : 2971. Sim : 0.5317614; Baja. 
 julianatabares5 jsanchezcristo vickydavilah juliana necesitamos favor sigas poderte responder dm qu; j : 2972. Sim : 0.5583718; Baja. 
 hemallarino poder ayudarte debes escribirnos interno asi podemos escalar caso area encargada quedam; j : 2973. Sim : 0.606868; Baja. 
 pazupersonica hola paz permitenos ayudarte envianos consulta datos contacto dm colaborarte quedamos; j : 2974. Sim : 0.63136137; Baja. 
 2 eventos bogota seminariodeeconomia 501 502 labelurl labelurl  ; j : 2975. Sim : 0.1037507; No similar. 
 edredondo edgardo gracias escribirnos gusto enviaremos caso area encargada tomar medidas correspond; j : 2976. Sim : 0.56450635; Baja. 
 jotamorales julio permitenos ayudarte envianos dm caso datos contacto colaborarte quedamos atentos ; j : 2977. Sim : 0.617467; Baja. 
 comprometemos mas logros ponemos nombre lapuertaalcambio  ; j : 2978. Sim : 0.41130465; No similar. 
 s4ndr4rod piliobuenagente s4ndr4rod favor compartenos mensaje directo nombre completo numero ce lab; j : 2979. Sim : 0.30618894; No similar. 
 espitia73 hola espitia73 gracias escribirnos confirmanos favor numero cedula mensaje direct labelur; j : 2980. Sim : 0.5420093; Baja. 
 arizaivan hola ivan permitenos ayudarte envianos consulta datos contacto dm colaborarte quedamos at; j : 2981. Sim : 0.6108267; Baja. 
 lauris1808 hola lauris180 lamentamos dice queremos mejorar experiencia necesitamos ayud labelurl  ; j : 2982. Sim : 0.37124667; No similar. 
 hoy medellin seminariodeeconomia 197 esperamos labelurl labelurl  ; j : 2983. Sim : 0.14483881; No similar. 
 lauraporfavor buenos dias laura favor cuentanos caso via dm envianos datos poderte colaborar feliz ; j : 2984. Sim : 0.71955186; Media. 
 e2tovar sfcsupervisor bancodebogota amamosavvillas bcooccidente bcopopular buen dia gracias publica; j : 2985. Sim : 0.3912113; No similar. 
 jahzeel1490 hola jahzeel permitenos ayudarte escribenos favor dm detalles ocurrido poder esc labelu; j : 2986. Sim : 0.57185245; Baja. 
 jjaverrruizm hola jjaverrruizm gracias escribirnos respondimos mensaje directo feliz tarde  ; j : 2987. Sim : 0.66157156; Baja. 
 g3rbar g3rbar seguridad debemos solicitarte datos confidenciales validar identidad poder avanzar la; j : 2988. Sim : 0.34130692; No similar. 
 hoy bogota seminariodeeconomia 504 esperamos labelurl labelurl  ; j : 2989. Sim : 0.19452465; No similar. 
 hoy bogota seminariodeeconomia 505 esperamos labelurl labelurl  ; j : 2990. Sim : 0.1629594; No similar. 
 hoy bogota seminariodeeconomia 503 esperamos labelurl labelurl  ; j : 2991. Sim : 0.1771505; No similar. 
 hoy bogota seminariodeeconomia 501 esperamos labelurl labelurl  ; j : 2992. Sim : 0.17260376; No similar. 
 hoy bogota seminariodeeconomia 502 esperamos labelurl labelurl  ; j : 2993. Sim : 0.17653741; No similar. 
 hoy bogota seminariodeeconomia 496 esperamos labelurl labelurl  ; j : 2994. Sim : 0.19875993; No similar. 
