Modulo nnlm-es-dim128-with-normalization-2
Topicos : eafit hoy paz rector universidad pm manana via be colombia esperamos juan conferencia 
 rt biblioeafit ser lectores comic ven manana miercoles eafit sabras aula fabricato bloque 27 primer; j : 1. Sim : 0.5276047; Baja. 
 hoy 730 pm auditoriodeleondegreiff v festival internacional musica sacra info labelurl  ; j : 2663. Sim : 0.44903514; No similar. 
 codigo debe acompanado verdadero cambio cultura ciudadana juan luis mejia policiaparalapaz labelurl; j : 2664. Sim : 0.6009637; Baja. 
 pornografia infantil mas 13000 sitios web sido cerrados 5 anos estudio ifaunisabana labelurl via no; j : 2665. Sim : 0.31617698; No similar. 
 juegos experimentacion puerta conocimiento matematico uninoseafit labelurl labelurl  ; j : 2666. Sim : 0.3491931; No similar. 
 ahora nueva etapa debe considerarse parte mismo proceso carlosholmestru lapazesposible  ; j : 2667. Sim : 0.2764597; No similar. 
 presidente santos participa inauguracion hospital universitario transmision directo labelurl 1200 m; j : 2668. Sim : 0.54079396; Baja. 
 rt obsdemocracia menos 1 cada 3 colombianos hombres mujeres confian justicia jbedoyalima revictimiz; j : 2669. Sim : 0.10365171; No similar. 
 minutos empezaremos disfrutar nueva cara plazoletaparatodos patrimoniobta bogotaestadecumple labelu; j : 2670. Sim : 0.28173494; No similar. 
 ciclo conferencias artes do miradas fotografia francesa contemporanea entrada libre labelurl  ; j : 2671. Sim : 0.40846518; No similar. 
 universidades medellin unieron darle nuevo aire ciudad sosporelaire labelurl  ; j : 2672. Sim : 0.42351997; No similar. 
 comunidadun continua poniendo practica tip ahorro energia conectate planeta ahorraun labelurl  ; j : 2673. Sim : 0.33243468; No similar. 
 conoce ponentes acompanaran joseph stiglitz conferencia elfuturodecolombia labelurl labelurl  ; j : 2674. Sim : 0.2621019; No similar. 
 empresas privadas participan catedra pacto global 4 agosto eafit alcalde ficogutierrez labelurl  ; j : 2675. Sim : 0.43233305; No similar. 
 atencion habra cierre avenida vegas call 4 sur 12 sur proximo fin semana  ; j : 2676. Sim : 0.48183417; No similar. 
 politica educacion genera innovacion importante desarrollo humano sostenible pais  ; j : 2677. Sim : 0.43852344; No similar. 
 rt emprenovation inguniandes admonuniandes admisionuandes uniandesicya industrialandes discuniandes; j : 2678. Sim : 0.12485879; No similar. 
 generar conciencia colectiva compromiso ambiental objetivo tercera edicion ciclosiete labelurl  ; j : 2679. Sim : 0.21181917; No similar. 
 noticiaun programa colombia realiza jornadas salud zonas indigenas unparatodos labelurl  ; j : 2680. Sim : 0.38616705; No similar. 
 conectate almuerzo 20 presentacion centro innovacion tecnologia educacion 6 marzo 1200 m labelurl  ; j : 2681. Sim : 0.5904718; Baja. 
 rt psicosabana1 invitamos participes psicosabana 2016 pos conflicto inteligencia artificial temas t; j : 2682. Sim : 0.19088654; No similar. 
 farc hacer politica mismos terminos resto ciudadanosrafanietoloaiza lospresidenciables2018  ; j : 2683. Sim : 0.4279082; No similar. 
 representante camaracolombia angelamrobledo atencion psicosocial posconflicto labelurl  ; j : 2684. Sim : 0.16053344; No similar. 
 todas empresas deben preocupar elemento diferenciador frente competencia cipriano lopez labelurl  ; j : 2685. Sim : 0.12557963; No similar. 
 disyuntiva macroeconomica america latina sera temas analisis lacealames16 proxima semana labelurl  ; j : 2686. Sim : 0.5741051; Baja. 
 proximo 25 agosto trae residuos posconsumo plaza central unbogota activa conciencia comunidadun lab; j : 2687. Sim : 0.34820482; No similar. 
 eafit nueva patente 18 inventos profesores investigadores universidad labelurl  ; j : 2688. Sim : 0.35997707; No similar. 
 rt conexionista bienvenidos comsabana unisabana estudiantes diseno unisgt placer compartir ustedes ; j : 2689. Sim : 0.33339706; No similar. 
 rt jrestrp tendencia bogota evento nueva politica drogas colombia urosarionews labelurl  ; j : 2690. Sim : 0.5357774; Baja. 
 noticiaun inicia hospitalizacion cirugia hospital labelurl orgulloun via unimedios labelurl  ; j : 2691. Sim : 0.33610898; No similar. 
 problema calidad aire economico cambiar condiciones aire cambiar habitos labelurl  ; j : 2692. Sim : 0.15862636; No similar. 
 total 158 bicicletas regresa bicirrun unbogota cuidado campus somosuncampus labelurl  ; j : 2693. Sim : 0.17484939; No similar. 
 estebanpalacio saludos esteban inmediato enviaremos reporte situacion presento feliz dia  ; j : 2694. Sim : 0.5093837; Baja. 
 programateun ciclo conferencias artes arquitecto juan b echeverry entrada libre labelurl  ; j : 2695. Sim : 0.39157215; No similar. 
 cerca 2 millones personas viviran 2050 zona norte cundinamarca obduliovp foro labelurl  ; j : 2696. Sim : 0.29279566; No similar. 
 rt fnpiorg eafit recibira rosental archcomix festivalgabo labelurl labelurl labelurl  ; j : 2697. Sim : 0.27971336; No similar. 
 hoyeneafit estudiantes especializacion finanzas eafitbogota recorren campus medellin labelurl  ; j : 2698. Sim : 0.5461135; Baja. 
 ahora sociedad necesita lideres momento vive pais jorge h nieto director policia nacional  ; j : 2699. Sim : 0.45717525; No similar. 
 eafit guia vision ciudad envigado urbameafit labelurl labelurl  ; j : 2700. Sim : 0.50031036; Baja. 
 gracias unisabana37anos labelurl  ; j : 2701. Sim : 0.043012556; No similar. 
 rt educaunisabana finaliza ceremonia gradofelicitaciones nuevos magisters pedagogia unisabana label; j : 2702. Sim : 0.3727391; No similar. 
 si podemos concluir acuerdo cercania ciudadania requeria frankpearl lapazesposible  ; j : 2703. Sim : 0.3946434; No similar. 
 manana 300 pm rector estara entrevistascampus facebook live carteleras digitales vide labelurl  ; j : 2704. Sim : 0.59750855; Baja. 
 rt uniandinosiempr desprecien servicio publico observadores decisiones sociedad queremos vivir  ; j : 2705. Sim : 0.3362607; No similar. 
 termina capitulo lapazenfoco esperamos proximo domingo nuevo capitulo solo labelurl  ; j : 2706. Sim : 0.33723798; No similar. 
 noticiaun aprovecho periodo vacaciones avanzar obras infraestructura labelurl labelurl  ; j : 2707. Sim : 0.25672; No similar. 
 dia despues plebiscito conversatorio profesores estudiantes 3 octubre 1200 m labelurl  ; j : 2708. Sim : 0.56573105; Baja. 
 alternativas desplazamiento hacia campus dias estereo picnic labelurl labelurl  ; j : 2709. Sim : 0.33800346; No similar. 
 empresas necesitan comunicacion comunicadores gestionar intangibles aalloza l labelurl  ; j : 2710. Sim : 0.28820005; No similar. 
 momento realiza lectura testamento espiritual francisco antonio cano labelurl  ; j : 2711. Sim : 0.43094134; No similar. 
 sicorrecaminos hola siguiente enlace podras consultar objetos recuperados labelurl extension 4613  ; j : 2712. Sim : 0.303658; No similar. 
 rt arquituniandes ganadores xxv bienal colombiana arquitectura labelurl via archdailyco  ; j : 2713. Sim : 0.3627537; No similar. 
 rt fiafest tercerfiafest comsabana trae seminario accesibilidad audiovisual gratis inscripciones ab; j : 2714. Sim : 0.2792328; No similar. 
 rt profebarreto maestria pedagogia visita institucional colegios san jose santa catalina siena maic; j : 2715. Sim : 0.5480495; Baja. 
 seis consejos concebir proyecto empresarial experiencia paternidad labelurl labelurl  ; j : 2716. Sim : 0.10532732; No similar. 
 contribuir medio ambiente colombia proximo capitulo dialogomayortv labelurl labelurl  ; j : 2717. Sim : 0.37920722; No similar. 
 seminario internacional operaciones logistica cadena suministro eicea jueves 27 abril inscribete la; j : 2718. Sim : 0.3580809; No similar. 
 noticiaun abre 60 cupos bachilleres sumapaz asumapaz educacionbogota via unimedios unparatodos labe; j : 2719. Sim : 0.23393017; No similar. 
 juan carlos aponte cesaedu sector real innovacion emprendimiento foro universidadyempresa larepubli; j : 2720. Sim : 0.42575186; No similar. 
 seguro si acuerdo miran desacuerdos sociedad podemos tener proceso paz f santos  ; j : 2721. Sim : 0.29283628; No similar. 
 empresa crecemos fracasamos capacidad trabajar equipo obduliovp reuniondepadres  ; j : 2722. Sim : 0.100109704; No similar. 
 rt uniandinosiempr asiste conferencia doctor urbanismo planificacion luis mauricio cuervo inscribet; j : 2723. Sim : 0.4787823; No similar. 
 estudiantes maestria administracion riesgos eafit asi pueden optar auxilio economico labelurl  ; j : 2724. Sim : 0.46439043; No similar. 
 noticiaun medio siglo formando administradores empresas eje cafetero orgulloun unmanizales labelurl; j : 2725. Sim : 0.24734169; No similar. 
 encuesta realizada comunidadun determino intencion voto si 86 hayrazonesparalapaz labelurl  ; j : 2726. Sim : 0.26388916; No similar. 
 diamundialdelagua recordamos emotiva memoria agua urrevista labelurl labelurl  ; j : 2727. Sim : 0.11794147; No similar. 
 terrorismo fenomeno comunicaciones envia mensajes influir juan d escobar campusglobal labelurl  ; j : 2728. Sim : 0.5209481; Baja. 
 invitamos conocer hoy 100 pm tatuajes campusglobal labelurl  ; j : 2729. Sim : 0.30373898; No similar. 
 rt noticiasrcn bici postobon unisabana entregan bicicletas jovenes becados labelurl labelurl  ; j : 2730. Sim : 0.24569039; No similar. 
 rt bienestarsabana mundo fantastico duendes espectros hadas brujas musica clasica asi momentosmusic; j : 2731. Sim : 0.28795668; No similar. 
 comunidadun inscribete asistir nueva sesion debatesun entrada libre previa inscripcion labelurl  ; j : 2732. Sim : 0.4133253; No similar. 
 rt ausechea consiliario alberto fergusson sofa escuela administracion admonurosario urosarionews la; j : 2733. Sim : 0.34929833; No similar. 
 noticiaun estudiante sera agente prosperidad chile orgulloun labelurl via unimedios  ; j : 2734. Sim : 0.4561564; No similar. 
 hoy pierdan auditorio museo casadelamemoria conferencia conversatorio paz camino ent labelurl  ; j : 2735. Sim : 0.5585255; Baja. 
 trata proyectos urbanismo sino politicos intervenciones deben acompanadas programas sociales  ; j : 2736. Sim : 0.14124885; No similar. 
 hoyeneafit pierdan catedra futuro ahora retos ingenieria construccion partir 6 pm  ; j : 2737. Sim : 0.61808735; Baja. 
 vea vivo transmision situacion venezuela consecuencias colombia labelurl  ; j : 2738. Sim : 0.5391268; Baja. 
 tambien informamos encuentra normalizado acceso campus todas porterias peatonales vehiculares  ; j : 2739. Sim : 0.23198073; No similar. 
 manana esperamos presentacion informe calidad vida medellin 2016 inscripciones labelurl  ; j : 2740. Sim : 0.6142124; Baja. 
 gracias nuevo labelurl  ; j : 2741. Sim : 0.04903674; No similar. 
 presidente juanmansantos dicho van escuchar presenten acuerdos fiscal nestor h martinez lapazesposi; j : 2742. Sim : 0.4529817; No similar. 
 rt uisenlinea comunidaduis 4 noviembre primer concurso nacional uis novela universitaria labelurl l; j : 2743. Sim : 0.24878901; No similar. 
 garantizar derechos da oportunidad protagonistas conflicto ser tratados personas julieta l labelurl; j : 2744. Sim : 0.17391689; No similar. 
 rt endirectosabana hoy adncolombia circula articulo escrito periodista nataliamolano3 talento saban; j : 2745. Sim : 0.32287556; No similar. 
 endirectosabana hoy adncolombia circula articulo escrito periodista saragabrielab96 talento sabana ; j : 2746. Sim : 0.32932743; No similar. 
 rt ifaunisabana felicidad encuentro casa jose avila martinez colegios fomento congresodefamilia uni; j : 2747. Sim : 0.47985128; No similar. 
 conoce diplomado transformacion digital webinar 31 octubre 400 pm registrate aqui labelurl  ; j : 2748. Sim : 0.42876682; No similar. 
 estacionsalud medicina tiempo espacio salud bienestar colombianos institucionaltv labelurl  ; j : 2749. Sim : 0.24015749; No similar. 
 alexolayacastro magister fisica universidad andes abre jornada tedxbogotam labelurl  ; j : 2750. Sim : 0.51699203; Baja. 
 juan luis mejia rector eafit habla representantes adquieren gran responsabilidad labelurl  ; j : 2751. Sim : 0.5294413; Baja. 
 rt ethejournal uocuniversity uniandes join their paths ethe as vehicle for the exchange of knowladg; j : 2752. Sim : 0.24059628; No similar. 
 paisajeuniandes foto alejandro gomez comunicaciones marca labelurl  ; j : 2753. Sim : 0.40321246; No similar. 
 noticiaun unmanizales apoyara peama narino putumayo launcuenta labelurl unimedios labelurl  ; j : 2754. Sim : 0.14176911; No similar. 
 noticiaun cuidando cuidadores recibe reconocimiento internacional enfermeriaunal1 launcuenta labelu; j : 2755. Sim : 0.059750684; No similar. 
 noticiaun estudiantes uncolombia comercializaran croquetas morcilla labelurl via unimedios labelurl; j : 2756. Sim : 0.21631412; No similar. 
 discurso inspirador andres morales beneficiario ahora donante quieroestudiar labelurl  ; j : 2757. Sim : 0.3205463; No similar. 
 conozca historia turquia armenia traves ojos padre labelurl labelurl  ; j : 2758. Sim : 0.31521875; No similar. 
 rt telemedellin viernes comienza primero encuentrostm20anos universidad eafit acompananos udemedell; j : 2759. Sim : 0.3648906; No similar. 
 alejandromllo sttmed buenas tardes partir momento restablece movilidad ambos av vegas  ; j : 2760. Sim : 0.30157366; No similar. 
 espacios ayudan construir confianza ciudadana felicitaciones sigamos trabajando juntos ficogutierre; j : 2761. Sim : 0.2513172; No similar. 
 mejorar comunicacion ente cuba gobierno sector privado rafael m lopez sacolombia beneficiosdelapaz ; j : 2762. Sim : 0.48307592; No similar. 
 arte artistas derecho cualquier ser humano hacernos conscientes relacion realidad n montero  ; j : 2763. Sim : 0.2047157; No similar. 
 hoyeneafit onuhumanrights conmemora dia internacional derechos humanos lema paz defender labelurl  ; j : 2764. Sim : 0.40552342; No similar. 
 espacio reconocer importancia interculturalidad construccion paz labelurl labelurl  ; j : 2765. Sim : 0.34183913; No similar. 
 estudiantes sabana comenzaron ir clases tren labelurl via eltiempo  ; j : 2766. Sim : 0.37573364; No similar. 
 webinar lograr estrategia logistica exitosa empresa junio 28 registrate labelurl  ; j : 2767. Sim : 0.28650787; No similar. 
 rt productividant productividant lanzamiento observatorio competitividad oriente antioqueno camarao; j : 2768. Sim : 0.31547615; No similar. 
 generar riqueza acabar pobreza rafanietoloaiza lospresidenciables2018  ; j : 2769. Sim : 0.21382523; No similar. 
 dianachelareyes saludos gustaria conocer caso comunicarlo areas correspondientes puede contactar vi; j : 2770. Sim : 0.29270324; No similar. 
 manana eafitpereira pierdan conversatorio indice departamental competitividad partir 2 labelurl  ; j : 2771. Sim : 0.48821077; No similar. 
 rt medialabeafit estan abiertas inscripciones conferencia internacional transmedia conferencetran3 ; j : 2772. Sim : 0.38855845; No similar. 
 rector obduliovp invita padres familia encuentro excelencia neiva hoy 600 pm labelurl  ; j : 2773. Sim : 0.5138062; Baja. 
 rt universidadcol rector unisabana obduliovp pide ser pilo paga politica programa gobierno labelurl; j : 2774. Sim : 0.42071366; No similar. 
 contamos gracias excelenciauniandes logramos ser 5ta universidad region latamrankings labelurl  ; j : 2775. Sim : 0.36537656; No similar. 
 deben apoyar empresas vuelvan mas productivas asi fortalecer mercado colombiacompite labelurl  ; j : 2776. Sim : 0.29958633; No similar. 
 renovacion politica exterior egipto equilibrio apertura labelurl labelurl  ; j : 2777. Sim : 0.40066686; No similar. 
 dia carro universidad propone romper nuevo record meta 1500 bicicletas labelurl  ; j : 2778. Sim : 0.33303392; No similar. 
 hoy 1200 m dia despues plebiscito conversatorio profesores estudiantes labelurl labelurl  ; j : 2779. Sim : 0.58158183; Baja. 
 rt conectateu seguimos ponencias innovate330 aqui jaime gutierrez habla trabajo equipo facueducacio; j : 2780. Sim : 0.40392134; No similar. 
 rt gobiernolocalmd gran oportunidad comprender mejor nuevo codigodeconvivencia esperamos manana eaf; j : 2781. Sim : 0.48416653; No similar. 
 actualidad muro verguenza trump carlos arevalo jefe area derecho internacional derechousabana label; j : 2782. Sim : 0.44522116; No similar. 
 decano gquinter expertos comision transformacion educacion medica labelurl labelurl  ; j : 2783. Sim : 0.51223236; Baja. 
 pulzo saludos obra anuncios altura cumplen parametros ley compartimos informacion oficial labelurl ; j : 2784. Sim : 0.2284455; No similar. 
 alejotabares saludos hablamos urbameafit momento daran respuesta feliz dia  ; j : 2785. Sim : 0.4417442; No similar. 
 manana aula clase invertida bloque 19 4to piso esperamos apertura programa aprendizaje labelurl  ; j : 2786. Sim : 0.4280875; No similar. 
 findeter findeter dado acceso financiacion apoyo importante valioso thomas treutler dir idio  ; j : 2787. Sim : 0.2969056; No similar. 
 rt corpinteractuar hoy participa conferencia innovacionsocial director fabio andres montoya esperam; j : 2788. Sim : 0.58987767; Baja. 
 construccion idea universidad fundamental integridad juan luis mejia ara labelurl  ; j : 2789. Sim : 0.65870136; Baja. 
 saber vida eafit cuenta participacion 317 asistentes seminario triptico labelurl  ; j : 2790. Sim : 0.3823384; No similar. 
 riesgo tormenta labelurl  ; j : 2791. Sim : 0.057980523; No similar. 
 listo foro beneficiosdelapaz siguelo vivo traves labelurl labelurl  ; j : 2792. Sim : 0.3550694; No similar. 
 rt cpoliticasus invitamos leer analisis prof andres agudelo dialogos eln labelurl via eltiempo  ; j : 2793. Sim : 0.5651892; Baja. 
 rt blumedellin alaire continuamos eafit hablando periodistas carrera vivemedellin labelurl labelurl; j : 2794. Sim : 0.3067022; No similar. 
 semana eafit medellin seran sede pensamiento economico lacealames16 lacealames2016 labelurl  ; j : 2795. Sim : 0.607299; Baja. 
 rt economiauandes vivo 500 pm conversatorio plebiscito dia despues cambia labelurl labelurl  ; j : 2796. Sim : 0.4183861; No similar. 
 asi desarrollo vii encuentro internacional instituto colombiano historia derecho labelurl  ; j : 2797. Sim : 0.39898437; No similar. 
 programateun 25 agosto campana recoleccion residuos posconsumo unbogota activa conciencia labelurl ; j : 2798. Sim : 0.33318424; No similar. 
 significa oportunidad sector educativo sandra varela educaunisabana labelurl via revistasemana  ; j : 2799. Sim : 0.4603703; No similar. 
 simposio bioetica reflexiones manejo feto anomalias congenitas labelurl inscripcion costo posmeduni; j : 2800. Sim : 0.359561; No similar. 
 desarrollo rural posibilita resilencia climatica responde efectivamente cambio climatico lapazenfoc; j : 2801. Sim : 0.2670789; No similar. 
 proximo 19 julio pierdan eafit evento apertura programa aprendizaje activo p50eafit labelurl  ; j : 2802. Sim : 0.44453135; No similar. 
 unpalmira presenta primera escuela agrobiologica modelo encuentro comunidadun bachill labelurl  ; j : 2803. Sim : 0.21054941; No similar. 
 rt upbcolombia desarrollo palabra mutante debe interpretarse acuerdo contexto cada epoca juan luis ; j : 2804. Sim : 0.50797534; Baja. 
 rt educaunisabana hoy continua ciclo pedagogia francesa siglo xx tema compresion educando educador ; j : 2805. Sim : 0.45397323; No similar. 
 rt apgguzman 3 pm sabras mejores universidades jovenes labelurl  ; j : 2806. Sim : 0.39737478; No similar. 
 terror arma tipica actores conflicto mucha fuerza juan d escobar labelurl  ; j : 2807. Sim : 0.2950772; No similar. 
 ex minhacienda guillermo perry conversatorio futuro economico social pais paz elfuturodecolombia la; j : 2808. Sim : 0.51521915; Baja. 
 nuevo texto editorialeafit explora potencia creadora imaginativa sensual ensayo labelurl  ; j : 2809. Sim : 0.006565117; No similar. 
 preparando recibir 400 filantropos acompanaran noche labelurl  ; j : 2810. Sim : 0.3010554; No similar. 
 paulinauribes saludos dependencia presta servicio lunes viernes horario oficina feliz tarde  ; j : 2811. Sim : 0.38710707; No similar. 
 transmision expertos mundo reunieron andes analizar educacion ingenieria labelurl  ; j : 2812. Sim : 0.4679114; No similar. 
 rt urbameafit urbameafit sera sede premiacion proyectos nueva agenda urbana 23 febrero eafit lanetw; j : 2813. Sim : 0.43955085; No similar. 
 desarrollo generacion cambio conferencia lideramos morimos labelurl labelurl  ; j : 2814. Sim : 0.33458933; No similar. 
 investiga crea gana creditos nuevo plazo 2 diciembre labelurl labelurl  ; j : 2815. Sim : 0.23949152; No similar. 
 consumo responsable involucra ser amigable medio ambiente sociedad maria claudia mejia ciclosiete l; j : 2816. Sim : 0.32675815; No similar. 
 eafit iniciara socializacion dinamizacion pymes 10 agosto auditorio 38 101 labelurl  ; j : 2817. Sim : 0.49766853; No similar. 
 programateun manana trayendo residuos posconsumo plaza central unbogota activa conciencia labelurl ; j : 2818. Sim : 0.3624642; No similar. 
 hoyeneafit esperamos hall auditorio fundadores 830 be 430 pm disfruten aprenda labelurl  ; j : 2819. Sim : 0.48182216; No similar. 
 rt pactocolombia inicia panel retos corrupcion sector empresarial urosarionews labelurl  ; j : 2820. Sim : 0.34776208; No similar. 
 sabias brexit puede influir negocios colombia ciclo debate management labelurl  ; j : 2821. Sim : 0.4351124; No similar. 
 jeronimorivera viernes espero biblioteca unisabana hablemos premiososcar2017 bueno malo feo  ; j : 2822. Sim : 0.29299533; No similar. 
 debemos ser hacer cambio queremos ver mundo andres morales solidaridaduniandes quieroestudiar label; j : 2823. Sim : 0.32381606; No similar. 
 expresion percepcion fenomenos siempre parecen realidad juan s botero dementescuriosas labelurl  ; j : 2824. Sim : 0.46828613; No similar. 
 orgulloun do magistrados corte suprema docentes labelurl launcuenta labelurl  ; j : 2825. Sim : 0.27103788; No similar. 
 asunto muro nuevo antecedentes lugares juan david escobar campusglobaleafit labelurl  ; j : 2826. Sim : 0.33716005; No similar. 
 asi aporta facultad derecho garantizarle servicios salud comunidades indigenas vaupes labelurl  ; j : 2827. Sim : 0.32732043; No similar. 
 preguntas mas frecuentes prima trabajadores servicio domestico labelurl labelurl  ; j : 2828. Sim : 0.08794989; No similar. 
 amenaza pornografia infantil propaga colombia jcdiazbohorquez ifaunisabana via revistasemana labelu; j : 2829. Sim : 0.3617781; No similar. 
 toda ciudadania invitada participar jueves actualizacion politica publica mujer labelurl  ; j : 2830. Sim : 0.42583433; No similar. 
 sabe llegamos ser quinta universidad region excelenciauniandes latamrankings labelurl  ; j : 2831. Sim : 0.40131804; No similar. 
 noticiaun energia solar cargar celulares unmanizales orgulloun labelurl via unimedios ahorraun  ; j : 2832. Sim : 0.24570377; No similar. 
 futuro venezuela carlos arevalo analista internacional hablo crisis labelurl via noticiasrcn  ; j : 2833. Sim : 0.51356703; Baja. 
 fedesarrollo 10 mejores centros pensamiento america latina seguira aportando progreso pais j m vela; j : 2834. Sim : 0.5684133; Baja. 
 laura franco experiencias formativas recorrido hacia autorreexividad praxis etica labelurl  ; j : 2835. Sim : 0.3749639; No similar. 
 acompanara coronel r raul gutierrez fac 1 agosto 1000 be bloque 27101 entrada li labelurl  ; j : 2836. Sim : 0.54366785; Baja. 
 recuerden proximo lunes foro fabricato 97 anos tejiendo industria esperamos partir 600 pm labelurl ; j : 2837. Sim : 0.5500227; Baja. 
 rt apgguzman oportunidades inversion innovacion mas productividad universidadyempresa unisabana lab; j : 2838. Sim : 0.37225202; No similar. 
 rt corpinteractuar 5 abril esperamos eafit conferencia innovacionsocial director fabio andres  ; j : 2839. Sim : 0.619233; Baja. 
 eafit lacealames16 debatieron principales problemas economicos mundo labelurl  ; j : 2840. Sim : 0.2840831; No similar. 
 hoy lapazenfoco tres experiencias pedagogia primera infancia institucionaltv untelevision labelurl ; j : 2841. Sim : 0.2836553; No similar. 
 sostenibilidad vista proyecto educativo institucional obduliovp foro universidadyempresa labelurl  ; j : 2842. Sim : 0.26218182; No similar. 
 pueden ver primer programa campusglobal 2017 hoy acreditacion internacional labelurl  ; j : 2843. Sim : 0.33555454; No similar. 
 colombia debemos crear local seguridad instituciones participacion juanmanuelgalan lospresidenciabl; j : 2844. Sim : 0.44129813; No similar. 
 consiste propuesta segunda actividad pensionados cienciaydesarrollour labelurl  ; j : 2845. Sim : 0.19954877; No similar. 
 debate victimas acuerdo habana construccion paz hoy 530 pm labelurl labelurl  ; j : 2846. Sim : 0.5142622; Baja. 
 rt metrodemedellin crewpeligrosos encargados cerrar haymedellin17 obra marcapasos eafit 27 enero en; j : 2847. Sim : 0.26322508; No similar. 
 comenzo eafit inauguracion datapol laboratorio datos metodos analisis politico labelurl  ; j : 2848. Sim : 0.50672525; Baja. 
 edificio nuevo facultad enfermeria uncolombia gana xxv bienal arquitectura labelurl orgulloun  ; j : 2849. Sim : 0.3946992; No similar. 
 comunidadun sabias unmanizales ahorra energia reduce emisiones panel solares labelurl ahorraun  ; j : 2850. Sim : 0.21379295; No similar. 
 28 enero habra telefonia campus eafit bogota pereira llanogrande 500 1000 pm labelurl  ; j : 2851. Sim : 0.65702105; Baja. 
 programese actividades 1000 be diapaiz labelurl labelurl  ; j : 2852. Sim : 0.38355523; No similar. 
 rt uvonhumboldt pasara turismo proximos 10 anos conferencia eafit armenia apoya uvonhumboldt labelu; j : 2853. Sim : 0.43630382; No similar. 
 seis consejos padre emprendedor alejandrocheyne decano admonurosario labelurl labelurl  ; j : 2854. Sim : 0.11848822; No similar. 
 alternativas proteger medio ambiente importante ejecutarlas voluntad politica labelurl  ; j : 2855. Sim : 0.26611507; No similar. 
 doctor fernando lizcano losada medicinasabana nuevo profesor titular unisabana labelurl  ; j : 2856. Sim : 0.19358648; No similar. 
 rt corresponsables aporte empresa ayuda fortalecimiento publico transparencia etica integridad gest; j : 2857. Sim : 0.3009834; No similar. 
 queremos sientan orgullosos pertenecer eafit suenos cumplan universidad  ; j : 2858. Sim : 0.4385284; No similar. 
 hoy firma convenio ciencia tecnologia fortalecera siatamedellin areametropol eafit  ; j : 2859. Sim : 0.4950215; No similar. 
 invitamos seguir foro millennials generacionquetransforma canal envivo labelurl labelurl  ; j : 2860. Sim : 0.27809554; No similar. 
 comunidadun mercurio sol tierra manana lunes 9 mayo 1000 be solo labelurl untelevision  ; j : 2861. Sim : 0.5153366; Baja. 
 panorama debe existir academia dia dia real empresas desarrollar procesos idi conjunto  ; j : 2862. Sim : 0.4216545; No similar. 
 hoy medio dia pierdan primer programa campusglobal 2017 tema hoy acreditacion internac labelurl  ; j : 2863. Sim : 0.50308007; Baja. 
 conoces ventajas ventajas ser ib cambridge admision preferencial homologacion materias labelurl  ; j : 2864. Sim : 0.28510812; No similar. 
 orgulloun hospital universitario nacional colombia forma construir paz hospitalun labelurl unimedio; j : 2865. Sim : 0.45516032; No similar. 
 mandato paz buscar mejores acuerdos mauriciolizcano lapazesposible labelurl  ; j : 2866. Sim : 0.37157905; No similar. 
 posible acabar paros camioneros definitivamente labelurl labelurl  ; j : 2867. Sim : 0.10263892; No similar. 
 colombia 48 agua pierde sistemas distribucion labelurl labelurl  ; j : 2868. Sim : 0.2984993; No similar. 
 hoyenelrosario foro objecion conciencia obstaculo derecho labelurl labelurl  ; j : 2869. Sim : 0.35497612; No similar. 
 asiste manana conversatorio narrativas conflicto partir 400 pm centrodeconvencionesalp labelurl  ; j : 2870. Sim : 0.37908214; No similar. 
 lugares visto alto riesgo actores disuelvan grupos criminales diferentes tpaffenholz  ; j : 2871. Sim : 0.051866274; No similar. 
 hora urosario visita rector usal daniel hernandez ruiperez labelurl  ; j : 2872. Sim : 0.56070113; Baja. 
 manana pierdan eafit lanzamiento libro orden libertad partir 500 pm espe labelurl  ; j : 2873. Sim : 0.48417452; No similar. 
 noticiaun alianza emprendedora contribuir descontaminar planeta unmanizales labelurl labelurl  ; j : 2874. Sim : 0.15023464; No similar. 
 siento orgullosa colombianos aliciabarcena cepalonu elfuturodecolombia labelurl  ; j : 2875. Sim : 0.15767677; No similar. 
 somosorgulloun edificio facultad enfermeria archdailyco fotografias labelurl labelurl  ; j : 2876. Sim : 0.34011704; No similar. 
 rt uniandinosiempr identificas corresponde hoy proyecto tbt memoriauniandina labelurl  ; j : 2877. Sim : 0.18442963; No similar. 
 rt vriun boletin investiga 287 acceso recursos geneticos curso etica animales unal labelurl labelur; j : 2878. Sim : 0.2404816; No similar. 
 probabilidad ser pobre area rural tres veces mayor area urbana informe labelurl  ; j : 2879. Sim : 0.2623491; No similar. 
 reviva aqui transmision foro situacion venezuela consecuencias colombia analisis labelurl  ; j : 2880. Sim : 0.62386423; Baja. 
 ayer eventos ciclosiete eafit discutieron iniciativas promover buenas practicas ambientales labelur; j : 2881. Sim : 0.26546538; No similar. 
 reviva aqui transmision foro situacion venezuela consecuencias colombia analisis labelurl  ; j : 2882. Sim : 0.62386423; Baja. 
 colombia procesodepaz inician dialogos paz eln hernanolano analisisunisabana eltiempo labelurl  ; j : 2883. Sim : 0.61384827; Baja. 
 necesario estimular inversion traves mas diversos canal acciones carlosholmestru lospresidenciables; j : 2884. Sim : 0.39193368; No similar. 
 momento sinfonicaeafit sexta sinfonia chaikovski ultima pieza compuesta dirigida labelurl  ; j : 2885. Sim : 0.07666544; No similar. 
