Modulo nnlm-es-dim128-with-normalization-2
Topicos : via noticiaun unisabana unimedios comsabana colombia uniandes mas orgulloun 
 rt iptigeneva you have to sell peace be clear about why one might want to obtain it tpaffenholz at ; j : 1. Sim : 0.13169624; No similar. 
 noticiaun jovenes extranjeros escogieron estudiar 2016 labelurl launcuenta unimedios oriun  ; j : 1247. Sim : 0.31534266; No similar. 
 rt unmedellin universidades region siguen apostando sosporelaire hoy foro respiramos unmedellin pre; j : 1248. Sim : 0.1516727; No similar. 
 rt inguniandes vamos vicerrector behrentz carro electrico queremos llegar podio carrerademodos sema; j : 1249. Sim : 0.087674566; No similar. 
 lenguas indigenas oficiales segun constitucion territorio decir estan cerradas resto selnich vivas ; j : 1250. Sim : 0.29498115; No similar. 
 rt cancilleriaec guillaumelong recuerda decada revolucion ciudadana ecuador 7 presidentes 10 anos h; j : 1251. Sim : 0.4207613; No similar. 
 rt editorialur consulta previa consentimiento libre previo informado pueblos indigenas colombia 2a ; j : 1252. Sim : 0.3550282; No similar. 
 conoce publicaciones destacadas filbo2016 visitanos pabellon 3 segundo piso editorialur labelurl  ; j : 1253. Sim : 0.19895945; No similar. 
 rt comsabana sigabienpueda sabemos inconvenientes inscribiendo electivas horarios pueden revisar in; j : 1254. Sim : 0.13077718; No similar. 
 manana foro ciudades bajas carbono creando soluciones colectivas estan invitados mas informacion la; j : 1255. Sim : 0.32350874; No similar. 
 hoyeneafit celebracion mes financiero cine foro proyeccion pelicula too big to fail 500 pm bloque 2; j : 1256. Sim : 0.29798934; No similar. 
 acciones mejoramiento realizamos diariamente deben ser contadas utiliza sello launcuenta labelurl  ; j : 1257. Sim : 0.074558236; No similar. 
 utiliza sello launcuenta publicaciones eventos acciones mejoramiento deben ser contadas labelurl  ; j : 1258. Sim : 0.05504718; No similar. 
 rt obsdemocracia masacreorlando calificaron eeuu gobierno manejo seguridad ciudadana mas labelurl h; j : 1259. Sim : 0.28190634; No similar. 
 rt oaduniandes ayeryhoy estudiantes uniandinos espalda prado san alberto magno throwbackthursday la; j : 1260. Sim : 0.3629117; No similar. 
 estandares internacionales parten minimos maximos juan carlos henao rector uexternado elretodelajep; j : 1261. Sim : 0.31166884; No similar. 
 rae incorporar nuevos terminos castellano debe responder nuevas necesidades expresivas labelurl  ; j : 1262. Sim : -0.06989157; No similar. 
 67 colombianos apoya solucion negociada conflicto conozca conclusiones barometro americas labelurl ; j : 1263. Sim : 0.16894601; No similar. 
 tiempo implementar grado 12 mantillaignacio mineducacion ginaparody nataliaarizar via elespectador ; j : 1264. Sim : 0.36576796; No similar. 
 noticiaun estudiantes manizales inician ruta emprendimiento unmanizales comunidadun labelurl via un; j : 1265. Sim : 0.54743385; Baja. 
 rt fisicauniandes estan cordialmente invitados tercer journal club optica cuantica periodo intersem; j : 1266. Sim : 0.17126605; No similar. 
 rt comsabana oficialmente modo parciales alumnos comsocialy comaudiovisual esperamos vaya bien labe; j : 1267. Sim : 0.052219667; No similar. 
 rt unisabanaradio asi desarrollo lanzamiento tecnicas profesionales cocina colombiana chef carlos g; j : 1268. Sim : 0.35349375; No similar. 
 8 festival jazz andes ballake sissoko vicent segal 14 septiembre 700 pm labelurl  ; j : 1269. Sim : 0.26685786; No similar. 
 jornada preventiva cancer realizara plazoleta estudiante dias 9 10 agosto espera labelurl  ; j : 1270. Sim : 0.32386586; No similar. 
 estan invitados 10 12 octubre foro ciudades bajas carbono mas informacion programa labelurl  ; j : 1271. Sim : 0.35352764; No similar. 
 oms pide paises implementar impuestos 20 bebidas azucaradas salvar vidas sbarquera  ; j : 1272. Sim : 0.23888323; No similar. 
 uncolombia solicita desviar regalias ciencia desarrollar carreteras juanmansantos labelurl via eles; j : 1273. Sim : 0.358527; No similar. 
 rt oaduniandes enlamemoria franz von hildebrand decano residente vivio familia actuales bloques i u; j : 1274. Sim : 0.27227238; No similar. 
 gobierno estirpe oligarquica oligarquias dividido confrontado sangre fuego carlos velandia  ; j : 1275. Sim : 0.21859889; No similar. 
 rt derechousabana decano cordobamarentes presenta ponencia congreso mundial derecho autor alai roma; j : 1276. Sim : 0.11867567; No similar. 
 rt endirectosabana leaendirecto97 sabia usted ahora puede certificar dominio idioma espanol edicion; j : 1277. Sim : 0.18899196; No similar. 
 rt ifaunisabana momento profesor juan carlos cuervo cuerforce habla caracolradio adiccion celular h; j : 1278. Sim : 0.24328361; No similar. 
 noticiaun contenedores basura mejorarian disposicion residuos labelurl facultadartes via labelurl  ; j : 1279. Sim : 0.40019447; No similar. 
 rt ce4reputation semana volamos colombia hablar reputacion corporativa junto unisabana inalde label; j : 1280. Sim : 0.38729468; No similar. 
 rt oaduniandes ayeryhoy entrada bloque g edificio roberto franco actualmente facultad ciencias soci; j : 1281. Sim : 0.2401212; No similar. 
 san andres tres anos despues fallo mas nueva edicion unperiodico labelurl unparatodos unimedios  ; j : 1282. Sim : 0.53249097; Baja. 
 solidaridadsabana bienestarsabana momento 54 voluntarios comparten tiempo abuelos colegio labelurl ; j : 1283. Sim : 0.06734376; No similar. 
 fotogaleria grupo danza afrocolombiana uncolombia luce celebracion 50 anos labelurl  ; j : 1284. Sim : 0.25953123; No similar. 
 rt behrentz escalafon mejores universidades pais via revistasemana revistadinero uniandes cabeza la; j : 1285. Sim : 0.54841924; Baja. 
 hablemosbiende uncolombia primer puesto rank qs posiciona institucion lider labelurl  ; j : 1286. Sim : 0.2554693; No similar. 
 horarios bus 16 20 enero proximamente informaremos servicio transporte funcionara d labelurl  ; j : 1287. Sim : 0.22305542; No similar. 
 rt endirectosabana noticiasendirecto trabajamos usted empiece dia bien informado escuchanos dias un; j : 1288. Sim : 0.28206307; No similar. 
 stayellow sapienciamed posgradosudea ucooperativamed udea upbcolombia tecdeantioquia umanizales lab; j : 1289. Sim : 0.20983839; No similar. 
 eafit estudiar ingenieriadeproduccion disenar transformaciones crear soluciones empresas labelurl  ; j : 1290. Sim : 0.13996908; No similar. 
 representacion emprendimiento colombiano mobile world congress 2017 va cuenta eafit mwc17 labelurl ; j : 1291. Sim : 0.22432473; No similar. 
 serpilopaga transformando vidas familias colombia serpilopaga educacion labelurl  ; j : 1292. Sim : 0.38336918; No similar. 
 rt comsabana gracias acompanaron cinetonalabog lanzamiento cinefilia 5to libro jeronimorivera  ; j : 1293. Sim : 0.22275947; No similar. 
 noticiaun hallan colombia primer registro tormenta solar ocurrida 1859 labelurl unimedios labelurl ; j : 1294. Sim : 0.3488078; No similar. 
 liderandes recogio mas 100 millones gracias donaciones comunidad uniandina solidaridaduniandes labe; j : 1295. Sim : 0.3235299; No similar. 
 rt hernanolano intervencion redmasnoticias labelurl laurisbs nanavassan unisabana religioncope abcr; j : 1296. Sim : 0.35275492; No similar. 
 noticiaun premian compromiso calidad educativa launcuenta unmanizales labelurl via unimedios  ; j : 1297. Sim : 0.540508; Baja. 
 modo acreditacioncam comsabana labelurl  ; j : 1298. Sim : 0.11098101; No similar. 
 imagenes diasincarroysinmoto uniandes labelurl  ; j : 1299. Sim : 0.35527205; No similar. 
 rt juandmasterchef sushi unisabana labelurl  ; j : 1300. Sim : 0.21899241; No similar. 
 challenge opportunities eicea labelurl  ; j : 1301. Sim : 0.13843226; No similar. 
 vive urfestival2016 masrosaristaquenunca labelurl  ; j : 1302. Sim : 0.15855865; No similar. 
 50 ciento encuestados encuentra satisfecho cantidad arboles medellin comovamos  ; j : 1303. Sim : 0.0903209; No similar. 
 unisabanaradio emisora vivelaradio labelurl  ; j : 1304. Sim : 0.23479354; No similar. 
 noche tmetropolitano recibira sinfonicaeafit vi concierto temporada 2017 labelurl  ; j : 1305. Sim : 0.15463719; No similar. 
 formar parte ursummerschool labelurl labelurl labelurl  ; j : 1306. Sim : 0.0968366; No similar. 
 calificarian terminos innovacion labelurl labelurl  ; j : 1307. Sim : 0.22697745; No similar. 
 mas diasincarroysinmoto uniandes labelurl  ; j : 1308. Sim : 0.4502015; No similar. 
 hoy voyentren unisabana labelurl  ; j : 1309. Sim : 0.30697274; No similar. 
 felices hoy neiva labelurl  ; j : 1310. Sim : 0.2452848; No similar. 
 manana cine foro sistema penal control social trae pelicula secreto ojos esperamos partir labelurl ; j : 1311. Sim : 0.1344377; No similar. 
 rt oaduniandes ayeryhoy ceremonias graduacion uniandes dia recordar throwbackthursday labelurl  ; j : 1312. Sim : 0.40815932; No similar. 
 primer dia fiafest labelurl  ; j : 1313. Sim : 0.28336382; No similar. 
 proximo 24 abril pierdan foro fabricato 97 anos tejiendo industria esperamos labelurl  ; j : 1314. Sim : 0.32224974; No similar. 
 felicitaciones orgullo comsabana labelurl  ; j : 1315. Sim : 0.19368191; No similar. 
 venezuela actualidad articulo labelurl  ; j : 1316. Sim : 0.3234271; No similar. 
 rt aspaenglc encuentro alumniaspaen unisabana yosoyaspaen aspaenglc colegiosbarranquilla orgullocar; j : 1317. Sim : 0.21241398; No similar. 
 4 7 julio semanadereceso admisiones funcionara normalmente retomaremos actividades 10 labelurl  ; j : 1318. Sim : 0.19256914; No similar. 
 uniandes recibe carro electrico crear consciencia cuidado medio ambiente labelurl labelurl  ; j : 1319. Sim : 0.3001716; No similar. 
 bogota vamos hacer va generar minimo 6 millones viajes dia imaginense viajes hagan carro penalosa  ; j : 1320. Sim : 0.33924192; No similar. 
 noticiaun libro catedra nacional celebraran 150 anos launcuenta labelurl via unimedios  ; j : 1321. Sim : 0.5407697; Baja. 
 daniel marulanda eafitense encontro herramientas digitales oportunidad negocio labelurl  ; j : 1322. Sim : 0.3396844; No similar. 
 rt behrentz celebrando estudiantes gestores liderandes beca estudiantes estudiantes uniandes cumpli; j : 1323. Sim : 0.10858326; No similar. 
 todavia tiempo formar parte feria colectivos descubre labelurl labelurl  ; j : 1324. Sim : 0.18270369; No similar. 
 comunidadun intercambia conocimientos traves bogota cambalachea labelurl via caracolradio labelurl ; j : 1325. Sim : 0.44956607; No similar. 
 rt behrentz duda pendiente transmilenio carreraseptima manejo estaciones 200 metros ojo impacto urb; j : 1326. Sim : 0.11745289; No similar. 
 rt lafm estudiantes unisabana participaran competencia mundial eficiencia energetica labelurl lafm ; j : 1327. Sim : 0.25125924; No similar. 
 manana auditorio fundadores orquesta sinfonicaeafit iii concierto temporada 2017 cuatro estaciones ; j : 1328. Sim : 0.10551207; No similar. 
 rt comsabana tercerfiafest comsabana hoy dia esperamos fiafest unisabana mayo 2 info labelurl  ; j : 1329. Sim : 0.47195098; No similar. 
 paraleer unmedellin municipios norte valle aburra fortalecen vinculos labelurl labelurl  ; j : 1330. Sim : 0.16606803; No similar. 
 momento estudiantes profesores egresados pregrado ingenieria procesos celebran 20 anos act labelurl; j : 1331. Sim : 0.19211176; No similar. 
 ingenieria cosas ingenieros sistemas computacion explican big data aplicaciones labelurl  ; j : 1332. Sim : 0.10508233; No similar. 
 video campus cable unmanizales bien preservar labelurl mincultura via prensaun labelurl  ; j : 1333. Sim : 0.31717756; No similar. 
 esperamos parte impuestos grandes obras puedan invertir proyectos poblaciones pobres  ; j : 1334. Sim : 0.065226756; No similar. 
 rt comsabana tercerfiafest gracias hicieron posible fiafest ultimo reto encuentre logos fiafest  ; j : 1335. Sim : 0.22695106; No similar. 
 rt comsabana gracias miohiguera alumno derechousabana cpoliticasus acompanarnos visita gimnasiocart; j : 1336. Sim : 0.2322334; No similar. 
 nueva plataforma virtual dedicate lectura todas part labelurl via unimedios fe labelurl  ; j : 1337. Sim : 0.3013358; No similar. 
 voyentren regreso casa salimos 554 pm informate aqui labelurl trenusabana labelurl  ; j : 1338. Sim : 0.32347283; No similar. 
 trabaje gratis vender bus siento orgulloso haber sido presidente junta itdp enriquepenalosa  ; j : 1339. Sim : 0.07333551; No similar. 
 noticiaun alta inversion unmanizales labelurl unparatodos launcuenta via unimedios labelurl  ; j : 1340. Sim : 0.5581023; Baja. 
 idea libro prosocialidad preocuparnos tener capacidad crear beneficios particulares  ; j : 1341. Sim : 0.09571294; No similar. 
 rt jrestrp extraordinario nuevo consejero hernando sanchez sanchez abogado urosarionews destacado j; j : 1342. Sim : 0.05630157; No similar. 
 hoyeneafit celebracion mes financiero cine foro proyeccion pelicula the big short 500 pm bloqu labe; j : 1343. Sim : 0.31601635; No similar. 
 rt bienestarsabana delegacion unisabana llega paipa competir finales torneoredoun deseamos mejor  ; j : 1344. Sim : 0.27162656; No similar. 
 todavia tiempo votar bloco semifinalista ideas cambiara historia labelurl  ; j : 1345. Sim : 0.12243846; No similar. 
 rt serpilopaga ustedes hoy oportunidad unica llama serpilopaga aprovechenla maximo obduliovp rector; j : 1346. Sim : 0.32433617; No similar. 
 noticiaun biblioteca jose felix patino cuenta historia ex rector labelurl orgulloun via labelurl  ; j : 1347. Sim : 0.4575019; No similar. 
 medellin debe trabajar mas micro potenciar invertir accesibilidad espacios isabel basombr labelurl ; j : 1348. Sim : 0.24382581; No similar. 
 rt urosarioradio estudiantes admonurosario preguntan conversandoconjosemanuel envianos preguntas sa; j : 1349. Sim : 0.18025403; No similar. 
 rt deuniandes minuto jugar jueves 14 julio 12 m plazoleta lleras inscribete labelurl labelurl  ; j : 1350. Sim : 0.2520262; No similar. 
 rt orgulloun estudiantes reciben green talents award comunidadun orgulloun labelurl  ; j : 1351. Sim : 0.28288502; No similar. 
 lucha conservar cocodrilo llanero labelurl via revistasemana imagenes instagram labelurl  ; j : 1352. Sim : 0.28830555; No similar. 
 sabias uncolombia presencia san andres hace 20 anos articulo mantillaignacio labelurl  ; j : 1353. Sim : 0.3947017; No similar. 
 rt comsabana tercerfiafest comsabana miguel rubio director fiafest esperamos labelurl  ; j : 1354. Sim : 0.2552721; No similar. 
 uniandes 315 estudiantes internacionales 2016 encanta conocer mundo traves labelurl  ; j : 1355. Sim : 0.27310148; No similar. 
 uncolombia conectados planeta ahorra conectate tambien ahorraun infopresidencia labelurl  ; j : 1356. Sim : 0.39054197; No similar. 
 articulo unperiodico observatorio astronomico torre iluminada ciencia launpatrimoniodetodos labelur; j : 1357. Sim : 0.15588811; No similar. 
 rt alumnisabana graduado unisabana invitamos participar vii torneodefutbol alumnisabana inscribe eq; j : 1358. Sim : 0.17784546; No similar. 
 fopre cafe reune cada semestre comunidad uniandina torno solidaridad labelurl labelurl  ; j : 1359. Sim : 0.2194036; No similar. 
 noticiaun arboles jardin imagenes orgulloun labelurl via unimedios labelurl  ; j : 1360. Sim : 0.6418509; Baja. 
 rt oaduniandes ayeryhoy mirada edificio roberto franco hacia prado san alberto magno throwbackthurs; j : 1361. Sim : 0.36470556; No similar. 
 rt oaduniandes ayeryhoy bloque rgc parte predios comunidad buen pastor hoy fac derecho throwbackthu; j : 1362. Sim : 0.15634933; No similar. 
 rt comsabana tercerfiafest felicitaciones producto austral agradecemos participacion fiafest unisab; j : 1363. Sim : 0.3935037; No similar. 
 juanfigura hola juanfigura servicio vivo adicional tarifas eafitenses especiales labelurl  ; j : 1364. Sim : 0.26506263; No similar. 
 noticiaun maquinas inteligentes evolucionan uncolombia labelurl ingenieriaunbog via labelurl  ; j : 1365. Sim : 0.377341; No similar. 
 rt rosarioea soyrosarista freshmen at urosarionews big welcome labelurl  ; j : 1366. Sim : 0.061716028; No similar. 
 rt unisabanaradio podcastusr unisabana adelanta convenio feria libro guadalajara labelurl  ; j : 1367. Sim : 0.36947757; No similar. 
 vivo contralor edgardo maya urosarioradio habla corrupcion colombia labelurl  ; j : 1368. Sim : 0.26690835; No similar. 
 comunidadun presenta identificacion estudiante egresado funcionario requerido labelurl  ; j : 1369. Sim : 0.04346627; No similar. 
 rt derechousabana iii seminario derecho competencia unisabana uniandesderecho unisabanaradio labelu; j : 1370. Sim : 0.29567; No similar. 
 rt comsabana horarios informacion puede ser util alumnos comsocialy comaudiovisual unisabana labelu; j : 1371. Sim : 0.3657515; No similar. 
 hoy mammedellin martincaparros hablo desnutricion mundial conferencia contar hambre labelurl  ; j : 1372. Sim : 0.21561661; No similar. 
 rt apgguzman reputationunav simplemente gracias vamos cargados reflexiones buenas ideas proxima uni; j : 1373. Sim : 0.2616146; No similar. 
 edicion 111 eafitense conozcan eafit desarrollo foro ciudades bajas carbono  ; j : 1374. Sim : 0.19991042; No similar. 
 noticiaun duplica numero estudiantes extranjeros unparatodos labelurl via unimedios labelurl  ; j : 1375. Sim : 0.4329383; No similar. 
 hoyeneafit auditorio fundadores recibe sinfonicaeafit v concierto temporada 2017 mass in blu labelu; j : 1376. Sim : 0.19620961; No similar. 
 rt behrentz universidad colombiana cinco mejores america latina uniandes eltiempo via timeshighered; j : 1377. Sim : 0.45386127; No similar. 
 semana campuseafit sera sede cdeccol 2017 labelurl labelurl  ; j : 1378. Sim : 0.17987812; No similar. 
 construccion conexiones relaciones duraderas mutuamente beneficiosas network rosariogsb labelurl  ; j : 1379. Sim : 0.19915316; No similar. 
 rt comsabana feliz cumpleanoscomsabana queridas secretarias sandracasallas comsabana exitos dia  ; j : 1380. Sim : 0.46627727; No similar. 
 confirmado lengua colibries cambia extraer nectar labelurl elespectador unimedios labelurl  ; j : 1381. Sim : 0.18415824; No similar. 
 dia emprendimiento uniandino 10 agosto 100 pm labelurl  ; j : 1382. Sim : 0.29866558; No similar. 
 noticiaun docente unmanizales grupo alto potencial manizalesmas labelurl orgulloun via unimedios  ; j : 1383. Sim : 0.5353098; Baja. 
 comunidad acercate cultura medio oriente semana semana cine irani dreunal labelurl  ; j : 1384. Sim : 0.28067082; No similar. 
 manana modo voyentren trenusabana informacion nuevo servicio transporte  ; j : 1385. Sim : 0.25786635; No similar. 
 estudiantes unisabana uniandes urosarionews unisalle launacional unijaveriana present promesacontin; j : 1386. Sim : 0.34180716; No similar. 
 cambriaeafit participa fin semana european solar challenge belgica exitos campeones labelurl  ; j : 1387. Sim : 0.13033602; No similar. 
 articulo unperiodico primer radar nubes lluvia labelurl unparatodos unimedios labelurl  ; j : 1388. Sim : 0.27780914; No similar. 
 felicitamos juan sebastian murcia estudiante cpoliticasus ser ganadores beca santander labelurl  ; j : 1389. Sim : 0.25782847; No similar. 
 rt comsabana gracias hablaron microfonos unisabanaradio hacer parte show radio vivo ope  ; j : 1390. Sim : 0.25364146; No similar. 
 rt apgguzman aqui cartagena comsabana iamcr2017 labelurl  ; j : 1391. Sim : 0.43099546; No similar. 
 noticiaun nuevos doctorados ofreceran unmanizales labelurl via unimedios launcuenta labelurl  ; j : 1392. Sim : 0.52206814; Baja. 
 musica caribena magin sexteto gamerano cantaron bailaron andes labelurl labelurl  ; j : 1393. Sim : 0.18120883; No similar. 
 fin semana ayudar promesacontinua2017 juntosporlaguajira usnavy armadacolombia estudiantes var labe; j : 1394. Sim : 0.3267297; No similar. 
 comunidadun 2017 comprometete ahorro energia uncolombia conectate planeta ahorraun labelurl  ; j : 1395. Sim : 0.26353756; No similar. 
 rt oaduniandes ayeryhoy prado frente bloque b throwbackthursday tbt labelurl  ; j : 1396. Sim : 0.24424663; No similar. 
 funciona hospital ejercicio simulacion carreras area salud opencampus2017 labelurl  ; j : 1397. Sim : 0.2890026; No similar. 
 rt tecnnovauee lineas investigacion tecnnova2017 10 11 agosto medio ambiente materiales mineria ene; j : 1398. Sim : 0.37189788; No similar. 
 estudiante administracion negocios internacionales hace realidad idea negocio labelurl labelurl  ; j : 1399. Sim : 0.15419346; No similar. 
 noticiaun uncolombia acogio reunion udual labelurl launcuenta dreunal via unimedios labelurl  ; j : 1400. Sim : 0.55108637; Baja. 
 noticias orgulloun gestion cultural unmanizales celebra 15 anos reacreditacion via lapatriacom labe; j : 1401. Sim : 0.5429512; Baja. 
 noticiaun nueva empresa generara energia traves plantas unmanizales labelurl unimedios labelurl  ; j : 1402. Sim : 0.5055276; Baja. 
 llego gran dia despues superar todas pruebas tecnicas hoy competencia shellecomarathon labelurl  ; j : 1403. Sim : 0.3689816; No similar. 
 rt oecdcfe inauguracion sumschool17 empieza camino 2 semanas temas desarrollo local comunidad provi; j : 1404. Sim : 0.19941393; No similar. 
 educacionun do universidades colombianas mejores administracion orgulloun labelurl via revistaseman; j : 1405. Sim : 0.5057755; Baja. 
 rt oaduniandes san alberto magno elementos mas representativos uniandes celebra hoy fiesta anual la; j : 1406. Sim : 0.28442615; No similar. 
 foroungasscol nuevas soluciones viejos problemas minjusticiaco eafit labelurl  ; j : 1407. Sim : 0.14368455; No similar. 
 rt usingenieria hoy acompanaron mas 70 companias muestrapracticas2016 gracias estudiantes asistir u; j : 1408. Sim : 0.31038824; No similar. 
 si graduado usingenieria esperamos 23 noviembre jornadaacademicaingenieria inscribete labelurl  ; j : 1409. Sim : 0.077899665; No similar. 
 comsabana unisabana estebanbe13 recuerden pendientes hashtag sigabienpueda  ; j : 1410. Sim : 0.381486; No similar. 
 vamos abrir licitacion metro segundo semestre ano enriquepenalosa  ; j : 1411. Sim : 0.2770366; No similar. 
 rt comsabana tambien futuros alumnos comaudiovisual present encuentroexcelencia unisabana labelurl ; j : 1412. Sim : 0.373417; No similar. 
 15 junio eafit sinfonicaeafit sinfonicaant esperan x concierto temporada 2017 labelurl  ; j : 1413. Sim : 0.15201797; No similar. 
 asi va encuentroporlaexcelencia valledupar felices ustedes labelurl  ; j : 1414. Sim : 0.30959874; No similar. 
 tardamos 500 anos reconocer tabaco nocivo salud carlos castro contrabandodecigarrillo labelurl  ; j : 1415. Sim : 0.2273706; No similar. 
 8 festival jazz andes anthony coleman 12 septiembre 700 pm labelurl labelurl  ; j : 1416. Sim : 0.21963349; No similar. 
 proceso construir 30 colegios nuevos reconstruir 32 colegios mas enriquepenalosa  ; j : 1417. Sim : 0.14987604; No similar. 
 rt comsabana seguimos simultanea 2periodismou hablando periodismo universitario unisabana labelurl ; j : 1418. Sim : 0.35298178; No similar. 
 representantes grupos estudiantiles unieron causa invita solidaridad labelurl  ; j : 1419. Sim : -0.005330641; No similar. 
 conoce detalles iniciativa busca estrategias enfrentar corrupcion labelurl labelurl  ; j : 1420. Sim : 0.13000388; No similar. 
 paraleer nuevo articulo rector uncolombia mantillaignacio ay educacion labelurl mineducacion elespe; j : 1421. Sim : 0.41253555; No similar. 
 rt cerosetenta aire segunda entrega diccionariodelapaz labelurl meinformoporlapaz congresovisible  ; j : 1422. Sim : 0.20360407; No similar. 
 londres vivio jornada vinculos afecto recuerdos universidad labelurl labelurl  ; j : 1423. Sim : 0.3094291; No similar. 
 programa reproduccion cautiverio caiman llanero funciona estacion biologia tropical roberto labelur; j : 1424. Sim : 0.39853588; No similar. 
 rt apgguzman necesita recurso humano calificado responder momento historico turismo mincomercioco u; j : 1425. Sim : 0.09322671; No similar. 
 rt serpilopaga si potencial beneficiario serpilopaga cumples requisitos debes tener cuenta sigui  ; j : 1426. Sim : 0.16575144; No similar. 
 tener presente horarios crai bibliotecaur periodo intersemestral labelurl labelurl  ; j : 1427. Sim : 0.19942468; No similar. 
 puntual llego tren estacion usaquen voyentren labelurl  ; j : 1428. Sim : 0.32373497; No similar. 
 noticiaun retos medellin ser ciudad inteligente unmedellin labelurl fminas via labelurl  ; j : 1429. Sim : 0.40741324; No similar. 
 libros proteccion legislativa desprestigio social historia sindicalismo colombia labelurl  ; j : 1430. Sim : 0.2723075; No similar. 
 eafitenses viernes filarmed invita concierto sinfonia n5 teatroudem partir 80 labelurl  ; j : 1431. Sim : 0.14566135; No similar. 
 sede bogota primera rank ascsapiens 2016 labelurl orgulloun via revistasemana sapiensresearch  ; j : 1432. Sim : 0.54478204; Baja. 
 lunes 8 agosto feria empleo alumnisabana sabana inscribete aqui labelurl labelurl  ; j : 1433. Sim : 0.35506412; No similar. 
 eafitenses mantenimiento filtro fumigacion general universidad dias 23 25 junio piscin labelurl  ; j : 1434. Sim : 0.18899609; No similar. 
 recibe 14500 millones pesos inversion unmanizales labelurl launcuenta labelurl  ; j : 1435. Sim : 0.2368752; No similar. 
 rt jrestrp segun confirmacion autoridades expresada medios agradecemos ayuda permitio encontrar est; j : 1436. Sim : 0.3393736; No similar. 
 rt unisabanaradio llega informacion punto cuidad colegio distrital tabora desarrolla total normalid; j : 1437. Sim : 0.27043566; No similar. 
 orgullorosarista repositorio edocur numero colombia segun rank webometrics labelurl labelurl  ; j : 1438. Sim : 0.27057633; No similar. 
 uncolombia rank mundial universidades materias worlduniranking orgulloun labelurl via revistadinero; j : 1439. Sim : 0.4348151; No similar. 
 debemos aprender aprovechar datos crear transformaciones definir nuevas ideas german men labelurl  ; j : 1440. Sim : 0.042066913; No similar. 
 noticiaun energia solar cargar celulares unmanizales orgulloun labelurl via unimedios ahorraun  ; j : 1441. Sim : 0.6345257; Baja. 
 estudiantes profesores estan invitados manana conferencia contar hambre martincaparros invita  ; j : 1442. Sim : 0.17230996; No similar. 
 noticiaun aplican tecnicas alta precision detectar minas antipersona orgulloun labelurl via unimedi; j : 1443. Sim : 0.5605101; Baja. 
 servir demas residentes posmedunisabana mision promesacontinua2017 juntosporlaguajira labelurl  ; j : 1444. Sim : 0.3282153; No similar. 
 conoce proyecto promueve proteccion animales labelurl aldiaconelnova labelurl  ; j : 1445. Sim : 0.049907178; No similar. 
 tres cosas debes saber estacion experimental campo jose celestino mutis labelurl labelurl  ; j : 1446. Sim : 0.23704249; No similar. 
 noticiaun renovara sistema informacion academica sedesun labelurl via unimedios labelurl  ; j : 1447. Sim : 0.548063; Baja. 
 manuel jose bonett general enfilo vida educacion labelurl labelurl  ; j : 1448. Sim : 0.25519666; No similar. 
 foro posconflicto oportunidad desarrollo ponencia profesor eicea ulfthoene labelurl  ; j : 1449. Sim : 0.07651357; No similar. 
 rt memoriauniandes throwbackthursday ayeryhoy si uniandino seguro reconoces lugar campito san jose ; j : 1450. Sim : 0.2879486; No similar. 
 noticiaun holanda destaca avances tumaco orgulloun labelurl via unimedios labelurl  ; j : 1451. Sim : 0.54072857; Baja. 
 principio in dubio pro natura precaucion base derecho ambiental labelurl labelurl  ; j : 1452. Sim : 0.13386011; No similar. 
 rt pradarodolfo asi celebro aniversario numero 37 unisabana labelurl  ; j : 1453. Sim : 0.3815624; No similar. 
 si parte cambio parte problema jody williams labelurl labelurl  ; j : 1454. Sim : 0.05532544; No similar. 
 rt serpilopaga sueno ingresar educacionsuperior alta calidad hoy hace realidad serpilopaga labelurl; j : 1455. Sim : 0.18215743; No similar. 
 rt omarralba frustra poder crear mas oportunidades pais colombia juan manuel saravia tedxlasaguas u; j : 1456. Sim : 0.41728184; No similar. 
 cerosetenta celebro cinco anos crispetas invitados video labelurl  ; j : 1457. Sim : 0.2614444; No similar. 
 rt behrentz graduando alejandro rojas summacumlaude uniandes gradosuniandes males democracia resuel; j : 1458. Sim : 0.30098337; No similar. 
 noticiaun 525 deportistas compiten juegos nacionales unmanizales labelurl via unimedios orgulloun  ; j : 1459. Sim : 0.54768115; Baja. 
 rt uniandesderecho estan cordialmente invitados proximo seminario cijus entrada libre cupo limitado; j : 1460. Sim : 0.19201331; No similar. 
 profesores uniandinos premiados business association of latin american study balas excelenciauniand; j : 1461. Sim : 0.14026268; No similar. 
 1 junio presentara eafit sinfonicaeafit ix concierto temporada 2017 egresados i labelurl  ; j : 1462. Sim : 0.11993225; No similar. 
 estudios dirigidos quieren entrar uniandes saben estudiar labelurl labelurl  ; j : 1463. Sim : 0.032381836; No similar. 
 articulo estudiantes permanentes profesores ocasionales mantillaignacio labelurl via elespectador  ; j : 1464. Sim : 0.38386357; No similar. 
 noticiaun top portales universitarios launcuenta labelurl unimedios labelurl  ; j : 1465. Sim : 0.31513807; No similar. 
 rt endirectosabana recuerden circulacion edicion 98 directo leemos comentarios hashtag leaendirecto; j : 1466. Sim : 0.29503292; No similar. 
 rt comsabana tercerfiafest 342d director fiafest invita inauguracion festival unisabana labelurl  ; j : 1467. Sim : 0.3321378; No similar. 
