Modulo nnlm-es-dim128-with-normalization-2
Topicos : favor gracias mensaje cuentanos detalles escribirnos directo ayudarte ocurrido dm numero informacion 
 carlsua carlos favor envianos datos dm nombre completo cedula telefono comunicarnos contigo buen di; j : 1. Sim : 0.74036735; Media. 
 carlangut hola carlangut gracias escribirnos cuentanos favor mas detalles ocurrido mensaje d labelu; j : 2034. Sim : 0.77554023; Media. 
 ximegzz2012 hola ximegzz2012 gracias escribirnos cuentanos favor mas detalles ocurrido mensa labelu; j : 2035. Sim : 0.6893629; Media. 
 sulayreina hola sulayreina gracias escribirnos cuentanos favor mas detalles ocurrido mensaje labelu; j : 2036. Sim : 0.7814734; Media. 
 espirada hola espirada gracias escribirnos cuentanos favor mas detalles ocurrido mensaje d labelurl; j : 2037. Sim : 0.75318164; Media. 
 sazawilliam hola sazawilliam gracias escribirnos cuentanos favor mas detalles ocurrido men labelurl; j : 2038. Sim : 0.69568694; Media. 
 emersoniglesias hola emersoniglesias alegra saludarte cuentanos mas detalles sucedido mensaje di la; j : 2039. Sim : 0.6752213; Media. 
 luisiferp hola luisiferp alegra saludarte amplianos favor informacion ocurrido mensaje labelurl  ; j : 2040. Sim : 0.5796705; Baja. 
 somosvallenatos hola somosvallenatos disculpa molestias indicanos mensaje directo nombre completo l; j : 2041. Sim : 0.5310618; Baja. 
 eurooou hola eurooou gracias escribirnos rede sociales disponibles asesorarte escribenos labelurl  ; j : 2042. Sim : 0.5402377; Baja. 
 hefos98 hola hefos98 lamentamos molestias compartenos mensaje directo detalles inconveniente p labe; j : 2043. Sim : 0.5169106; Baja. 
 dgilcalero hola dgilcalero lamentamos molestias compartenos mensaje directo detalles inconveni labe; j : 2044. Sim : 0.6189687; Baja. 
 alexmillos16 hola alexmillos16 gracias escribirnos favor compartenos mensaje directo pantallazo lab; j : 2045. Sim : 0.7290597; Media. 
 cherlisgamez hola cherlisgamez gracias escribirnos cuentanos mensaje directo zona ubicado labelurl ; j : 2046. Sim : 0.6326447; Baja. 
 karinaefe hola karinaefe favor contactanos mensaje directo brindarte informacion caso n labelurl  ; j : 2047. Sim : 0.6815779; Media. 
 jhonatannastul hola jhonatannastul gracias escribirnos favor indicanos mensaje directo tipo labelur; j : 2048. Sim : 0.6129975; Baja. 
 gandreselfcas hola gandreselfcas agradecemos opinion ayudas mejorar servicio favor indic labelurl  ; j : 2049. Sim : 0.45036152; No similar. 
 vanessatl24 hola vanessis permitenos ayudarte escribenos favor dm ocurrido validar labelurl  ; j : 2050. Sim : 0.5655116; Baja. 
 isaurock6 hola isaurock6 cuentanos favor mensaje directo tipo certificacion requieres labelurl  ; j : 2051. Sim : 0.6645638; Baja. 
 mivallejo2 hola mivallejo2 gracias escribirnos cuentanos favor mas detalles ocurrido mensaje labelu; j : 2052. Sim : 0.7366425; Media. 
 paulisgaleano hola paula amplianos favor detalles sucedido dm quedamos atentos  ; j : 2053. Sim : 0.6301585; Baja. 
 delizapata hola delizapata lamentamos molestias escribenos favor mensaje directo ayudaremos labelur; j : 2054. Sim : 0.5943094; Baja. 
 dougphilippe hola dougphilippe lamentamos molestias favor compartenos numero cedula mensaj labelurl; j : 2055. Sim : 0.57051843; Baja. 
 jamerdavid511 hola jamerdavid511 lamentamos molestias escribenos mensaje directo numero telefonico ; j : 2056. Sim : 0.64596117; Baja. 
 alzatechicho hola alzatechicho gracias escribirnos queremos mejorar experiencia necesitamos ayu lab; j : 2057. Sim : 0.44883832; No similar. 
 jamerdavid511 hola jamerdavid511 lamentamos molestias escribenos mensaje directo numero telefonico ; j : 2058. Sim : 0.64596117; Baja. 
 dougphilippe hola dougphilippe lamentamos molestias favor compartenos numero cedula mensaj labelurl; j : 2059. Sim : 0.57051843; Baja. 
 luisvillegasps hola luisvillegasps gracias escribirnos favor indicanos numero cedula mensaje labelu; j : 2060. Sim : 0.6578792; Baja. 
 lilopenuela hola lilopenuela alegra saludarte cuentanos mas detalles sucedido indicanos numer label; j : 2061. Sim : 0.67720884; Media. 
 ciudadecali sicsuper hola ciudadecali gracias escribirnos cuentanos favor mas detalles ocurrido lab; j : 2062. Sim : 0.678299; Media. 
 andresmonk hola andresmonk alegra saludarte cuentanos mas detalles sucedido mensaje directo labelur; j : 2063. Sim : 0.7684367; Media. 
 hbuendiaor hola hbuendiaor gracias escribirnos cuentanos favor mas detalles ocurrido mensaje labelu; j : 2064. Sim : 0.765954; Media. 
 hola mayariana1 puedes escribirnos via dm podremos ayudarte tramite  ; j : 2065. Sim : 0.5982887; Baja. 
 felipecb93 hola felipecb93 gracias escribirnos cuentanos favor mas detalles ocurrido mensaje labelu; j : 2066. Sim : 0.8019213; Media. 
 jatorresre hola jatorresre gracias escribirnos cuentanos favor mas detalles mensaje directo labelur; j : 2067. Sim : 0.75819933; Media. 
 carlosamartin hola carlosamartin gracias escribirnos favor indicanos numero cedula mensaje labelurl; j : 2068. Sim : 0.6481722; Baja. 
 andreamayorrest hola andreamayorrest queremos ayudarte favor compartenos numero cedula mensaje d la; j : 2069. Sim : 0.5581943; Baja. 
 cataguti09 hola cataguti09 lamentamos molestias compartenos mensaje directo detalles inconveni labe; j : 2070. Sim : 0.52480286; Baja. 
 leoflorez9991 hola leoflorez9991 gracias escribirnos indicanos favor numero cedula inbox t labelurl; j : 2071. Sim : 0.6482627; Baja. 
 andresmonk hola andresmonk lamentamos molestias compartenos mensaje directo detalles inconveni labe; j : 2072. Sim : 0.6433449; Baja. 
 suertecalavera hola suertecalavera queremos ayudarte cuentanos mas detalles sucedido mensaje direc ; j : 2073. Sim : 0.67056936; Media. 
 luchigeraldino hola luchigeraldino favor indicanos mensaje directo numero cedula ayudarte r labelur; j : 2074. Sim : 0.67381376; Media. 
 tatyescobar1 hola tatyescobar1 alegra saludarte cuentanos favor mas detalles ocurrido mensa labelur; j : 2075. Sim : 0.663048; Baja. 
 juliiuly hola juliiuly gracias escribirnos cuentanos favor mas detalles ocurrido mensaje d labelurl; j : 2076. Sim : 0.7434214; Media. 
 joelyseliana hola joelyseliana gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 2077. Sim : 0.7172776; Media. 
 jcamilo0930 hola jcamilo0930 gracias escribirnos cuentanos favor mas detalles ocurrido men labelurl; j : 2078. Sim : 0.6830207; Media. 
 juancaba10 hola juancaba10 gracias escribirnos cuentanos favor mas detalles ocurrido mensaje labelu; j : 2079. Sim : 0.7952645; Media. 
 liacaicedo90 hola liacaicedo90 gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 2080. Sim : 0.72791785; Media. 
 esetonito hola esetonito gracias escribirnos cuentanos favor mas detalles ocurrido mensaje labelurl; j : 2081. Sim : 0.80820805; Media. 
 jaimereyesm1 hola jaimereyesm1 gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 2082. Sim : 0.69606; Media. 
 msarmiento05 tuitbdb hola msarmiento05 gracias escribirnos cuentanos favor mas detalles ocurrid lab; j : 2083. Sim : 0.60170203; Baja. 
 fdoalvaradoa hola fdoalvaradoa gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 2084. Sim : 0.7180095; Media. 
 jaircamilo hola jaircamilo gracias escribirnos cuentanos favor mas detalles ocurrido mensaje labelu; j : 2085. Sim : 0.7663065; Media. 
 rienacst hola rienacst gracias escribirnos cuentanos favor mas detalles requerimiento mensaj labelu; j : 2086. Sim : 0.7301985; Media. 
 lianju25 hola lianju25 gracias escribirnos cuentanos favor mas detalles ocurrido mensaje d labelurl; j : 2087. Sim : 0.8113642; Media. 
 plantofila hola plantofila gracias escribirnos cuentanos favor mas detalles ocurrido mensaj labelur; j : 2088. Sim : 0.6783515; Media. 
 eugeniatobar hola eugeniatobar gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 2089. Sim : 0.70819277; Media. 
 juandajuanda hola juandajuanda gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 2090. Sim : 0.69528586; Media. 
 jhonbogotano hola jhonbogotano gracias escribirnos cuentanos favor mas detalles ocurrido men labelu; j : 2091. Sim : 0.7508378; Media. 
 monikpugui hola monikpugui gracias escribirnos cuentanos favor mas detalles ocurrido mensaje labelu; j : 2092. Sim : 0.79602724; Media. 
 jaimesalcedoh hola jaimesalcedoh gusto saludarte indicanos mensaje directo numero cedula mas labelu; j : 2093. Sim : 0.64668304; Baja. 
 poderandino hola poderandino alegra saludarte cuentanos mas detalles sucedido mensaje directo label; j : 2094. Sim : 0.6767572; Media. 
 poderandino hola poderandino gracias escribirnos cuentanos favor mas detalles ocurrido mensa labelu; j : 2095. Sim : 0.6777857; Media. 
 hola lematgordo lamentamos inconveniente cuentanos dm caso poder ayudarte quedamos atentos  ; j : 2096. Sim : 0.6362075; Baja. 
 marianbermus sfcsupervisor hola marianbermus queremos ayudarte favor compartenos numero cedula labe; j : 2097. Sim : 0.54251033; Baja. 
 martinezgaf sicsuper sicresponde hola martinezgaf gracias escribirnos cuentanos favor mas detalles ; j : 2098. Sim : 0.6583179; Baja. 
 rocolenleyva1 hola rocolenleyva1 queremos ayudarte cuentanos mas detalles sucedido mensaje directo ; j : 2099. Sim : 0.79583937; Media. 
 unquijote hola unquijote gracias escribirnos cuentanos favor mas detalles ocurrido mensa labelurl  ; j : 2100. Sim : 0.6941027; Media. 
 ibajaime sicsuper hola ibajaime gracias escribirnos cuentanos favor mas detalles ocurrido labelurl ; j : 2101. Sim : 0.7193695; Media. 
 ibajaime davidbarguil hola ibajaime gracias escribirnos cuentanos favor mas detalles ocurrido p lab; j : 2102. Sim : 0.6956124; Media. 
 periodismojga sfcsupervisor hola periodismojga cuentanos favor mas detalles ocurrido mensaje dir la; j : 2103. Sim : 0.77278405; Media. 
 kateaguakt hola kateaguakt gracias escribirnos cuentanos favor mas detalles ocurrido mensaje labelu; j : 2104. Sim : 0.75897175; Media. 
 dopaminiel hola dopaminiel gracias escribirnos cuentanos favor mas detalles ocurrido mensaje labelu; j : 2105. Sim : 0.80907595; Media. 
 shirleyjsaenz bancolombia hola shirleyjsaenz gracias escribirnos queremos mejorar experiencia neces; j : 2106. Sim : 0.48103964; No similar. 
 caromontoyah hola caromontoyah queremos ayudarte cuentanos mas detalles sucedido mensaje directo la; j : 2107. Sim : 0.7506724; Media. 
 estarguars113 hola estarguars113 queremos ayudarte cuentanos mas detalles sucedido mensaje directo ; j : 2108. Sim : 0.7380928; Media. 
 camilohoyos hola camilohoyos queremos ayudarte cuentanos mas detalles sucedido mensaje directo t la; j : 2109. Sim : 0.73581684; Media. 
 diegoescalante0 hola diegoescalante0 queremos ayudarte cuentanos mas detalles sucedido mensaje dire; j : 2110. Sim : 0.72294587; Media. 
 avilaluiss hola avilaluiss queremos ayudarte cuentanos mas detalles sucedido mensaje directo labelu; j : 2111. Sim : 0.7787805; Media. 
 paulacasasb hola paulacasasb queremos ayudarte cuentanos mas detalles sucedido mensaje directo t la; j : 2112. Sim : 0.7010533; Media. 
 valetatazapata hola valetatazapata queremos ayudarte cuentanos mas detalles sucedido mensaje dire l; j : 2113. Sim : 0.7248693; Media. 
 andreajimenezgp hola andreajimenezgp queremos ayudarte favor compartenos numero cedula mensaje d la; j : 2114. Sim : 0.59899133; Baja. 
 giovanniparraca sfcsupervisor hola giovanniparraca queremos ayudarte favor compartenos numero cedu ; j : 2115. Sim : 0.43619955; No similar. 
 marcelatobon hola marcela siguenos favor comunicarnos contigo traves mensaje directo d ma labelurl ; j : 2116. Sim : 0.68319297; Media. 
 libelula0116 camilachain bancolombia hola camilachain invitamos conocer productos comprobar t label; j : 2117. Sim : 0.38264406; No similar. 
 alej313 hola alej313 lamentamos molestias compartenos mensaje directo detalles inconveniente p labe; j : 2118. Sim : 0.61242634; Baja. 
 vickodev hola vickodev vamos comunicar mensaje directo contigo favor siguenos  ; j : 2119. Sim : 0.60540193; Baja. 
 sinectado hola sinectado lamentamos inconvenientes ocasionados gracias escribirnos cuentanos favo l; j : 2120. Sim : 0.55824274; Baja. 
 caje88 gastroglam bancorepublica trabajando resolver problema teatro amiradelarosa cono labelurl  ; j : 2121. Sim : 0.1344188; No similar. 
 natarx hola natarx bienvenida canal digital validar cuentas favor escribenos u labelurl  ; j : 2122. Sim : 0.5188027; Baja. 
 guiller2783 mafecarrascal sfcsupervisor hola guiller2783 queremos ayudarte favor compartenos numero; j : 2123. Sim : 0.43804377; No similar. 
 vueltacanela hola vueltacanela queremos ayudarte cuentanos mas detalles sucedido mensaje directo t ; j : 2124. Sim : 0.78799874; Media. 
 wonderw95989888 hola wonderw95989888 enviado mensaje directo atender caso feliz dia  ; j : 2125. Sim : 0.52841276; Baja. 
 margollata hola margollata gusto saludarte indicanos mensaje directo mas detalles ayuden revi label; j : 2126. Sim : 0.6186434; Baja. 
 poderandino sfcsupervisor hola poderandino queremos ayudarte cuentanos mas detalles sucedido mensaj; j : 2127. Sim : 0.57916427; Baja. 
 arquitectoab sfcsupervisor hola arquitectoab queremos ayudarte favor compartenos numero cedula labe; j : 2128. Sim : 0.5599454; Baja. 
 2000depan buenas fotos sabemos recuerda puedes seguir participando mas dobles usan labelurl  ; j : 2129. Sim : 0.41379327; No similar. 
 lauualarcon hola lauualarcon alegra saludarte cuentanos favor mas detalles ocurrido mensa labelurl ; j : 2130. Sim : 0.66450334; Baja. 
 mccgraff chaveztorres13 hola mccgraff alegra saludarte cuentanos favor mas detalles ocurrido p labe; j : 2131. Sim : 0.5979707; Baja. 
 cortesvalencian hola cortesvalencian gusto saludarte indicanos mensaje directo numero cedula ma lab; j : 2132. Sim : 0.56450576; Baja. 
 alertaguajira buenas tardes indicanos nuevo dm sucede quedamos atentos  ; j : 2133. Sim : 0.3705853; No similar. 
 hmaldonado10 hola hmaldonado10 alegra saludarte cuentanos mas detalles sucedido mensaje directo lab; j : 2134. Sim : 0.70331645; Media. 
 rimon89 hola rimon89 lamentamos escribes cuentanos favor mas detalles ocurrido mensaj labelurl  ; j : 2135. Sim : 0.6305923; Baja. 
 simongirango hola simongirango alegra saludarte cuentanos mas detalles sucedido mensaje directo lab; j : 2136. Sim : 0.670972; Media. 
 jorgehbernal1 hola jorgehbernal1 gracias escribirnos queremos mejorar experiencia favor cuentanos l; j : 2137. Sim : 0.61534137; Baja. 
 yortizr hola yortizr bienvenido canal digital validar cuentas favor escribenos labelurl  ; j : 2138. Sim : 0.5082403; Baja. 
 sampuco sfcsupervisor hola sampuco bienvenido canal digital validar cuentas fa labelurl  ; j : 2139. Sim : 0.5121047; Baja. 
 rosasjeison policiacolombia hola jeison cuentanos dm oficina ubicado revisar caso c labelurl  ; j : 2140. Sim : 0.47285694; No similar. 
 daniel9217 daniel9217 queremos ayudarte experiencia animate cuentanos detalles ocurrido labelurl  ; j : 2141. Sim : 0.54079205; Baja. 
 ernestogotri sfcsupervisor gusgomez1701 davidbarguil hola ernestogotri gracias escribirnos cuentano; j : 2142. Sim : 0.4506364; No similar. 
 weycast cesarcantero hola favor siguenos podernos comunicar mensaje directo contigo  ; j : 2143. Sim : 0.69370747; Media. 
 drunkcaras cachermishana apoyo teletoncolombia acaba aun 830 pm seguir dona labelurl  ; j : 2144. Sim : 0.16895847; No similar. 
 cadripg hola adriana favor amplianos dm detalles ocurrido validar caso area encargada quedamos aten; j : 2145. Sim : 0.67359114; Media. 
 julianmuozmolin hola julianmuozmolin lamentamos molestias indicanos consulta mensaje directo po lab; j : 2146. Sim : 0.60529923; Baja. 
 fernandovaron2 hola fernando podemos colaborar porfavor dejanos datos interno  ; j : 2147. Sim : 0.6077165; Baja. 
 kevhdz97 hola kevin cuentanos favor si lograste comunicarte si favor escribenos dm quedamos atentos; j : 2148. Sim : 0.63351977; Baja. 
 hola alexahumada14 cuentanos caso mensaje directo poder ayudarte  ; j : 2149. Sim : 0.71545976; Media. 
 julianricov hola julian favor envianos solicitud dm poder colaborarte quedamos atentos  ; j : 2150. Sim : 0.6568832; Baja. 
 patoluu hola patoluu alegra saludarte rede sociales disponibles asesorarte escribenos labelurl  ; j : 2151. Sim : 0.59803087; Baja. 
 esco620 hola esco620 cuentanos favor mas detalles ocurrido mensaje directo si posible ayu labelurl ; j : 2152. Sim : 0.68073934; Media. 
 crisjgar01 bancosaval sfcsupervisor velascoluisf holam cristhian respondimos dm atentos  ; j : 2153. Sim : 0.37482357; No similar. 
 andreincolombia hola andreincolombia alegra saludarte queremos conocer mas detalles sucedido ay lab; j : 2154. Sim : 0.5555598; Baja. 
 alehaunfaith hola alehaunfaith alegra saludarte queremos conocer mas detalles sucedido ayudarte lab; j : 2155. Sim : 0.6069431; Baja. 
 giovabeltran hola giovabeltran alegra saludarte queremos conocer mas detalles sucedido ayudarte lab; j : 2156. Sim : 0.56126785; Baja. 
 petergarzon7 hola petergarzon7 alegra saludarte queremos conocer mas detalles sucedido ayudarte lab; j : 2157. Sim : 0.59823287; Baja. 
 lauracely910 hola lauracely910 alegra saludarte queremos conocer mas detalles sucedido ayudarte lab; j : 2158. Sim : 0.5648864; Baja. 
 aaangelito hola aaangelito alegra saludarte queremos conocer mas detalles sucedido ayudarte r label; j : 2159. Sim : 0.564099; Baja. 
 hola paulhernanb lamentamos sucedido pasaremos reporte mejorar servicio  ; j : 2160. Sim : 0.52729493; Baja. 
 paolytabm bienvenida canal digital favor indicanos consulta mensaje directo poder ase labelurl  ; j : 2161. Sim : 0.51693255; Baja. 
 icpaoc hola icpaoc alegra saludarte cuentanos mensaje directo podemos ayudarte quedamos atentos lab; j : 2162. Sim : 0.6475944; Baja. 
 juanpifdez hola juanpifdez alegra saludarte queremos conocer mas detalles sucedido ayudarte r label; j : 2163. Sim : 0.5961076; Baja. 
 rafaelsalinast hola rafaelsalinast alegra saludarte queremos conocer mas detalles sucedido ayud lab; j : 2164. Sim : 0.5741492; Baja. 
 cuchoagudelo hola favor dejanos datos hacer reporte saludos  ; j : 2165. Sim : 0.6471856; Baja. 
 larrotaronald hola larrotaronald alegra saludarte queremos conocer mas detalles sucedido ayudar lab; j : 2166. Sim : 0.58703196; Baja. 
 hugoecheverry hola hugoecheverry alegra saludarte queremos conocer mas detalles sucedido ayudar lab; j : 2167. Sim : 0.56213707; Baja. 
 edgarju86 hola edgarju86 alegra saludarte amplianos favor informacion ocurrido mensaje labelurl  ; j : 2168. Sim : 0.63996845; Baja. 
 chap83 hola chap83 agradecemos opinion ayudas mejorar servicio favor indicanos mensa labelurl  ; j : 2169. Sim : 0.4357603; No similar. 
 deltahel hola deltahel importante ayudarte favor contactanos via dm gestionar labelurl  ; j : 2170. Sim : 0.53368586; Baja. 
 juliandrs hola juliandrs favor compartenos numero cedula nombre completo darle seguimiento c labelu; j : 2171. Sim : 0.60887915; Baja. 
 hola paradajairo cuentanos mas caso mensaje directo poder ayudarte  ; j : 2172. Sim : 0.6968158; Media. 
 morrocoyita77 hola morrocoyita77 alegra saludarte queremos conocer mas detalles sucedido ayudar lab; j : 2173. Sim : 0.52516246; Baja. 
 danileguizamons hola daniela ayudarte solicitud escribenos favor mensaje interno alli labelurl  ; j : 2174. Sim : 0.63634574; Baja. 
 villegasalejo bancosaval hola villegasalejo lamentamos molestias compartenos mensaje directo deta l; j : 2175. Sim : 0.46807945; No similar. 
 shirleyricom animate cuentanos traves inbox producto inconveniente labelurl  ; j : 2176. Sim : 0.57867247; Baja. 
 maurogram hola maurogram gracias aviso favor indicanos numero cedula mensaje directo labelurl  ; j : 2177. Sim : 0.68038946; Media. 
 dieghoa bancosaval hola dieghoa gracias escribirnos cuentanos favor mas detalles ocurrido m labelur; j : 2178. Sim : 0.6899237; Media. 
 marcedita05 bancosaval hola marcedita05 gracias escribirnos cuentanos favor mas detalles ocurri lab; j : 2179. Sim : 0.69109714; Media. 
 ivanovpineda bancosaval hola ivanovpineda lamentamos molestias favor compartenos numero cedula labe; j : 2180. Sim : 0.5061494; Baja. 
 mayekat90 hola mayekat90 alegra escribes cuentanos mensaje directo si podemos ayudarte co labelurl ; j : 2181. Sim : 0.6181348; Baja. 
 latutty libertysegcol hola laura permitenos ayudarte amplianos favor informacion sucedido dm labelu; j : 2182. Sim : 0.5589298; Baja. 
 nathypinzon lindsaylohan buen doble recuerda puedes participar mas vez sube mas fotos labelurl  ; j : 2183. Sim : 0.46689945; No similar. 
 aguirrfelipe hola aguirrfelipe queremos ayudarte cuentanos mas detalles mensaje directo ayudarte co; j : 2184. Sim : 0.71269524; Media. 
 paviaenrico sfcsupervisor hola paviaenrico alegra saludarte queremos conocer mas detalles sucedido ; j : 2185. Sim : 0.5303015; Baja. 
 doblepersona hola camilo muchas gracias comentarios positivos acerca servicio rede recue labelurl  ; j : 2186. Sim : 0.66182476; Baja. 
 melpecanchila hola melpecanchila lamentamos molestias compartenos mensaje directo consulta pod labe; j : 2187. Sim : 0.497028; No similar. 
 stebankid asobancaria hola stebankid alegra saludarte queremos conocer mas detalles sucedido labelu; j : 2188. Sim : 0.5359419; Baja. 
 violeta582265 hola violeta582265 alegra saludarte amplianos favor informacion ocurrido po labelurl ; j : 2189. Sim : 0.50091505; Baja. 
 oscarsg16 mariolopezextra lawneira valdedrama 2010masterchip buen doble recuerda puedes participar ; j : 2190. Sim : 0.23242837; No similar. 
 maurocarreno1 hola maurocarreno1 bienvenido canal digital favor escribenos mensaje directo co label; j : 2191. Sim : 0.5045352; Baja. 
 davidparraarias hola davidparraarias favor indicanos si recibiste transferencia caso contrario labe; j : 2192. Sim : 0.3119231; No similar. 
 andresdariocruz hola andresdariocruz alegra saludarte escribenos favor mensaje directo ayudar label; j : 2193. Sim : 0.6360935; Baja. 
 descubre puedes pensionar anticipadamente facebook live porvenirteresponden 22 noviembren labelurl ; j : 2194. Sim : 0.32540992; No similar. 
 aecheverri76 alegra saludarte aecheverri76 envianos mensaje directo numero cedula podremos labelurl; j : 2195. Sim : 0.64642715; Baja. 
 martik hola martik indicamos anteriormente favor envianos mensaje directo numero ced labelurl  ; j : 2196. Sim : 0.6348211; Baja. 
 luchovelez hola luis respondimos dm quedamos atentos  ; j : 2197. Sim : 0.5018738; Baja. 
 hederich hola federico lamentamos inconveniente favor comunicate interno poder ayudarte co labelurl; j : 2198. Sim : 0.5942911; Baja. 
 alejoct29 disculpa inconvenientes favor compartenos mas detalle ocurrido mensaje directo labelurl  ; j : 2199. Sim : 0.63825667; Baja. 
 gonzaleznar sfcsupervisor hola gonzaleznar gracias escribirnos favor indicanos numero cedula po lab; j : 2200. Sim : 0.60301507; Baja. 
 rizoandreita hola andrea permitenos ayudarte amplianos favor detalles ocurrido dm alli pedir labelu; j : 2201. Sim : 0.64998853; Baja. 
 hola alvarogonzalezu lamentamos molestias puedes escribirnos consulta dm saludos  ; j : 2202. Sim : 0.63538605; Baja. 
 xtrangeko caivirtual hola xtrangeko alegra saludarte queremos conocer mas detalles sucedido ay labe; j : 2203. Sim : 0.5108385; Baja. 
 carloscasa14 iebancodebogota hola carloscasa14 alegra saludarte contamos puedes consultar saldo lab; j : 2204. Sim : 0.49577773; No similar. 
 40alfredo hola luis alfredo permitenos ayudarte revisar caso area encargada escribenos fav labelurl; j : 2205. Sim : 0.4487093; No similar. 
 pargo44 hola pargo44 lamentamos molestias compartenos mensaje directo detalles inconveniente j labe; j : 2206. Sim : 0.60268676; Baja. 
 felifore hola felifore lamentamos molestias compartenos mensaje directo detalles inconveniente labe; j : 2207. Sim : 0.57962334; Baja. 
 hola cilomeca enviado mensaje directo respuesta consultansaludos  ; j : 2208. Sim : 0.5848421; Baja. 
 sagrav1516 hola arnold permitenos ayudarte cuentanos favor dm detalles ocurrido validar c labelurl ; j : 2209. Sim : 0.6599928; Baja. 
 celebracion feriadeflores expresion cultural amplifica multiples escenarios labelurl  ; j : 2210. Sim : 0.34462488; No similar. 
 lagus123 hola lagus queremos conocer detalle caso puedes escribirnos via dm  ; j : 2211. Sim : 0.63760984; Baja. 
 danielsanchezm0 hola danielsanchezm0 alegra saludarte queremos conocer mas detalles requerimiento p; j : 2212. Sim : 0.59018624; Baja. 
 jennifergutiers sfcsupervisor hola jennifer permitenos ayudarte escribenos favor dm alli pediremo l; j : 2213. Sim : 0.54773915; Baja. 
 rodridelsolar hola rodriguez permitenos ayudarte envianos favor traves mensaje interno detalles lab; j : 2214. Sim : 0.7538466; Media. 
 asuarezq1 hola asuarezq1 agradecemos informacion compart haremos reporte internamente feliz labelur; j : 2215. Sim : 0.52427536; Baja. 
 jatorresre hola jatorresre agradecemos informacion compart haremos reporte internamente feliz label; j : 2216. Sim : 0.5139284; Baja. 
 cadenanatazul1 hola natalia permitenos ayudarte envianos favor caso dm revisarlo area labelurl  ; j : 2217. Sim : 0.5842207; Baja. 
 oskrsf hola oscar revisar caso area encargada escribenos favor dm alli pediremos labelurl  ; j : 2218. Sim : 0.6105784; Baja. 
 casasnestor hola casasnestor gracias escribirnos confirmanos mensaje directo numero cedula labelurl; j : 2219. Sim : 0.6984534; Media. 
 casasnestor hola casasnestor gracias escribirnos confirmanos cedula mensaje directo ayudaremos labe; j : 2220. Sim : 0.67874306; Media. 
 paolarockymetal hola paolarockymetal queremos ayudarte indicanos mensaje directo numero cedula mas ; j : 2221. Sim : 0.6373453; Baja. 
 jheimyandrea hola jheimyandrea alegra saludarte escribenos mensaje directo ayudaremos resolver labe; j : 2222. Sim : 0.5309688; Baja. 
 paolapalma hola diana permitenos ayudarte cuentanos dm caso poder colaborarte quedamos atentos  ; j : 2223. Sim : 0.58171076; Baja. 
 hola jaberdugo251821 interesa conocer caso favor cuentanos detalles via inbox gracias sfcsupervisor; j : 2224. Sim : 0.75124896; Media. 
 rvalenzuela1958 seguridad informacion indicanos favor datos solo traves mensaje directo q labelurl ; j : 2225. Sim : 0.7070448; Media. 
 suadmorad bancosaval hola suadmorad queremos ayudarte compartenos mensaje directo tipo producto lab; j : 2226. Sim : 0.54728436; Baja. 
 sebasmosquera oribeperalta buenas fotos sabemos recuerda puedes seguir participando c labelurl  ; j : 2227. Sim : 0.3379662; No similar. 
 olgacaro sfcsupervisor hola olga permitenos ayudarte indicanos si lograste comunicarte si escribeno; j : 2228. Sim : 0.34712946; No similar. 
 jexa10 hola jenny permitenos ayudarte escribenos favor interno revisar caso area encargada quedamos; j : 2229. Sim : 0.6019521; Baja. 
 devoralibro hola clau permitenos ayudarte escribenos favor interno revisar caso area encargada qued; j : 2230. Sim : 0.58983576; Baja. 
 luisforense29 hola luisforense29 alegra saludarte queremos conocer mas detalles sucedido ayudar lab; j : 2231. Sim : 0.5197484; Baja. 
 angelitag2010 hola angelitag2010 alegra saludarte queremos conocer mas detalles sucedido ayudar lab; j : 2232. Sim : 0.5739677; Baja. 
 noelito40 hola noelito40 alegra saludarte queremos conocer mas detalles sucedido ayudarte res label; j : 2233. Sim : 0.59689426; Baja. 
 paolitavr sicsuper hola paolitavr cuentanos favor mas detalles ocurrido mensaje directo si labelurl; j : 2234. Sim : 0.67616457; Media. 
 godwar3 hola jorge ocasiones nuestraa lineas congestionan cuentanos favor si lograste comunicarte q; j : 2235. Sim : 0.60942966; Baja. 
 cristian3602 sfcsupervisor cristian3602 cuentanos favor mas detalles consulta mensaje directo label; j : 2236. Sim : 0.72024506; Media. 
 soyvictorrojas respetado senor rojas invitamos resolver dudas consultando siguientes vinculosnsobre; j : 2237. Sim : 0.42183262; No similar. 
 angelamoralesu hola angelamoralesu gusto saludarte indicanos mensaje directo numero cedula mas labe; j : 2238. Sim : 0.6181419; Baja. 
 usmariacami hola usmariacami gracias escribirnos cuentanos favor mas detalles ocurrido mensa labelu; j : 2239. Sim : 0.73865545; Media. 
 marianitica hola marianitica gracias escribirnos cuentanos favor mas detalles ocurrido mensa labelu; j : 2240. Sim : 0.74156535; Media. 
 lalarock88 hola lalarock88 gracias escribirnos cuentanos favor mas detalles ocurrido mensaje labelu; j : 2241. Sim : 0.7498788; Media. 
