Modulo nnlm-es-dim128-with-normalization-2
Topicos : caso dm gracias bancorepublica atentos quedamos datos area colaborarte envianos saludos encargada 
 julianabdiaz lugar evento cambiado realizara hotel radisson avenida 60 2299 salon ar total bogota d; j : 1. Sim : 0.26274642; No similar. 
 natalialr26 gracias natalia gusto enviaremos caso area encargada tomar medidas necesarias  ; j : 1202. Sim : 0.48460984; No similar. 
 estabilidadfinanciera consecuencia mismos factor balance establecimientos credito labelurl  ; j : 1203. Sim : 0.26408857; No similar. 
 reportesdelemisor mayoria variables economicas suroccidente valle cauca narino cauca putumayo c lab; j : 1204. Sim : 0.2817548; No similar. 
 juanc80 noticiasrcn hola juan pudiste pedir cita si aun hecho ingresa siguiente enlace  ; j : 1205. Sim : 0.36662176; No similar. 
 codirector joseantonioocampo participa xxxiii congreso nacional estudiantes economia panel labelurl; j : 1206. Sim : 0.09298653; No similar. 
 mokamoka04 hola alejandra podrias dejar datos interno darle seguimiento caso quedamos atentos  ; j : 1207. Sim : 0.5861416; Baja. 
 dnevita hola nevz gracias comentarios positivos seguiremos trabajando mejorar experiencia feliz tar; j : 1208. Sim : 0.52558833; Baja. 
 ghiesmatthew seminariodeeconomia trasmiten canal labelurl gracias inter  ; j : 1209. Sim : 0.335552; No similar. 
 davidandresfm david invitamos envy datos personales dm pasar caso area encargada saludos  ; j : 1210. Sim : 0.6621054; Baja. 
 si interesado conocer mas educacion financiera invitamos visitar labelurl  ; j : 1211. Sim : 0.31863564; No similar. 
 hola lilianabet regalarias datos mensaje privado poder colaborarte inquietudes nombre labelurl  ; j : 1212. Sim : 0.5265349; Baja. 
 carlosa11154887 hola carlosa11154887 gracias escribirnos si tarjeta bloqueada ingresar cla labelurl; j : 1213. Sim : 0.39424348; No similar. 
 jhonsuarezs hola jhon gracias participar aunque recuerda debe ser personaje real saludos  ; j : 1214. Sim : 0.40509912; No similar. 
 banco republica ofrece patrocinio iniciar estudios posgrado exterior segundo seme labelurl  ; j : 1215. Sim : 0.12433235; No similar. 
 amburgossi sergiogomezh noragservicio cxexpercliente hola amburgossi gracias escribirnos cuentanos ; j : 1216. Sim : 0.41516402; No similar. 
 aumebapo hola aura permitenos colaborarte envianos caso dm colaborarte quedamos atentos  ; j : 1217. Sim : 0.61294633; Baja. 
 conozca presentacion ameisel martes economiauandes siguiente vinculo labelurl  ; j : 1218. Sim : 0.30677956; No similar. 
 ser feliz necesita paz tranquilidad deudas vida financiera desordenada roban serenidad labelurl  ; j : 1219. Sim : 0.0014885188; No similar. 
 asistido escenarios dialogo convocados uds mentiras levantado labelurl  ; j : 1220. Sim : 0.20778254; No similar. 
 jaraca52 hola jairo permitenos ayudarte envianos caso dm colaborarte quedamos atentos  ; j : 1221. Sim : 0.6824628; Media. 
 top3deimpactoeconomicon1amlo suspendera subastas campos petroleros indefinidamenten2turquiaregistro; j : 1222. Sim : 0.21927224; No similar. 
 escuche audio vea video rueda prensa reunion juntabanrep viernes 28 septiembre labelurl  ; j : 1223. Sim : 0.2648248; No similar. 
 reportesdelemisor finaliza presentacion reporte estabilidad financiera segundo semestre 2018 qu lab; j : 1224. Sim : 0.304793; No similar. 
 dejes propositos suerte fija plan tip construyas labelurl  ; j : 1225. Sim : 0.32384935; No similar. 
 luismolanoa luismolanoa portal web puedes crear alertas notifiquen saldo cuenta labelurl  ; j : 1226. Sim : 0.4377586; No similar. 
 finaliza intervencion juanjoseechavarria gerente bancorepublica santamarta ceremonia n labelurl  ; j : 1227. Sim : 0.35320285; No similar. 
 sebasjuantian hola sebasjuantian regalarias datos mensaje privado poder colaborarte labelurl  ; j : 1228. Sim : 0.45902562; No similar. 
 quiere conocer elementos juicio cuenta juntabanrep toma decisiones politica labelurl  ; j : 1229. Sim : 0.20910607; No similar. 
 chiriguanero hola jose cheko gracias escribirnos queremos informarte puedes consultar ubicacion tel; j : 1230. Sim : 0.4918223; No similar. 
 fernandordrgz conozca posicion oficial bancorepublica criptomonedas labelurl  ; j : 1231. Sim : 0.35784566; No similar. 
 aprender reconocer necesidades deseos ayudara mantener orden finanzas personales  ; j : 1232. Sim : 0.09530003; No similar. 
 revistadinero opinion estabilidad financiera activo valioso desconocido n german verdugo  ; j : 1233. Sim : 0.08830365; No similar. 
 elhombredelasr avalpay hola raul gracias escribirnos revisar caso area encargada ampliano labelurl ; j : 1234. Sim : 0.6441468; Baja. 
 aprendamosmas programa automaticamente pagos olvidate filas afan pagar acordam labelurl  ; j : 1235. Sim : 0.3334855; No similar. 
 asi vivimos misplanesconaval tapete rojo lanzamiento plan amarte juanes labelurl  ; j : 1236. Sim : 0.124310404; No similar. 
 seminario nuevo regimen cambios internacionales sebastian rojas director departamento operacion lab; j : 1237. Sim : 0.2608521; No similar. 
 evento recuerde cita manana bogota seminariodeeconomia 500 labelurl labelurl  ; j : 1238. Sim : 0.23866342; No similar. 
 gerente juanjoseechavarria explica juntabanrep decidio viernes 22 marzo mantener 4 labelurl  ; j : 1239. Sim : 0.17211689; No similar. 
 reportesdelemisor quiere conocer principales indicadores financieros paises america sur c labelurl ; j : 1240. Sim : 0.33530083; No similar. 
 inscribase participe seminariosbanrep nmanana 17 octubre bogota barreras movilidad trabaj labelurl ; j : 1241. Sim : 0.23246053; No similar. 
 666sulfur cupos disponibles asignados participe canal stream labelurl  ; j : 1242. Sim : 0.3385424; No similar. 
 proximo lunes 13 agosto juanjoseechavarria gerente bancorepublica presenta informesobreinflacion la; j : 1243. Sim : 0.28427973; No similar. 
 hoy ultimo dia colombiamoda2018 cerrando desfile isabelhenao conectate instagram disfruta labelurl ; j : 1244. Sim : 0.15327822; No similar. 
 larepublicaco insidelr esfuerzo gigante transformarnos digital asi poder acercar jovenes llegar  ; j : 1245. Sim : 0.17016642; No similar. 
 edwin9312 edwin envianos consulta datos contacto dm colaborarte quedamos atentos  ; j : 1246. Sim : 0.7474138; Media. 
 luego evaluar economia balance riesgos junta directiva banco republica labelurl  ; j : 1247. Sim : 0.25292742; No similar. 
 angelejos listos escuchar juez goldstone siganos stream labelurl  ; j : 1248. Sim : 0.2597918; No similar. 
 evento cartagena 15022018 asista seminariosbanrep presentado jose antonio ocampo entrada libre labe; j : 1249. Sim : 0.15972708; No similar. 
 puntosalaire hola gracias reporte pasaremos area encargada inconvenientes vuelvan suceder saludos  ; j : 1250. Sim : 0.6920783; Media. 
 arriesgue dinero criptomonedas respaldo invitamos conocer riesgos labelurl  ; j : 1251. Sim : 0.2485116; No similar. 
 xtrangeko hola xtrangeko gracias escribirnos efectivamente contamos app banca movil pue labelurl  ; j : 1252. Sim : 0.48916453; No similar. 
 gerente juanjoseechavarria explica juntabanrep decidio viernes 21 diciembre mantener labelurl  ; j : 1253. Sim : 0.20917583; No similar. 
 carlsua hola carlos conveniente bancos quedamos atentos  ; j : 1254. Sim : 0.3683125; No similar. 
 ganadoras categoria femenina mmb 2016 soylanacion labelurl  ; j : 1255. Sim : 0.18482731; No similar. 
 jaimepepis hola jaime podrias indicar ciudad gracias  ; j : 1256. Sim : 0.39360747; No similar. 
 anovasa albert manejando caso dm area encargada nueva respuesta notificaremos saludos  ; j : 1257. Sim : 0.6010871; Baja. 
 juanpablo9017 hola juan pablo pasamos reporte area encargada pues temas maneja directamente banco s; j : 1258. Sim : 0.5342424; Baja. 
 iris9112 hola isa permitenos colaborarte envianos datos personales caso via dm pendientes saludos  ; j : 1259. Sim : 0.716854; Media. 
 presentacion informesobreinflacion parte gerente bancorepublica juanjoseechavarria real labelurl  ; j : 1260. Sim : 0.4618368; No similar. 
 primera ministra britanica theresa may retorna bruselas objetivo buscar cambios legalmente vinc lab; j : 1261. Sim : 0.14370303; No similar. 
 camilojcuartas hola cuentanos caso dm envianos datos contacto ayudarte quedamos atentos  ; j : 1262. Sim : 0.7294786; Media. 
 judithechever hola judy queremos informarte puedes consultar ubicacion horarios toda red labelurl  ; j : 1263. Sim : 0.4725522; No similar. 
 jairoqfarc dnpcolombia minhacienda gerente general bancorepublica encuentra labelurl  ; j : 1264. Sim : 0.16332297; No similar. 
 jeinerbogota sfcsupervisor jeiner cuentanos caso dm colaborarte quedamos atentos  ; j : 1265. Sim : 0.5743202; Baja. 
 eebedoya edward puedes enviar informacion siguiente correo serviciobancodeoccidentecomco saludos  ; j : 1266. Sim : 0.47974834; No similar. 
 mafegonzaalez hola favor envianos dm datos codigo revisar caso saludos  ; j : 1267. Sim : 0.6785165; Media. 
 juanjoseechavarria gerente bancorepublica asiste comision iii senadogovco debate deuda publ labelur; j : 1268. Sim : 0.35491064; No similar. 
 eebedoya buenas tardes edward envianos caso datos contacto dm revisarlo area encargada saludos  ; j : 1269. Sim : 0.7330636; Media. 
 angela figueroa gerard giraldo equipoporvenir acompanan rueda prensa soylanacion labelurl  ; j : 1270. Sim : 0.21415211; No similar. 
 escuche audio vea video rueda prensa reunion juntabanrep jueves 31 enero 20 labelurl  ; j : 1271. Sim : 0.2859363; No similar. 
 finaliza presentacion informesobreinflacion fceunal conozca presentacion labelurl  ; j : 1272. Sim : 0.28794855; No similar. 
 fabiantrd hola fabian ciudad encuentras saludos  ; j : 1273. Sim : 0.38739523; No similar. 
 seria mecanismo distribucion recursos sistema general participaciones verdaderamente labelurl  ; j : 1274. Sim : 0.21898423; No similar. 
 empantanado aca viviendo experienciasaval padresalvajee 18decada10 empantanado teatro colon labelur; j : 1275. Sim : 0.0015240537; No similar. 
 miguel amador angela figueroa gerard giraldo diego colorado atletas equipoporvenir estaran mm  ; j : 1276. Sim : 0.14380182; No similar. 
 bancos nacionales desarrollo sobrevivieron proceso liberacion financiera ocurrio anos 90 v labelurl; j : 1277. Sim : 0.22461805; No similar. 
 jeffrodri17 hola jeffer siguiente enlace puedes conocer acerca cesantias  ; j : 1278. Sim : 0.46691433; No similar. 
 redinvestigadores hora bancorepublica economiauandes lanzan red investigadores economia maur labelu; j : 1279. Sim : 0.32288268; No similar. 
 conozca presentacion realizada joseantonioocampo realizada hoy unijaveriana labelurl  ; j : 1280. Sim : 0.20288488; No similar. 
 cazdemedina carolina envianos dm productos interesada datos contacto brindarte asesoria  ; j : 1281. Sim : 0.67797804; Media. 
 lugar podra interpretar ensayar escribir producir musica ademas consultar contenidos sonidos pacifi; j : 1282. Sim : 0.2835537; No similar. 
 casasnestor hola casasnestor gracias escribirnos seguridad productos debemos validar iden labelurl ; j : 1283. Sim : 0.45611766; No similar. 
 cazdemedina hola carolina cuentanos dm productos interesada envianos datos contacto saludos  ; j : 1284. Sim : 0.6793493; Media. 
 argegelvez hola argegelvez trabajando mejorar experiencia si posible cuentanos mas detalle labelurl; j : 1285. Sim : 0.41615906; No similar. 
 diegodduran9 hola diego retiraste dinero cesantias educacion  ; j : 1286. Sim : 0.3223782; No similar. 
 aprendido arriesgarme hacer cosas nuevas crecimiento comodidad pueden coexistir virginia rometty  ; j : 1287. Sim : 0.11180391; No similar. 
 vlado4616 bancorepublica organo independiente gobierno nacional conozca funciones labelurl  ; j : 1288. Sim : 0.2793987; No similar. 
 natborda hola gracias comentarios positivos seguiremos cambiando brindarte mejor experiencia feliz ; j : 1289. Sim : 0.4504364; No similar. 
 inicia 2da reunion ordinaria junta directiva banrep 2018 presencia miembros reitera labelurl  ; j : 1290. Sim : 0.087262; No similar. 
 angelitarodasb hola angelitarodasb necesario comuniques servilinea n bogota 3820000n labelurl  ; j : 1291. Sim : 0.3570177; No similar. 
 nuggetgs unamonacacher gracias unirte recuerda mas seguidores don mas sera aporte labelurl  ; j : 1292. Sim : 0.19688444; No similar. 
 leydidaniela22 stefaniapdc gracias unirte recuerda mas seguidores don mas sera aporte labelurl  ; j : 1293. Sim : 0.24135427; No similar. 
 monserratmaga4 santiago01pl gracias unirte recuerda mas seguidores don mas sera aporte labelurl  ; j : 1294. Sim : 0.20261864; No similar. 
 strangergamecap l4urenparcer4 gracias unirte recuerda mas seguidores don mas sera aporte labelurl  ; j : 1295. Sim : 0.30840757; No similar. 
 marbjaramillo camishana011 gracias unirte recuerda mas seguidores don mas sera aporte labelurl  ; j : 1296. Sim : 0.16896519; No similar. 
 camipdc villalobossebas gracias unirte recuerda mas seguidores don mas sera aporte labelurl  ; j : 1297. Sim : 0.20858024; No similar. 
 pilpintutintaya latamco hola angelica envianos caso datos contacto mensaje interno colaborarte qued; j : 1298. Sim : 0.6745072; Media. 
 hola paradajairo dado respuesta via mensaje privado saludos  ; j : 1299. Sim : 0.46517622; No similar. 
 hola panchitagalindo encontramos gestionando caso area encargada  ; j : 1300. Sim : 0.5765557; Baja. 
 jacorame hola javier permitenos ayudarte cuentanos caso dm envianos datos contacto quedamos atentos; j : 1301. Sim : 0.7068126; Media. 
 porvenir recopilamos mejores consejos ordenar finanzas cumplas metas labelurl  ; j : 1302. Sim : 0.23847376; No similar. 
 tradicion silleteros replicado hace 7 anos nuevayork flores nueva york labelurl  ; j : 1303. Sim : 0.21510479; No similar. 
 curramberillo gloriai4 buenos dias jota permitenos ayudarte envianos caso datos contacto dm quedamo; j : 1304. Sim : 0.70427746; Media. 
 evapalie hola evapalie regalarias datos dm poder colaborarte inquietudes nombre com labelurl  ; j : 1305. Sim : 0.56035644; Baja. 
 bancodebogota vivamos lunes compras felices santafemimundo unicentrobogota titanplazacc cccentromay; j : 1306. Sim : 0.24951579; No similar. 
 tatisdirec mapiandstuff gracias unirte recuerda mas seguidores don mas sera aporte labelurl  ; j : 1307. Sim : 0.2219898; No similar. 
 gerente actual exgerentes codirectores excodirectores bancorepublica seminario 95 anos l labelurl  ; j : 1308. Sim : 0.25084; No similar. 
 rafajcg93 conozca posicion oficial bancorepublica criptomonedas labelurl  ; j : 1309. Sim : 0.3302899; No similar. 
 tatisantonio vkvavivaviva labelurl  ; j : 1310. Sim : 0.087252595; No similar. 
 trabajemos porunmundodistintojuntos labelurl  ; j : 1311. Sim : 0.10317153; No similar. 
 javirestrepo90 seminario nuevo regimen cambios internacionales sera trasmitido via stream sigano la; j : 1312. Sim : 0.2892755; No similar. 
 vimos hoy labelurl  ; j : 1313. Sim : 0.08249409; No similar. 
 finaliza reunion junta directiva bancorepublica mes junio siga directo transmision l labelurl  ; j : 1314. Sim : 0.31193322; No similar. 
 finaliza reunion junta directiva bancorepublica mes abril siga directo transmision l labelurl  ; j : 1315. Sim : 0.3170729; No similar. 
 donando kilometros ayudaras cientos ninos cumplir sueno ser proximos grandes atletas pai labelurl  ; j : 1316. Sim : 0.20458056; No similar. 
 camilalopez718 soylanacion labelurl  ; j : 1317. Sim : 0.06641244; No similar. 
 kanoprieto soylanacion labelurl  ; j : 1318. Sim : 0.064622924; No similar. 
 angelicazulita hola angelica podrias contar bancos comunicaste saludos  ; j : 1319. Sim : 0.48574057; No similar. 
 cucuta hora miembros juntabanrep reunen empresarios zona oriente escuchar disc labelurl  ; j : 1320. Sim : 0.19526333; No similar. 
 pibegeek linapalma conozca posicion bancorepublica uso criptomonedas labelurl  ; j : 1321. Sim : 0.2833127; No similar. 
 midazagarcia maria favor envianos datos dm colaborarte quedamos atentos  ; j : 1322. Sim : 0.74670047; Media. 
 evento cali seminariodeeconomia 26 20112017 labelurl  ; j : 1323. Sim : 0.11540183; No similar. 
 missslovett hola ingrid cuentanos bancos comunicaste saludos  ; j : 1324. Sim : 0.4352573; No similar. 
 tipempresarial hazle seguimiento plan concedeles libertad trabajadores sustenten cambios necesarios; j : 1325. Sim : 0.26057598; No similar. 
 escuche audio vea video rueda prensa reunion juntabanrep viernes 29 junio 2018 labelurl  ; j : 1326. Sim : 0.23610984; No similar. 
 visita facultad ciencias economicas unisabana director ie joseilopez hablo n labelurl  ; j : 1327. Sim : 0.22827871; No similar. 
 hola gatomansoskull manifestamos via dm seguimos apoyando resolucion caso mintrabajocol helicolsas ; j : 1328. Sim : 0.45486373; No similar. 
 lonelygirl29 pautiper1 gracias unirte recuerda mas seguidores don mas sera aporte labelurl  ; j : 1329. Sim : 0.19571666; No similar. 
 casasnestor sfcsupervisor hola casasnestor gracias escribirnos contamos gestionando labelurl  ; j : 1330. Sim : 0.43832627; No similar. 
 combinar sustitucion importaciones promocion exportaciones integracion regional verdadera propue la; j : 1331. Sim : 0.23673451; No similar. 
 gracias acompanarnos conversatorio reformatributaria puedes ver video labelurl  ; j : 1332. Sim : 0.3818935; No similar. 
 semana santa ganas conocer nuevo destino cuentanos labelurl  ; j : 1333. Sim : 0.25402382; No similar. 
 anovasa albert manejando caso dm informamos respuesta area encargada saludos  ; j : 1334. Sim : 0.668457; Baja. 
 soyegresadouis buenos dias convocatoria hacer practicas segundo semestre 2019 cer labelurl  ; j : 1335. Sim : 0.28171682; No similar. 
 monimartinez acabo encontrar solucion hacer fila ningun banco poder pagar si viaje avalpaycenter  ; j : 1336. Sim : 0.22970246; No similar. 
 mejiatalks hola mejiatalks gracias escribirnos aqui  ; j : 1337. Sim : 0.43146706; No similar. 
 sofiiaroca buenos dias sofia permitenos ayudarte cuentanos caso dm quedamos atentos  ; j : 1338. Sim : 0.51602244; Baja. 
 quiere saber cuantos billet monedas circularon mes diciembre 2018 colombia consulte si labelurl  ; j : 1339. Sim : 0.24444127; No similar. 
 borisduquea ano 2018 bancorepublica recibio donacion teatro amira rosa puso marcha pr labelurl  ; j : 1340. Sim : 0.30938184; No similar. 
 jdbr reune empresarios bucaramanga zona oriente discutir situacion economica re labelurl  ; j : 1341. Sim : 0.24657951; No similar. 
 colcapital so happy to have our special guest ralphsimon1 in our annual assembly colcapital with th; j : 1342. Sim : 0.27855566; No similar. 
 tome nota bancorepublica informa prestara servicio publico proximo lunes 31 diciembre contara label; j : 1343. Sim : 0.44229767; No similar. 
 dnpcolombia reinamauricio ivanduque bancorepublica felicita dnpcolombia directora gloria alons labe; j : 1344. Sim : 0.14898689; No similar. 
 anovasa albert permitenos colaborarte envianos caso datos contacto dm ayudarte quedamos atentos  ; j : 1345. Sim : 0.70051384; Media. 
 juanjoseechavarria gerente bancorepublica inicia presentacion informesobreinflacion primer trimestr; j : 1346. Sim : 0.40780377; No similar. 
 yubertsanchez buenos dias yubert favor cuentanos dm caso envianos datos personales colaborarte salu; j : 1347. Sim : 0.6836966; Media. 
 jdua67 hola juan david gracias escribirnos cuentanos dm operacion fallando colaborarte quedamos ate; j : 1348. Sim : 0.623339; Baja. 
 davidvalenciac consulte informe completo comunicado prensa presentacion siguiente vinculo labelurl ; j : 1349. Sim : 0.42470336; No similar. 
 orgullosos presentar equipoporvenir2019 contado minutos daremos inicio evento labelurl  ; j : 1350. Sim : 0.2345288; No similar. 
 sanardi colpensiones hola santiago realizaste doble asesoria siguiente enlace puedes obtener toda l; j : 1351. Sim : 0.39392853; No similar. 
 menitadevia superfinanciera hola gracias escribirnos envianos caso datos contacto dm colaborarte qu; j : 1352. Sim : 0.83623856; Alta. 
 busca tienda reconocida recuerda fecha altamente comercial estafadores estan acecho  ; j : 1353. Sim : 0.22534668; No similar. 
 inicio cobertura grupoexito bvc exito generacion caja comprometida julio 12 2018 recomendacion v la; j : 1354. Sim : 0.33001575; No similar. 
 manana miercoles jueves 22 viernes 23 noviembre usted podra entender mision bancorepublica sig labe; j : 1355. Sim : 0.26870966; No similar. 
 miembros junta directiva bancorepublica lamentan fallecimiento german villegas villegas labelurl  ; j : 1356. Sim : 0.23991327; No similar. 
 revistapym bancosaval tambien finalista categoria anunciante top10pym jose manuel ayerbe vp mercade; j : 1357. Sim : 0.28477922; No similar. 
 terminar mas importante comenzar cuenta jarlinsonpantan conferencia evento labelurl  ; j : 1358. Sim : 0.252639; No similar. 
 bel ensayo banca nacional desarrollo colombia explora cinco areas accion cuales bnd deben labelurl ; j : 1359. Sim : 0.18481101; No similar. 
 negociaciones seguridad fronteriza legisladores eeuu colapsaron diferencias labelurl  ; j : 1360. Sim : 0.2032172; No similar. 
 crp24 gracias crp24 comunicarte quedamos atentos feliz tarde  ; j : 1361. Sim : 0.5216605; Baja. 
 binvestigacionesbanrep finaliza presentacion documento pobreza santa marta estragos bien labelurl  ; j : 1362. Sim : 0.23544642; No similar. 
 dnpcolombia reinamauricio celebracion 60anosdnp presidente republica ivanduque concedio labelurl  ; j : 1363. Sim : 0.109173395; No similar. 
 eldiegocamargo cafetera dolce gusto besos buen cafe haran falta labelurl  ; j : 1364. Sim : 0.19156528; No similar. 
 dyanana18 diana envianos datos contacto dm brindartea asesoria quedamos atentos  ; j : 1365. Sim : 0.7555665; Media. 
 ameisel nombre casagrandecarib evento abierto estan invitados hacer parte discus labelurl  ; j : 1366. Sim : 0.32381326; No similar. 
 danielespaol hola daniel favor cuentanos caso via dm datos personales colaborarte saludos  ; j : 1367. Sim : 0.63990724; Baja. 
 caritoseria hola carolina atendimos caso dm atentos recibir datos saludos  ; j : 1368. Sim : 0.66872734; Baja. 
 miembros juntabanrep integrantes agrupacion knutosfusion celebracion tres meses fu labelurl  ; j : 1369. Sim : 0.18501562; No similar. 
 alvaradolucia hola nadia permitenos colaborarte envianos caso datos contacto dm gestionarlo area en; j : 1370. Sim : 0.6822714; Media. 
 miembros juntabanrep reunen hora empresarios pereira hablar situacion ac labelurl  ; j : 1371. Sim : 0.23629142; No similar. 
 sergiogomezh noragservicio cxexpercliente hola sergiogomez si deseas ayudaremos radicar reporte p l; j : 1372. Sim : 0.40036187; No similar. 
 gerente juanjoseechavarria explica juntabanrep decidio viernes 26 octubre mantener labelurl  ; j : 1373. Sim : 0.18907869; No similar. 
 agendese seminariosbanrep n4 julio bogota ciclo composicion cambio salarios aproxi labelurl  ; j : 1374. Sim : 0.19824496; No similar. 
 donpurocuento santaanacc hola envianos dm datos informacion banco correspondia cajero saludos  ; j : 1375. Sim : 0.68914706; Media. 
 inscribiste agileopencali escenario seran instalaciones 25 agosto cupo labelurl  ; j : 1376. Sim : 0.31826535; No similar. 
 eldiegocamargo peleen ir contigo gana moto bmw mini cooper labelurl  ; j : 1377. Sim : 0.19657764; No similar. 
 ferdiaze hola fernanda puedes regalar datos mensaje directo conocida quedaremos atentos respuesta  ; j : 1378. Sim : 0.60103035; Baja. 
 postulese obtener cinco patrocinios ofrece banco republica colombia estudiar do labelurl  ; j : 1379. Sim : 0.10553618; No similar. 
 invitada carmenmreinhart director ejecutivo convencionbancaria asobancaria labelurl  ; j : 1380. Sim : 0.22106588; No similar. 
 felices ser parte nominados biciawards 2016 empresa biciamigable gracias expobikecol labelurl  ; j : 1381. Sim : 0.31842795; No similar. 
 cuentanos preguntas gustavoyacaman ht eligetriunfar labelurl  ; j : 1382. Sim : 0.3163181; No similar. 
 escuche audio vea video rueda prensa reunion juntabanrep viernes 27 abril 2018 labelurl  ; j : 1383. Sim : 0.2527424; No similar. 
 mgp290260 diarionocturno actualidadpanam hola mgregoria interesa colaborarte favor escribenos via d; j : 1384. Sim : 0.55801195; Baja. 
 gloriai4 curramberillo gloria poder colaborarte necesitamos envy datos contacto dm quedamos atentos; j : 1385. Sim : 0.5954905; Baja. 
 proposito mas companeros companeras puedan quedar habilitados participar proximas elecc labelurl  ; j : 1386. Sim : 0.31036127; No similar. 
 marios2525 mario envianos caso datos contacto dm colaborarte quedamos atentos  ; j : 1387. Sim : 0.7395998; Media. 
 ricardonacional hola cuentanos detalle sucedio enviar caso area encargada quedamos atentos  ; j : 1388. Sim : 0.6751216; Media. 
 banco central turquiafrena depreciacion historica vive lira causa huida capitales extr labelurl  ; j : 1389. Sim : 0.13752735; No similar. 
 grupo region knutos fusion sonidosdelpacifico labelurl  ; j : 1390. Sim : 0.12654528; No similar. 
 audio video rueda prensa reunion juntabanrep viernes 22 marzo 2019 labelurl  ; j : 1391. Sim : 0.2590682; No similar. 
 hit momento labelurl gusto conoce version completa hitsdelolvido labelurl  ; j : 1392. Sim : 0.29357356; No similar. 
 marialourdesbau hola maria dejanos caso mensaje escalarlo area encargada quedamos pendientes saludo; j : 1393. Sim : 0.57789135; Baja. 
 movaf monica envianos caso dm colaborarte quedamos atentos  ; j : 1394. Sim : 0.7445978; Media. 
 miembros juntabanrep reunen empresarios vallecaucanos discutir situacion actual economi labelurl  ; j : 1395. Sim : 0.17623228; No similar. 
 gerente juanjoseechavarria explica juntabanrep decidio viernes 28 septiembre mantener labelurl  ; j : 1396. Sim : 0.17624538; No similar. 
 top3deimpactoeconomicon1opep senalo podria haber superavit crudoen 2019n2eeuuy chinaretomaron label; j : 1397. Sim : 0.31263167; No similar. 
 alaire inicia discurso juanjoseechavarria evento celebracion 60 anos biblioteca lui labelurl  ; j : 1398. Sim : 0.19107132; No similar. 
 imontenegro86 hola ivan gracias escribirnos envianos dm caso junto datos contacto co labelurl  ; j : 1399. Sim : 0.7242512; Media. 
 conozca reporte estabilidadfinanciera segundo semestre 2017 presentado lunes medios comun labelurl ; j : 1400. Sim : 0.21437933; No similar. 
 adriana86c adry envianos caso dm colaborarte quedamos atentos  ; j : 1401. Sim : 0.65105456; Baja. 
 1s2018 economia siguio avanzando recuperacion tras haber sufrido choques anos previos hoy labelurl ; j : 1402. Sim : 0.22313957; No similar. 
 cali ibague reportan normalidad eleccionesuso2019 trabajadores acuden urnas elegir repre labelurl  ; j : 1403. Sim : 0.17165156; No similar. 
 conozca palabras gerente juanjoseechavarria lanzamiento libro superando barreras labelurl  ; j : 1404. Sim : 0.25230837; No similar. 
 al3xaand3r hola validando caso area encargada respuesta notificaremos saludos  ; j : 1405. Sim : 0.61083615; Baja. 
 hola roshybarrera29 solicitud curso area encargada daremos solucion menor tiempo posible sfcsupervi; j : 1406. Sim : 0.4831348; No similar. 
 erimarcor hola erica escalamos nuevamente caso area encargada saludos  ; j : 1407. Sim : 0.53949904; Baja. 
 gercasvar german manejando caso area encargada respuesta notificaremos saludos  ; j : 1408. Sim : 0.56528187; Baja. 
 banrepeduca colegios union narino ayapel cordoba planeta rica cordoba socorro santander hacen pa la; j : 1409. Sim : 0.15491574; No similar. 
 asiste agileopencali agilescolombia tendra lugar instalaciones sabado 25 agosto labelurl  ; j : 1410. Sim : 0.24116948; No similar. 
 harolpas contamos concierto sera medellin bogota  ; j : 1411. Sim : 0.20288663; No similar. 
 amandadiazp hola amanda gracias escribirnos permitenos ayudarte revisar caso area encargad labelurl; j : 1412. Sim : 0.5783248; Baja. 
 comandantemad77 sfcsupervisor chenel atendimos caso via dm respuesta enviada correo electronico per; j : 1413. Sim : 0.5701554; Baja. 
 ivapesi hola ivan gracias reporte pasaremos area encargada saludos  ; j : 1414. Sim : 0.6866818; Media. 
 eldiegocamargo participa mini cooper peleen montarse carro labelurl  ; j : 1415. Sim : 0.16401477; No similar. 
 misplanesconaval siguen tranvia medellin muestran ciudad contamos lanzami labelurl  ; j : 1416. Sim : 0.16246632; No similar. 
 bancorepublica invita manana 15 febrero presentacion informesobreinflacion cargo labelurl  ; j : 1417. Sim : 0.38933662; No similar. 
 hoy 5 pm gerente general juanjoseechavarria oficializara nuevo nombre biblioteca labelurl  ; j : 1418. Sim : 0.21213566; No similar. 
 eldiegocamargo dejes llegar tarde participa moto bmw mini cooper labelurl  ; j : 1419. Sim : 0.27871597; No similar. 
 hoy lunes 16 julio bancorepublica presenta obra editada juanjoseechavarria mauriciovillamizar label; j : 1420. Sim : 0.1502657; No similar. 
 edinsonhernn1 iebancodebogota bancorepublica hola edinsonhernn1 gracias escribirnos contamos pued l; j : 1421. Sim : 0.4300842; No similar. 
 mariaantoniay buenos dias maria antonia cuentanos dm caso poder colaborarte quedamos atentos  ; j : 1422. Sim : 0.5282924; Baja. 
 jelizmon hola mardy recuerda participar deben ser personajes reales incluir bancodebogota saludos  ; j : 1423. Sim : 0.36791503; No similar. 
 aregifob eleccion personajes billet hace cumpliendo leyes aprobadas congreso ley 908 labelurl  ; j : 1424. Sim : 0.065049104; No similar. 
 camilo85ruiz sfcsupervisor daremos respuesta dm  ; j : 1425. Sim : 0.40681204; No similar. 
