Modulo nnlm-es-dim128-with-normalization-2
Topicos : andrespardoa colombia analisis portafolioco sistema bancorepublica invitamos tasa hoy corficolombiana inflacion economia 
 andrespardoa decline in gdp growth or more pressure on external accountsbeyond our baseline scenari; j : 1. Sim : 0.30006486; No similar. 
 andrespardoa recomendada entrevista zuluagacamila ministro hacienda mauriciocard elespectador label; j : 1547. Sim : 0.3169561; No similar. 
 fbncardona lapullaoficial juanamaya23 elespectador eltiempo lasillavacia hola fbncardona extracto l; j : 1548. Sim : 0.36722073; No similar. 
 reddecordobeses minhacienda mauriciocard invitamos registrar queja sistema atencion ciu labelurl  ; j : 1549. Sim : 0.3933823; No similar. 
 andrespardoa subastas tes control monetario colombia seran 300 mil millones pesos semanales mitad n; j : 1550. Sim : 0.41817108; No similar. 
 santamarta deben priorizar inversiones educacion vivienda acueducto alcantarillado empleo costo lab; j : 1551. Sim : 0.3675612; No similar. 
 juliocromeroa colombia hoy decision politica monetaria corficolombiana esperamos banco republica ma; j : 1552. Sim : 0.71553516; Media. 
 mariovalencia01 reformapensional gasto pensional colombia tan alto sistema privado siendo insosteni; j : 1553. Sim : 0.39979514; No similar. 
 ee uu tasa desempleo retrocedio debajo 40 aumentos salariales mantuvieron ritmo labelurl  ; j : 1554. Sim : 0.4070911; No similar. 
 revistadinero top 5 ecosistemas mas solidos emprendimiento innovacion colombia  ; j : 1555. Sim : 0.5075298; Baja. 
 andrespardoa tal retiro liquidez parte paises avanzados existe analisis portafolioco labelurl  ; j : 1556. Sim : 0.4963271; No similar. 
 agradecemos todas personas acompanaron conversatorio porvenir kapital ciudad cali labelurl  ; j : 1557. Sim : 0.4255131; No similar. 
 andrespardoa colombia segun anticipamos rapida recuperacion inflacion tiempo fin 2013 paso 17 nov  ; j : 1558. Sim : 0.6536866; Baja. 
 beste proyecto regulacion tasa cambio representativa mercado trm registro operaciones labelurl  ; j : 1559. Sim : 0.4812384; No similar. 
 informealcongreso bancorepublica deja claro politica monetaria aun debe ser prudente fin conti labe; j : 1560. Sim : 0.43780863; No similar. 
 andrespardoa tasa inter mantendria 3 25 pese riesgo salida capitales labelurl via  ; j : 1561. Sim : 0.48341453; No similar. 
 economista jefe juliocromeroa comenta evidencia repunte economia colombiana aunque l labelurl  ; j : 1562. Sim : 0.37916836; No similar. 
 andrespardoa banco central europeo mantiene tasa inter referencia 025 ahora espera conferencia pren; j : 1563. Sim : 0.4300194; No similar. 
 andrespardoa explicando claro estimacion inversion extranjera efecto jpmorgan sobredimensionada htt; j : 1564. Sim : 0.47668818; No similar. 
 reportesdelemisor economia region noroccidente repunto 3t2018 antioquia demanda interna mejoro c la; j : 1565. Sim : 0.57546514; Baja. 
 ano sonidos caribecolombianos tomaran tercer escenario storylandconaval compra boletas labelurl  ; j : 1566. Sim : 0.19510534; No similar. 
 unipaznoticias hace reconteo solicitado reclamantes proceso electoral dado garantias d labelurl  ; j : 1567. Sim : 0.2903273; No similar. 
 andrespardoa banco central europeo planea combatir deflacion compra bonos labelurl via larepublicac; j : 1568. Sim : 0.4690215; No similar. 
 investigacionesbanrep borrador economia 1062 analiza efecto variaciones tasa cambio r labelurl  ; j : 1569. Sim : 0.39111432; No similar. 
 andrespardoa convence tesis d miembros d bancorepublica q pib potencial podria ser mayor analisis p; j : 1570. Sim : 0.6303087; Baja. 
 revistadinero empresariosdineroun lider forma jefe da ordenes gerente exito  ; j : 1571. Sim : 0.28301862; No similar. 
 hoy inicia festivalvallenato varios ninos empiezan sembrar futuro dandole musica va labelurl  ; j : 1572. Sim : 0.2801005; No similar. 
 ser pilo paga columna analisis director ejecutivo andrespardoa economista jefe labelurl  ; j : 1573. Sim : 0.30491614; No similar. 
 sabiasque mercado financiero define mundo rodea ello abierto bcooccidentemd par labelurl  ; j : 1574. Sim : 0.19552083; No similar. 
 andrespardoa japon subio impuesto ventas economia resintioque hacer respecto labelurl labelurl  ; j : 1575. Sim : 0.4836801; No similar. 
 andrespardoa afectan nuevas estimaciones fiscales financiamiento 20142015 mercado deuda publica ana; j : 1576. Sim : 0.4905699; No similar. 
 andrespardoa colombia viene nueva reforma tributaria labelurl via revistasemana  ; j : 1577. Sim : 0.5142369; Baja. 
 1leoone invitamos revise alianzas beneficios labelurl  ; j : 1578. Sim : 0.24674603; No similar. 
 andrespardoa bancorepublica cree q brecha producto casi cerroentonces debe retirar estimulo monetar; j : 1579. Sim : 0.58375686; Baja. 
 top3deimpactoeconomicon1actividad economica eeuu crecio menor ritmon2inflacion japonen agosto label; j : 1580. Sim : 0.43456653; No similar. 
 eventosclavedelajornadademananan zona euro 500 inflacionncolombia reunion politica monetaria banrep; j : 1581. Sim : 0.45643827; No similar. 
 precios consumidor unidos subieron mas previsto enero debido costos vestim labelurl  ; j : 1582. Sim : 0.20682262; No similar. 
 andrespardoa argentina dolar paralelo rompiendo nivel record frente tasa oficial 682 pesos dolar do; j : 1583. Sim : 0.5419579; Baja. 
 andrespardoa colombia bonos locales gubernamentales desvalorizan anuncios mayor emision 2014 labelu; j : 1584. Sim : 0.5321623; Baja. 
 eventosclavedelajornadademananan ee uu 830 inflacionninformediariodemercado aqui  ; j : 1585. Sim : 0.30189618; No similar. 
 andrespardoa banrepublica hizo bien comenzar subir tasas inter hizo mal dar senales correctas anali; j : 1586. Sim : 0.3639823; No similar. 
 elijan cancion noche ht stonescolombia queremos let it bleed labelurl  ; j : 1587. Sim : 0.32745498; No similar. 
 andrespardoa mercados emergentes recuperan labelurl via wsjcentralbanks veiamos repunte fuerte mone; j : 1588. Sim : 0.32819492; No similar. 
 fedcar89 reinamauricio respetado federico charlasbanrep nuevo producto audiovisual bancorepublica l; j : 1589. Sim : 0.29869536; No similar. 
 ingrese labelurl enterese situacion actual mercado laboral colombia labelurl  ; j : 1590. Sim : 0.46531367; No similar. 
 eventosclavedelajornadancolombia 1000 exportaciones julneeuu dia trabajo mercado estadounidense cer; j : 1591. Sim : 0.41325706; No similar. 
 andrespardoa banco central meta inflacion mayor 0 acaso mejor q inflacion aqui explico htt  ; j : 1592. Sim : 0.556194; Baja. 
 foro online corficolombiana gerardohernandez dijo sector financiero pesar cambio ciclo labelurl  ; j : 1593. Sim : 0.34869418; No similar. 
 andrespardoa eeuu ultima vez economia registro contraccion mayor 1er trimestre recesion  ; j : 1594. Sim : 0.63543266; Baja. 
 andrespardoa colombia analisis mensual va inflacion pronostico marzo 027 mm 238 aa  ; j : 1595. Sim : 0.6510198; Baja. 
 andrespardoa colombia mayor entrada flujos ajustes indices jpmorgan mejora caso acumular mas reserv; j : 1596. Sim : 0.46827203; No similar. 
 mafecarrascal eeuu exporto promovio modelo fallido criminalizacion uso drogas incluyendo marihuana ; j : 1597. Sim : 0.3929204; No similar. 
 andrespardoa colombia recaudo impuestos va tiro labelurl via revistadinero aunque parte debe  ; j : 1598. Sim : 0.47852007; No similar. 
 andrespardoa hoy 11 be publican datos pib lado demanda  ; j : 1599. Sim : 0.49880153; No similar. 
 eventosclavedelajornadademanananeeuu 0730 crecimiento pib 3tneeuu 0900 indicador sentimiento labelu; j : 1600. Sim : 0.38579467; No similar. 
 andrespardoa colombia pronosticos crecimiento economico rubro 4to trimestre 2013 datos publican hoy; j : 1601. Sim : 0.69536686; Media. 
 andrespardoa cree q hara bancorepublica viernes expectativa 1 labelurl 2 labelurl  ; j : 1602. Sim : 0.4081325; No similar. 
 eventosclavedelajornadanzona euro 330 confianza inversor sentix octnjapon 1850 balanza comercial la; j : 1603. Sim : 0.30503726; No similar. 
 teresitams retweeted dataifx dataifxnnimportante mercado cientos empleados ecopetrol entraron paro ; j : 1604. Sim : 0.3830626; No similar. 
 andrespardoa colombia reduccion ingresos petroleros puede incidir comportamiento demanda interna ba; j : 1605. Sim : 0.61712843; Baja. 
 andrespardoa manana esperamos q feed reduzca us10 mil millones inyecciones mensuales liquidez ahora; j : 1606. Sim : 0.44193622; No similar. 
 frasedeldia si deseas tener exito busca nuevos caminos lugar recorrer caminos tradicionales exito l; j : 1607. Sim : 0.30588287; No similar. 
 bandrespardoa viene mas estimulo japon tal retiro liquidez global marketwatch japan industrial prod; j : 1608. Sim : 0.4744205; No similar. 
 andrespardoa colombia tesoro reiniciara compra dolares medida necesario dice ministro hacienda maur; j : 1609. Sim : 0.4933765; No similar. 
 quedan pocos cupos seminario internacional alternativas reforma pensional colombia realizara labelu; j : 1610. Sim : 0.37521943; No similar. 
 relacion crecimiento economia juanjoseechavarria dice peor paso prueba ello labelurl  ; j : 1611. Sim : 0.42482513; No similar. 
 mashirafael felicitaciones andres manuel lopez obrador nuevo presidente mexico lindo querido victor; j : 1612. Sim : 0.21122837; No similar. 
 bespebanrep articulo estres fiscal zona euro evidencia partir modelo estructural mone labelurl  ; j : 1613. Sim : 0.3266782; No similar. 
 tipfinanciero comprar vivienda busca tasas inter acomoden bolsillo cuotas ajusten presupuesto  ; j : 1614. Sim : 0.25175995; No similar. 
 hoy honramos memoria companero rafael jaimes botellita exdirigente sindical usofrenteobrero asesin ; j : 1615. Sim : 0.22025433; No similar. 
 andrespardoa analisis semana 4 nuevos instrumentos extranjeros invierten deuda publica colombiana g; j : 1616. Sim : 0.41432256; No similar. 
 bandrespardoa moodys sube calificacion riesgo colombia baa3 baa2 segun anticipamos diciembre 2013 v; j : 1617. Sim : 0.56492156; Baja. 
 jennboshell gente encanta color luces musica fuerza bruta regalo 2x1 bancosaval fuerzaco  ; j : 1618. Sim : 0.2386289; No similar. 
 acuerdo reporte perspectivas economia mundial publicado fondo monetario internacional fm labelurl  ; j : 1619. Sim : 0.4104181; No similar. 
 rechazamos rotundamente hechos denunciados cut subdirectiva antioquia sintravidricol actuaci labelu; j : 1620. Sim : 0.08891465; No similar. 
 eventosclavedelajornadademanananee uu ventas minoristasn ee uu inventarios crudon colombia ind labe; j : 1621. Sim : 0.46765453; No similar. 
 recuerda conectarte hoy 1000 be facebook live incpcol hablando reforma tributa labelurl  ; j : 1622. Sim : 0.33998534; No similar. 
 andrespardoa mas detalles expectativa bancorepublica comience subir tasas julioaqui columna hoy  ; j : 1623. Sim : 0.48131767; No similar. 
 andrespardoa colombia indice confianza consumidor fedesarrollo desplomo enero nivel mas bajo 2002 l; j : 1624. Sim : 0.54242; Baja. 
 eventosclavedelajornadademananan zona euro 0500 confianza economica novneeuu 1400 minutas polit lab; j : 1625. Sim : 0.40984482; No similar. 
 andrespardoa colombia dolar abriendo mas 10 pesos debajo cierre viernes respondiendo incremento tas; j : 1626. Sim : 0.4875745; No similar. 
 planetaazul sustituye bolsas plastico bolsas reutilizables puedes comprar mayoria supermercados  ; j : 1627. Sim : 0.27529457; No similar. 
 andrespardoa analisis detallado lenguaje feed concluye inicio normalizacion tasas eeuu aun lejano h; j : 1628. Sim : 0.46364763; No similar. 
 alimentos arrastra inflacion baja variacion 154 ago vs 111 jul col ipc yoy 810 labelurl  ; j : 1629. Sim : 0.5492294; Baja. 
 andrespardoa colombia segun raddarckgcompras hogares crecieron 138 febla expansion anual mas alta d; j : 1630. Sim : 0.5998623; Baja. 
 buen emergente analisis corficolombiana portafolioco andrespardoa juliocromeroa labelurl  ; j : 1631. Sim : 0.53185236; Baja. 
 hotelesestelar reserva cartagena incluido super descuento miercolesestelar labelurl labelurl  ; j : 1632. Sim : 0.2349382; No similar. 
 andrespardoa colombia inversion obras civiles crecio 254 1er trimestre 2014 pib construccion habria; j : 1633. Sim : 0.6548261; Baja. 
 asi terminamos semana educacionfinanciera proposito ensenar jovenes ninos acerca im labelurl  ; j : 1634. Sim : 0.5349645; Baja. 
 andrespardoa eurozona nuevas proyecciones economicas 2014 equipo tecnico banco central europeo pib ; j : 1635. Sim : 0.5894149; Baja. 
 festereopicnic primera frase encuentres definira 2019  ; j : 1636. Sim : 0.22324051; No similar. 
 conectese stream hablaremos perspectivas economicas politicas relacion contexto labelurl  ; j : 1637. Sim : 0.51240015; Baja. 
 si buscando potenciar impulsar empresa productos factor unidirecto indicados labelurl  ; j : 1638. Sim : 0.13218105; No similar. 
 miercoles diciembre 6 2017 foro online lanzamiento gran informe anual perspectivas2018 labelurl  ; j : 1639. Sim : 0.32925564; No similar. 
 top3deimpactoeconomicon1banco central europeo mantiene inalterada politica monetarian2indicadores c; j : 1640. Sim : 0.35120407; No similar. 
 codirector banco joseantonioocampo afirma tasa cambio competitiva aunque tend labelurl  ; j : 1641. Sim : 0.18077762; No similar. 
 palmaedwin llevamos esperando meses mintrabajocol convoque varios tribunales usofrenteobreronnpero ; j : 1642. Sim : 0.14656122; No similar. 
 manana diciembre 6 2017 conectese foro online lanzamiento gran informe anual labelurl  ; j : 1643. Sim : 0.31917673; No similar. 
 recuperacion marchande acuerdo estimaciones economia colombiana habria expandido tasa labelurl  ; j : 1644. Sim : 0.56121683; Baja. 
 par sonar respaldamos puedas construir segundo piso remodelar pr labelurl  ; j : 1645. Sim : 0.10011167; No similar. 
 top3deimpactoeconomicon1confianza consumidor colombia retrocedio moderadamenten2arabia investigara ; j : 1646. Sim : 0.32527173; No similar. 
 eventosclavedelajornadademanananeeuu 915 produccion industrial octncolombia 1000 confianza labelurl; j : 1647. Sim : 0.36337858; No similar. 
 repunte reencauchado analisis corficolombiana portafolioco andrespardoa salcedocarmen labelurl  ; j : 1648. Sim : 0.5631282; Baja. 
 levantando viejas banderas lucha sector financiero colombiano humano  ; j : 1649. Sim : 0.13836898; No similar. 
 reforma tiempos deficitanalisis corficolombiana portafolioco andrespardoa salcedocarmen labelurl  ; j : 1650. Sim : 0.3491294; No similar. 
 siga partir 800 be transmision vivo seminario internacional alternativas reforma pensio labelurl  ; j : 1651. Sim : 0.37359518; No similar. 
 andrespardoa analisis semana perder ganar labelurl eurozona urgencia combat  ; j : 1652. Sim : 0.4147533; No similar. 
 andrespardoa buenos fundamentales siguen impulsando mayor ingreso egreso divisas colombia analisis ; j : 1653. Sim : 0.55540234; Baja. 
 andrespardoa 6 fmi bajo pronostico crecimiento pib mexico 2014 3 24 esperabamos bajaran 25  ; j : 1654. Sim : 0.4404994; No similar. 
 porvenir cuenta impacto economia global posesion donaldtrump presidente eeuu labelurl  ; j : 1655. Sim : 0.5167285; Baja. 
 andrespardoa presentacion foro rompecabezas fiscal deficit reforma tributaria elrompecabezas labelu; j : 1656. Sim : 0.5922712; Baja. 
 asi finalizamos evento perspectivas economicas reinamauricio ravilapinto miguel largacha labelurl  ; j : 1657. Sim : 0.5630903; Baja. 
 asi publico analisis portafolioco menos pib mas deficit andrespardoa labelurl labelurl  ; j : 1658. Sim : 0.6480972; Baja. 
 conoce valor mensual pagaras prestamo inter simulador credito facil labelurl  ; j : 1659. Sim : 0.49133888; No similar. 
 catherinecruzb siempre puede yodecidiavanzar prevencion frente cancer seguro bancosaval labelurl  ; j : 1660. Sim : 0.49207348; No similar. 
 comunicado 004nsectores sociales sindicales barranquilla zonacerocom zonaceronoticias labelurl  ; j : 1661. Sim : 0.3175041; No similar. 
 wwpwr colombiahist invitamos registrar queja sistema atencion ciudadano labelurl  ; j : 1662. Sim : 0.3969804; No similar. 
 endeudamiento petrolero analisis corficolombiana portafolioco andrespardoa salcedocarmen labelurl  ; j : 1663. Sim : 0.59895825; Baja. 
 cada caso unico equivocarte mejor solicita dobleasesoria expertos labelurl  ; j : 1664. Sim : 0.21618971; No similar. 
 andrespardoa eurozona economia crecio 02 1er trimestre 2014 vs 04 esperado decepciona aumenta proba; j : 1665. Sim : 0.54950714; Baja. 
 andrespardoa analisis portafolioco buenos datos pib colombia rezago politica monetaria local http  ; j : 1666. Sim : 0.77857953; Media. 
 andrespardoa colombia operacion manejo deuda genera menor pago amortizaciones 911 mil millones gobi; j : 1667. Sim : 0.45521238; No similar. 
 sabias tradiciones fin ano cambiado labelurl  ; j : 1668. Sim : 0.22601971; No similar. 
 acerca fin ano regalos vacaciones mas gastos daran espera conoce 3 reglas poder cumpl labelurl  ; j : 1669. Sim : 0.33475003; No similar. 
 cierre casagrandecarib artista colombiano carlosvives opinion potencialidades retos labelurl  ; j : 1670. Sim : 0.29070854; No similar. 
 ademas cumplir fundamental notificar novedades empleados sigue stream labelurl  ; j : 1671. Sim : 0.24122375; No similar. 
 consulta calendario impuestos nacionales mes octubre relajate paga linea entra aqui labelurl  ; j : 1672. Sim : 0.3909675; No similar. 
 manten impuestos dia consulta calendario tributario mes septiembre ingresa labelurl  ; j : 1673. Sim : 0.38540334; No similar. 
 andrespardoa analisis nuevas medidas estimulo monetario eurozona conclusion vendran mas estimulos l; j : 1674. Sim : 0.63114977; Baja. 
 top3deimpactoeconomicon1actividad manufacturera zona euro contrae febn2actividad manufacturera labe; j : 1675. Sim : 0.23316336; No similar. 
 lilivasquez7 lilivasquez7 lamentamos informas favor escribe queja formulario labelurl  ; j : 1676. Sim : 0.2238806; No similar. 
 ppradio919 segunda hora une equipo analistas andrespardoa gerente investigaciones economicas corfic; j : 1677. Sim : 0.3880361; No similar. 
 andrespardoa hablando coyuntura economica mercados manana ppradio919 javeriana919fm minuto 15 http ; j : 1678. Sim : 0.61961657; Baja. 
 usofrenteobrero ecopetrolsa modelo evaluacion desempeno unilateral subjetivo permite arbitrariedadn; j : 1679. Sim : 0.40121982; No similar. 
 andrespardoa 5 fmi bajo pronostico crecimiento pib brasil 2014 19 13 esperabamos bajaran 1  ; j : 1680. Sim : 0.49862406; No similar. 
 acuerdo reporte empleo departamento trabajo unidos abril creacion nominas labelurl  ; j : 1681. Sim : 0.42389435; No similar. 
 andrespardoa colombia minutas bancorepublicala junta cree q alza tasas requiere xa moderar acumulac; j : 1682. Sim : 0.5265036; Baja. 
 andrespardoa amplia liquidez global mas tiempo minutas feed eeuu sesgo bajista detalles columna hoy; j : 1683. Sim : 0.42506212; No similar. 
 andrespardoa colombia inflacion mayo 048 292 anual vs expectativa 036 esperamos bancorepublica elev; j : 1684. Sim : 0.66502506; Baja. 
 porfiospino guillermobotero invitamos registrar peticion sistema atencion ciudadano labelurl  ; j : 1685. Sim : 0.48446244; No similar. 
 cecastaneda ivanduque responda si acepta propuesta empresariado consejogremial entregue iguana  ; j : 1686. Sim : 0.16795243; No similar. 
 nuevo video banrep educa sacara dudas abrir cerrar ojos controlar inflacion labelurl  ; j : 1687. Sim : 0.15187581; No similar. 
 integrantes equipoporvenir2019 comparten objetivos ano gracias medios hoy n labelurl  ; j : 1688. Sim : 0.25362834; No similar. 
 secreto exito negocios detectar hacia va mundo llegar ahi primero bill gate  ; j : 1689. Sim : 0.32619053; No similar. 
 andrespardoa creo economia va crecer cerca 3 ciento ano meisel bancorepublica  ; j : 1690. Sim : 0.598403; Baja. 
 fondosdepension personas jovenes ahorran carro vivienda ahorran viajar tener nuevas experienci  ; j : 1691. Sim : 0.19215336; No similar. 
 andrespardoa colombia produccion cafe enero crece 15 via portafolioco labelurl  ; j : 1692. Sim : 0.6062094; Baja. 
 tipfinanciero crea vinculos humanos gente entorno asi conseguiras negocios duraderos relaciones pro; j : 1693. Sim : 0.32973015; No similar. 
 andrespardoa precios golfo mexico violencia irak subio precio gasolina colombia minminas labelurl  ; j : 1694. Sim : 0.5705949; Baja. 
 asi publico analisis hoy portafolioco paciencia muda andrespardoa labelurl labelurl  ; j : 1695. Sim : 0.54987615; Baja. 
 musica grupo elegidos vallenato impone ritmo sabor caribeno cierre ceremonia n labelurl  ; j : 1696. Sim : 0.31978878; No similar. 
 sinforosomutis1 pensionsalario ivanduque colpensiones fondosdepension hola sinforosa favor comunica; j : 1697. Sim : 0.34344015; No similar. 
 andrespardoa inflacion consumidor mayo encima esperado convergido mas rapido previsto 3  ; j : 1698. Sim : 0.41974333; No similar. 
 impulso limitado columna analisis director ejecutivo andrespardoa portafolioco labelurl  ; j : 1699. Sim : 0.38171157; No similar. 
 andrespardoa colombia fmi reviso pronostico crecimiento pib 2014 43 45 superior 23 america latina  ; j : 1700. Sim : 0.62585187; Baja. 
 eventosclavedelajornadademanananeeuu 0845 indicador pmi servicios manufactura octnzona euro 03 labe; j : 1701. Sim : 0.33754286; No similar. 
 16 23 dic miteatrocolon circolombia urban opera circo fusiona sonidos urbanos acrobacias labelurl  ; j : 1702. Sim : 0.042031568; No similar. 
 andrespardoa inflacion podria subir 2 puntos reforma tributaria entrevista redmasnoticias zuluagaca; j : 1703. Sim : 0.5501266; Baja. 
 portafolioco economia solidaria alternativa desarrollo social economico labelurl labelurl  ; j : 1704. Sim : 0.46924064; No similar. 
 andrespardoa analisis destorcida mercado bonos especulativos eeuu impacto economia pais labelurl  ; j : 1705. Sim : 0.6507172; Baja. 
 andrespardoa colombia esperar adelante bancorepublica esperamos eleve tasa referencia 475 fin ano h; j : 1706. Sim : 0.6385861; Baja. 
 eventosclavedelajornadademananan eeuu 730 inflacionninformediariodemercado  ; j : 1707. Sim : 0.32110387; No similar. 
 zona euro presento primer trimestre crecimiento producto interno bruto pib 04 disminuyendo labelurl; j : 1708. Sim : 0.38874567; No similar. 
 bancorepublica presenta manana 4 mayo sucursal quibdo libro estudios sociales pacifico colo labelur; j : 1709. Sim : 0.43596438; No similar. 
 andrespardoa colombia tasa emisor debe subir 5 ciento consideran analistas labelurl via eltiempo  ; j : 1710. Sim : 0.5108346; Baja. 
 cuatro bancos nacionales desarrollo activos promocion fondos capital privado deuda labelurl  ; j : 1711. Sim : 0.3632089; No similar. 
 andrespardoa manana esperen analisis peligros inflacion baja negativa puede hacer europa evit  ; j : 1712. Sim : 0.55384207; Baja. 
 portafolioco misfinanzas debe saber entrevista labelurl labelurl  ; j : 1713. Sim : 0.15357092; No similar. 
 andrespardoa colombia 5ajuste d colombia indices d jpmorgan particular q cambio ultimo mes frecuenc; j : 1714. Sim : 0.59663105; Baja. 
 sicolombialeganaabrasilyo llevo familia rusia labelurl  ; j : 1715. Sim : 0.27181453; No similar. 
 andrespardoa entrevista bluradioco decision bancorepublica elevar tasa inter 375 audio http  ; j : 1716. Sim : 0.5848942; Baja. 
 andrespardoa luego dato pib 2do trimestre esperamos bancorepublica mantenga tasa inter 45 mes  ; j : 1717. Sim : 0.57685584; Baja. 
 andrespardoa colombia relevante hoy salga alto dato marzo efectos calendario produccion industrial ; j : 1718. Sim : 0.5081777; Baja. 
 portafolioco mejor candidato siempre mejor hoja vida labelurl labelurl  ; j : 1719. Sim : 0.14392273; No similar. 
 suficiente analisis corficolombiana portafolioco andrespardoa perspectiva fiscal local labelurl  ; j : 1720. Sim : 0.5151718; Baja. 
 mloreguti presidente corficolombiana hablando politicas regulacion pymes labelurl  ; j : 1721. Sim : 0.5176084; Baja. 
 andrespardoa escribimos informe anual publicado 5 diciembre 2013 labelurl labelurl  ; j : 1722. Sim : 0.3101979; No similar. 
 preparando mayor recorte analisis director ejecutivo andrespardoa portafolioco labelurl  ; j : 1723. Sim : 0.30342147; No similar. 
 top 3 impacto economicoconfianza inversores alemanes continuo deteriorandose juniotheresa may busc ; j : 1724. Sim : 0.21017411; No similar. 
 siempresepuede darle sabor unico dias atrevete aprende hacer pizza carne frijol labelurl  ; j : 1725. Sim : 0.3663426; No similar. 
 reportesdelemisor encuesta percepcion riesgos sistema financiero identifica perspectiva di labelurl; j : 1726. Sim : 0.4292404; No similar. 
 top 3 impacto economicoventas minoristas zona euro aumentan menos esperadodeficit comercial labelur; j : 1727. Sim : 0.2060142; No similar. 
 gran lider puede ayudar descubrir potencial si mismos bo bennet  ; j : 1728. Sim : 0.17728256; No similar. 
 eventosclavedelajornadademananan eeuu 700 aplicaciones hipoteca mban eeuu 1030 inventarios c labelu; j : 1729. Sim : 0.43276453; No similar. 
 razones pausa analisis corficolombiana portafolioco andrespardoa bancorepublica labelurl  ; j : 1730. Sim : 0.56474257; Baja. 
 mauricio reina vez comparte perspectivas acerca movimientos economicos futbol mundial labelurl  ; j : 1731. Sim : 0.26059428; No similar. 
 andrespardoa razon peso 2 decision bancorepublica posible q proyeccion inflacion 2017 equipo tecnic; j : 1732. Sim : 0.62738883; Baja. 
 reportesdelemisor analisis endeudamiento hogares adquirido mayor relevancia anos recientes co label; j : 1733. Sim : 0.34916887; No similar. 
 invitamos analistas mercado financiero formulen preguntas rueda prensa tras r labelurl  ; j : 1734. Sim : 0.24472718; No similar. 
 andrespardoa colombia nueva encuesta infometrika 1ra vuelta santos 313 zuluaga 296 2da vuelta santo; j : 1735. Sim : 0.34249413; No similar. 
 andrespardoa banco central colombia sube tasa inter 025 puntos 375 terra peru labelurl comentarios ; j : 1736. Sim : 0.6193883; Baja. 
 andrespardoa brasil tecnicamente economia entro recesion despues contracciones trimestrales 1er 2do; j : 1737. Sim : 0.6453097; Baja. 
 ajustes pendientes articulo analisis director ejecutivo andrespardoa portafolioco labelurl  ; j : 1738. Sim : 0.3879867; No similar. 
 andrespardoa colombia personal ocupado comercio minorista aumento 3 nov13 contratacion personal per; j : 1739. Sim : 0.41401806; No similar. 
 bandrespardoa finales d 2013 expectativa q moodys subiria calificacion colombia 2do semestre ver pa; j : 1740. Sim : 0.56009233; Baja. 
 andrespardoa crecimiento economia 1er trimestre significativamente superior esperado acelero respec; j : 1741. Sim : 0.45045337; No similar. 
 reportesdelemisor monitorear condiciones liquidez mercados financieros clave identificar labelurl  ; j : 1742. Sim : 0.28137115; No similar. 
 rubendario0122 hola rubendario0122 gracias comunicarte necesario revise movimientos cuent labelurl ; j : 1743. Sim : 0.24445362; No similar. 
 juanamaya23 elespectador eltiempo lasillavacia lapullaoficial hola juanamaya23 comunicaremos intern; j : 1744. Sim : 0.31534684; No similar. 
 adelanto preparado dreamers storylandconaval labelurl  ; j : 1745. Sim : 0.10038356; No similar. 
 raulmorales liquidez mercados oma trinidad banca central conocida caso bancorepublica revistamoneta; j : 1746. Sim : 0.4502626; No similar. 
 andrespardoa analisis nuevos datos economicos q podrian sustentar estabilidad tasa bancorepublica v; j : 1747. Sim : 0.69466835; Media. 
 inicio cobertura canacol energy bvc cnec depende julio 9 2018 recomendacion compra precio objet lab; j : 1748. Sim : 0.30180317; No similar. 
 camisa fuerza columna analisis director ejecutivo andrespardoa portafolioco labelurl  ; j : 1749. Sim : 0.3367995; No similar. 
 andrespardoa decision bancorepublica mayoria 4 votos bajar tasa inter 575 3 bajar 6 linea n  ; j : 1750. Sim : 0.46726605; No similar. 
 reduccion tasas intervencion transmitido tasas hipotecarias comerciales c labelurl  ; j : 1751. Sim : 0.48936424; No similar. 
 fuerza debilitante columna opinion director ejecutivo andrespardoa portafolioco labelurl  ; j : 1752. Sim : 0.3291598; No similar. 
 magia base estadistica analisis corficolombiana portafolioco andrespardoa labelurl  ; j : 1753. Sim : 0.60092133; Baja. 
 lunes festivo cuentanos sera plan like cine familianrt montar bici  ; j : 1754. Sim : 0.16171561; No similar. 
 joseilopez dato presentacion ayer si bien china venido desacelerando importante poner crecimiento c; j : 1755. Sim : 0.3497446; No similar. 
 andrespardoa colombia uso capacidad productiva cercano pleno empleo bancorepublica decir brecha pro; j : 1756. Sim : 0.563777; Baja. 
 banrepcultural informamos dadas marchas programadas ciudad espac labelurl  ; j : 1757. Sim : 0.0642828; No similar. 
 andrespardoa corficolombianaun buen emergenteanalisis corficolombiana portafolioco andrespardoa jul; j : 1758. Sim : 0.43624902; No similar. 
 andrespardoa colombia tesoreria necesita comprar dolares niveles viceministro hacienda andrescobara; j : 1759. Sim : 0.65646315; Baja. 
 controlar deudas haz lista ordenalas funcion tasa inter  ; j : 1760. Sim : 0.4469706; No similar. 
 mariovalencia01 presupuesto 2018 recorto 16 billones sectores estrategicos subirlo 42 billones poli; j : 1761. Sim : 0.3273837; No similar. 
 economia encuentra cancha entendamoselmundialbdb rusia arabia saudita mira video labelurl  ; j : 1762. Sim : 0.48155817; No similar. 
 andrespardoa colombia 10 mas dolares entrando economia salen sigue siendo norma incluso turbulencia; j : 1763. Sim : 0.564618; Baja. 
